marca,modelo,segmento,mes_ref,corte_publicacao,limiar_d3_do_modelo,pico
CHEVROLET,EL CAMINO,comerciais_leves,2011-09,99,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2011-10,82,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2011-11,85,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2011-12,74,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2012-01,78,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2012-02,80,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2012-03,102,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2012-04,83,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2012-05,103,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2012-06,85,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2012-07,90,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2012-08,71,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2012-09,52,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2012-10,60,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2012-11,46,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2012-12,45,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2013-01,31,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2013-02,24,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2013-03,33,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2013-04,27,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2013-05,26,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2013-06,39,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2013-07,22,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2013-08,10,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2013-09,3,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2013-10,9,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2013-11,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2013-12,2,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2014-01,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2014-02,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2014-05,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2014-07,6,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2015-01,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2017-06,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2021-07,1,0.0,0.2
CHRYSLER,300C,automoveis,2010-01,11,2.5,50.9
CHRYSLER,300C,automoveis,2010-08,35,2.5,50.9
CHRYSLER,300C,automoveis,2010-09,15,2.5,50.9
CHRYSLER,300C,automoveis,2010-10,11,2.5,50.9
CHRYSLER,300C,automoveis,2010-11,4,2.5,50.9
CHRYSLER,300C,automoveis,2011-01,30,2.5,50.9
CHRYSLER,300C,automoveis,2011-02,35,2.5,50.9
CHRYSLER,300C,automoveis,2011-03,32,2.5,50.9
CHRYSLER,300C,automoveis,2011-04,29,2.5,50.9
CHRYSLER,300C,automoveis,2011-05,40,2.5,50.9
CHRYSLER,300C,automoveis,2011-06,39,2.5,50.9
CHRYSLER,300C,automoveis,2011-07,33,2.5,50.9
CHRYSLER,300C,automoveis,2011-08,15,2.5,50.9
CHRYSLER,300C,automoveis,2011-09,9,2.5,50.9
CHRYSLER,300C,automoveis,2011-10,6,2.5,50.9
CHRYSLER,300C,automoveis,2011-11,11,2.5,50.9
CHRYSLER,300C,automoveis,2011-12,41,2.5,50.9
CHRYSLER,300C,automoveis,2012-01,28,2.5,50.9
CHRYSLER,300C,automoveis,2012-02,17,2.5,50.9
CHRYSLER,300C,automoveis,2013-01,17,2.5,50.9
CHRYSLER,300C,automoveis,2013-02,14,2.5,50.9
CHRYSLER,300C,automoveis,2013-03,18,2.5,50.9
CHRYSLER,300C,automoveis,2013-04,7,2.5,50.9
CHRYSLER,300C,automoveis,2013-05,6,2.5,50.9
CHRYSLER,300C,automoveis,2013-06,10,2.5,50.9
CHRYSLER,300C,automoveis,2013-07,13,2.5,50.9
CHRYSLER,300C,automoveis,2013-08,13,2.5,50.9
CHRYSLER,300C,automoveis,2013-09,5,2.5,50.9
CHRYSLER,300C,automoveis,2013-10,7,2.5,50.9
CHRYSLER,GCARAVAN,automoveis,2006-01,21,1.5,30.5
CHRYSLER,PACIFICA,automoveis,2018-07,4,0.1,2.2
CHRYSLER,PACIFICA,automoveis,2019-02,2,0.1,2.2
CHRYSLER,PACIFICA,automoveis,2019-03,1,0.1,2.2
CHRYSLER,PACIFICA,automoveis,2019-05,2,0.1,2.2
CHRYSLER,PACIFICA,automoveis,2023-01,1,0.1,2.2
CHRYSLER,PACIFICA,automoveis,2023-02,3,0.1,2.2
CHRYSLER,PACIFICA,automoveis,2025-01,3,0.1,2.2
CHRYSLER,PACIFICA,automoveis,2025-02,1,0.1,2.2
CHRYSLER,PACIFICA,automoveis,2025-07,1,0.1,2.2
CHRYSLER,PACIFICA,automoveis,2025-09,1,0.1,2.2
CHRYSLER,PT CRUISE,automoveis,2006-05,204,2.6,52.6
CHRYSLER,PT CRUISE,automoveis,2006-06,145,2.6,52.6
CHRYSLER,PT CRUISE,automoveis,2006-07,200,2.6,52.6
CHRYSLER,PT CRUISE,automoveis,2006-08,208,2.6,52.6
CHRYSLER,PT CRUISE,automoveis,2006-09,169,2.6,52.6
CHRYSLER,PT CRUISE,automoveis,2006-10,220,2.6,52.6
CHRYSLER,PT CRUISE,automoveis,2006-11,230,2.6,52.6
CHRYSLER,PT CRUISE,automoveis,2006-12,263,2.6,52.6
CHRYSLER,PT CRUISE,automoveis,2007-01,373,2.6,52.6
CHRYSLER,PT CRUISE,automoveis,2007-02,108,2.6,52.6
CHRYSLER,PT CRUISE,automoveis,2007-03,183,2.6,52.6
CHRYSLER,PT CRUISE,automoveis,2007-04,215,2.6,52.6
CHRYSLER,PT CRUISE,automoveis,2007-05,235,2.6,52.6
CHRYSLER,PT CRUISE,automoveis,2007-06,164,2.6,52.6
CHRYSLER,TOWN COUNTRY,automoveis,2014-01,21,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2014-04,58,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2014-05,15,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2014-06,8,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2014-07,9,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2014-08,6,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2014-09,1,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2014-10,3,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2014-11,2,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2014-12,6,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2016-01,5,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2016-02,4,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2016-03,3,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2016-04,3,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2016-05,2,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2016-06,3,1.0,19.8
CHRYSLER,TOWN COUNTRY,automoveis,2016-07,2,1.0,19.8
CITROEN,AIRCROSS,automoveis,2020-07,96,36.1,721.0
CITROEN,AIRCROSS,automoveis,2020-08,61,36.1,721.0
CITROEN,AIRCROSS,automoveis,2020-09,65,36.1,721.0
CITROEN,AIRCROSS,automoveis,2020-11,39,36.1,721.0
CITROEN,AIRCROSS,automoveis,2021-01,58,36.1,721.0
CITROEN,AIRCROSS,automoveis,2021-02,43,36.1,721.0
CITROEN,AIRCROSS,automoveis,2021-03,51,36.1,721.0
CITROEN,AIRCROSS,automoveis,2021-04,59,36.1,721.0
CITROEN,AIRCROSS,automoveis,2021-05,58,36.1,721.0
CITROEN,AIRCROSS,automoveis,2021-06,48,36.1,721.0
CITROEN,AIRCROSS,automoveis,2021-07,40,36.1,721.0
CITROEN,AIRCROSS,automoveis,2022-01,71,36.1,721.0
CITROEN,AIRCROSS,automoveis,2022-02,44,36.1,721.0
CITROEN,AIRCROSS,automoveis,2023-01,67,36.1,721.0
CITROEN,AIRCROSS,automoveis,2023-02,53,36.1,721.0
CITROEN,AIRCROSS,automoveis,2023-03,105,36.1,721.0
CITROEN,AIRCROSS,automoveis,2023-04,39,36.1,721.0
CITROEN,AIRCROSS,automoveis,2023-05,92,36.1,721.0
CITROEN,AIRCROSS,automoveis,2023-06,61,36.1,721.0
CITROEN,AIRCROSS,automoveis,2023-07,57,36.1,721.0
CITROEN,AIRCROSS,automoveis,2023-08,55,36.1,721.0
CITROEN,AIRCROSS,automoveis,2023-10,48,36.1,721.0
CITROEN,AIRCROSS,automoveis,2024-01,96,36.1,721.0
CITROEN,AIRCROSS,automoveis,2024-02,62,36.1,721.0
CITROEN,AIRCROSS,automoveis,2024-04,121,36.1,721.0
CITROEN,AIRCROSS,automoveis,2024-05,64,36.1,721.0
CITROEN,AIRCROSS,automoveis,2024-06,41,36.1,721.0
CITROEN,AIRCROSS,automoveis,2024-07,89,36.1,721.0
CITROEN,AIRCROSS,automoveis,2024-08,124,36.1,721.0
CITROEN,AIRCROSS,automoveis,2024-10,66,36.1,721.0
CITROEN,AIRCROSS,automoveis,2024-11,56,36.1,721.0
CITROEN,AIRCROSS,automoveis,2024-12,110,36.1,721.0
CITROEN,AIRCROSS,automoveis,2025-01,132,36.1,721.0
CITROEN,AIRCROSS,automoveis,2025-02,124,36.1,721.0
CITROEN,AIRCROSS,automoveis,2025-03,102,36.1,721.0
CITROEN,AIRCROSS,automoveis,2025-04,78,36.1,721.0
CITROEN,AIRCROSS,automoveis,2025-05,106,36.1,721.0
CITROEN,AIRCROSS,automoveis,2025-06,74,36.1,721.0
CITROEN,AIRCROSS,automoveis,2025-07,100,36.1,721.0
CITROEN,AIRCROSS,automoveis,2025-08,119,36.1,721.0
CITROEN,AIRCROSS,automoveis,2025-09,71,36.1,721.0
CITROEN,AIRCROSS,automoveis,2025-10,62,36.1,721.0
CITROEN,AIRCROSS,automoveis,2025-12,94,36.1,721.0
CITROEN,BERLINGO,comerciais_leves,2021-01,13,2.8,55.7
CITROEN,BERLINGO,comerciais_leves,2021-03,14,2.8,55.7
CITROEN,BERLINGO,comerciais_leves,2021-05,4,2.8,55.7
CITROEN,BERLINGO,comerciais_leves,2021-06,43,2.8,55.7
CITROEN,BERLINGO,comerciais_leves,2021-07,3,2.8,55.7
CITROEN,BERLINGO,comerciais_leves,2021-10,11,2.8,55.7
CITROEN,BERLINGO,comerciais_leves,2021-11,20,2.8,55.7
CITROEN,BERLINGO,comerciais_leves,2022-02,6,2.8,55.7
CITROEN,BERLINGO,comerciais_leves,2022-07,5,2.8,55.7
CITROEN,BERLINGO,comerciais_leves,2023-03,4,2.8,55.7
CITROEN,BERLINGO,comerciais_leves,2023-04,4,2.8,55.7
CITROEN,BERLINGO,comerciais_leves,2024-01,3,2.8,55.7
CITROEN,C3 AIRCROSS,automoveis,2018-09,73,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2018-11,84,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2018-12,89,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2019-01,85,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2019-02,88,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2019-03,80,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2019-04,100,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2019-05,99,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2019-06,79,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2019-07,97,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2019-10,76,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2019-12,78,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2020-01,72,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2020-02,74,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2020-07,96,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2023-03,105,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2023-05,92,71.8,1436.7
CITROEN,C3 AIRCROSS,automoveis,2024-01,96,71.8,1436.7
CITROEN,C4,automoveis,2006-11,230,57.2,1144.5
CITROEN,C4,automoveis,2007-01,373,57.2,1144.5
CITROEN,C4,automoveis,2007-02,108,57.2,1144.5
CITROEN,C4,automoveis,2007-03,183,57.2,1144.5
CITROEN,C4,automoveis,2007-04,215,57.2,1144.5
CITROEN,C4,automoveis,2007-05,235,57.2,1144.5
CITROEN,C4,automoveis,2007-06,164,57.2,1144.5
CITROEN,C4,automoveis,2007-07,276,57.2,1144.5
CITROEN,C4,automoveis,2007-08,355,57.2,1144.5
CITROEN,C4,automoveis,2007-09,763,57.2,1144.5
CITROEN,C4,automoveis,2007-10,1160,57.2,1144.5
CITROEN,C4,automoveis,2007-11,1028,57.2,1144.5
CITROEN,C4,automoveis,2007-12,906,57.2,1144.5
CITROEN,C4,automoveis,2008-01,947,57.2,1144.5
CITROEN,C4,automoveis,2008-02,682,57.2,1144.5
CITROEN,C4,automoveis,2008-03,1061,57.2,1144.5
CITROEN,C4,automoveis,2008-04,954,57.2,1144.5
CITROEN,C4,automoveis,2008-05,805,57.2,1144.5
CITROEN,C4,automoveis,2008-06,1073,57.2,1144.5
CITROEN,C4,automoveis,2008-07,1393,57.2,1144.5
CITROEN,C4,automoveis,2008-08,1077,57.2,1144.5
CITROEN,C4,automoveis,2008-09,992,57.2,1144.5
CITROEN,C4,automoveis,2008-10,854,57.2,1144.5
CITROEN,C4,automoveis,2008-11,531,57.2,1144.5
CITROEN,C4,automoveis,2008-12,640,57.2,1144.5
CITROEN,C4,automoveis,2009-01,794,57.2,1144.5
CITROEN,C4,automoveis,2009-02,812,57.2,1144.5
CITROEN,C4,automoveis,2009-03,906,57.2,1144.5
CITROEN,C4,automoveis,2011-07,1193,57.2,1144.5
CITROEN,C4,automoveis,2011-08,1189,57.2,1144.5
CITROEN,C4,automoveis,2011-09,1015,57.2,1144.5
CITROEN,C4,automoveis,2011-10,960,57.2,1144.5
CITROEN,C4,automoveis,2011-11,655,57.2,1144.5
CITROEN,C4,automoveis,2011-12,385,57.2,1144.5
CITROEN,C4 PICASSO,automoveis,2012-08,286,22.0,440.0
CITROEN,C4 PICASSO,automoveis,2012-09,96,22.0,440.0
CITROEN,C5,automoveis,2008-01,16,4.2,83.0
CITROEN,C5,automoveis,2008-02,15,4.2,83.0
CITROEN,C5,automoveis,2008-03,18,4.2,83.0
CITROEN,C5,automoveis,2008-04,23,4.2,83.0
CITROEN,C5,automoveis,2008-05,10,4.2,83.0
CITROEN,C5,automoveis,2008-06,7,4.2,83.0
CITROEN,C5,automoveis,2008-07,19,4.2,83.0
CITROEN,C5,automoveis,2008-08,11,4.2,83.0
CITROEN,C5,automoveis,2008-09,12,4.2,83.0
CITROEN,C5,automoveis,2008-10,16,4.2,83.0
CITROEN,C5,automoveis,2008-11,12,4.2,83.0
CITROEN,C5,automoveis,2008-12,14,4.2,83.0
CITROEN,C5,automoveis,2009-01,14,4.2,83.0
CITROEN,C5,automoveis,2009-03,10,4.2,83.0
CITROEN,C5,automoveis,2009-04,10,4.2,83.0
CITROEN,C5,automoveis,2009-05,13,4.2,83.0
CITROEN,C5,automoveis,2011-09,9,4.2,83.0
CITROEN,C5,automoveis,2011-10,6,4.2,83.0
CITROEN,C5,automoveis,2011-11,11,4.2,83.0
CITROEN,C5,automoveis,2011-12,41,4.2,83.0
CITROEN,C8,automoveis,2004-12,10,0.6,12.3
CITROEN,C8,automoveis,2005-01,7,0.6,12.3
CITROEN,C8,automoveis,2005-02,5,0.6,12.3
CITROEN,DS5,automoveis,2014-09,15,3.7,74.6
CITROEN,DS5,automoveis,2014-10,16,3.7,74.6
CITROEN,DS5,automoveis,2014-11,10,3.7,74.6
CITROEN,DS5,automoveis,2015-01,13,3.7,74.6
CITROEN,DS5,automoveis,2015-02,10,3.7,74.6
CITROEN,DS5,automoveis,2015-03,27,3.7,74.6
CITROEN,DS5,automoveis,2015-04,29,3.7,74.6
CITROEN,DS5,automoveis,2015-05,18,3.7,74.6
CITROEN,DS5,automoveis,2015-07,18,3.7,74.6
CITROEN,DS5,automoveis,2015-08,5,3.7,74.6
CITROEN,DS5,automoveis,2015-09,11,3.7,74.6
CITROEN,DS5,automoveis,2015-10,4,3.7,74.6
CITROEN,DS5,automoveis,2015-12,12,3.7,74.6
CITROEN,DS5,automoveis,2016-03,12,3.7,74.6
CITROEN,JUMPER,comerciais_leves,2018-10,156,11.9,238.6
CITROEN,JUMPER,comerciais_leves,2023-01,134,11.9,238.6
DODGE,CHALLENGER,automoveis,2009-03,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2009-08,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2009-09,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2009-10,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2009-11,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2009-12,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2010-01,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2010-02,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2010-03,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2010-04,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2010-05,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2010-06,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2010-07,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2010-08,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2010-09,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2010-10,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2010-11,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2010-12,8,0.3,6.8
DODGE,CHALLENGER,automoveis,2011-01,8,0.3,6.8
DODGE,CHALLENGER,automoveis,2011-02,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2011-03,6,0.3,6.8
DODGE,CHALLENGER,automoveis,2011-04,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2011-05,6,0.3,6.8
DODGE,CHALLENGER,automoveis,2011-06,9,0.3,6.8
DODGE,CHALLENGER,automoveis,2011-07,7,0.3,6.8
DODGE,CHALLENGER,automoveis,2011-08,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2011-09,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2011-10,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2011-11,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2011-12,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2012-01,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2012-02,6,0.3,6.8
DODGE,CHALLENGER,automoveis,2012-03,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2012-04,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2012-05,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2012-08,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2012-09,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2012-12,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2013-01,10,0.3,6.8
DODGE,CHALLENGER,automoveis,2013-02,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2013-03,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2013-04,7,0.3,6.8
DODGE,CHALLENGER,automoveis,2013-05,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2013-06,7,0.3,6.8
DODGE,CHALLENGER,automoveis,2013-07,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2013-08,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2013-09,7,0.3,6.8
DODGE,CHALLENGER,automoveis,2013-10,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2013-11,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2013-12,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2014-01,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2014-02,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2014-03,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2014-04,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2014-05,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2014-06,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2014-07,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2014-08,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2014-09,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2014-10,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2014-11,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2014-12,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2015-01,6,0.3,6.8
DODGE,CHALLENGER,automoveis,2015-02,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2015-03,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2015-04,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2015-05,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2015-06,6,0.3,6.8
DODGE,CHALLENGER,automoveis,2015-07,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2015-08,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2015-09,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2015-10,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2015-11,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2015-12,6,0.3,6.8
DODGE,CHALLENGER,automoveis,2016-01,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2016-02,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2016-03,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2016-04,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2016-06,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2016-07,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2016-08,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2016-10,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2017-01,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2017-03,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2017-07,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2017-09,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2017-10,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2017-11,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2017-12,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2018-01,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2018-02,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2018-03,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2018-05,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2018-06,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2018-07,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2018-11,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2018-12,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2019-01,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2019-02,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2019-03,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2019-04,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2019-05,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2019-07,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2020-01,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2020-02,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2020-03,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2020-06,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2020-07,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2020-09,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2020-10,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2020-12,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2021-01,6,0.3,6.8
DODGE,CHALLENGER,automoveis,2021-02,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2021-03,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2021-04,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2021-05,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2021-06,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2021-07,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2021-08,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2022-01,3,0.3,6.8
DODGE,CHALLENGER,automoveis,2022-02,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2022-03,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2022-05,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2022-06,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2022-07,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2022-08,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2023-01,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2023-04,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2023-05,7,0.3,6.8
DODGE,CHALLENGER,automoveis,2023-06,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2023-07,2,0.3,6.8
DODGE,CHALLENGER,automoveis,2023-08,1,0.3,6.8
DODGE,CHALLENGER,automoveis,2023-11,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2023-12,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2024-01,6,0.3,6.8
DODGE,CHALLENGER,automoveis,2024-02,8,0.3,6.8
DODGE,CHALLENGER,automoveis,2024-03,6,0.3,6.8
DODGE,CHALLENGER,automoveis,2024-04,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2024-05,10,0.3,6.8
DODGE,CHALLENGER,automoveis,2024-06,8,0.3,6.8
DODGE,CHALLENGER,automoveis,2024-07,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2024-08,6,0.3,6.8
DODGE,CHALLENGER,automoveis,2024-09,5,0.3,6.8
DODGE,CHALLENGER,automoveis,2024-10,6,0.3,6.8
DODGE,CHALLENGER,automoveis,2024-11,4,0.3,6.8
DODGE,CHALLENGER,automoveis,2024-12,3,0.3,6.8
DODGE,CHARGER,automoveis,2007-06,1,0.0,0.1
DODGE,CHARGER,automoveis,2008-01,1,0.0,0.1
DODGE,CHARGER,automoveis,2008-09,2,0.0,0.1
DODGE,CHARGER,automoveis,2009-02,16,0.0,0.1
DODGE,CHARGER,automoveis,2009-03,102,0.0,0.1
DODGE,CHARGER,automoveis,2009-04,59,0.0,0.1
DODGE,CHARGER,automoveis,2009-05,6,0.0,0.1
DODGE,CHARGER,automoveis,2009-06,4,0.0,0.1
DODGE,CHARGER,automoveis,2009-07,7,0.0,0.1
DODGE,CHARGER,automoveis,2009-08,1,0.0,0.1
DODGE,CHARGER,automoveis,2009-09,2,0.0,0.1
DODGE,CHARGER,automoveis,2010-01,1,0.0,0.1
DODGE,CHARGER,automoveis,2010-02,1,0.0,0.1
DODGE,CHARGER,automoveis,2010-08,2,0.0,0.1
DODGE,CHARGER,automoveis,2010-12,1,0.0,0.1
