marca,modelo,segmento,mes_ref,corte_publicacao,limiar_d3_do_modelo,pico
BMW,X5,automoveis,2013-02,24,4.2,83.7
BMW,X5,automoveis,2013-03,24,4.2,83.7
BMW,X5,automoveis,2013-04,24,4.2,83.7
BMW,X5,automoveis,2013-05,29,4.2,83.7
BMW,X5,automoveis,2013-06,20,4.2,83.7
BMW,X5,automoveis,2013-07,12,4.2,83.7
BMW,X5,automoveis,2013-10,27,4.2,83.7
BMW,X5,automoveis,2013-11,32,4.2,83.7
BMW,X5,automoveis,2013-12,45,4.2,83.7
BMW,X5,automoveis,2014-01,50,4.2,83.7
BMW,X5,automoveis,2014-02,27,4.2,83.7
BMW,X5,automoveis,2014-03,26,4.2,83.7
BMW,X5,automoveis,2014-04,50,4.2,83.7
BMW,X5,automoveis,2014-05,35,4.2,83.7
BMW,X5,automoveis,2014-06,25,4.2,83.7
BMW,X5,automoveis,2014-07,22,4.2,83.7
BMW,X5,automoveis,2014-08,15,4.2,83.7
BMW,X5,automoveis,2014-09,60,4.2,83.7
BMW,X5,automoveis,2014-10,34,4.2,83.7
BMW,X5,automoveis,2014-11,21,4.2,83.7
BMW,X5,automoveis,2014-12,25,4.2,83.7
BMW,X5,automoveis,2015-04,27,4.2,83.7
BMW,X5,automoveis,2015-08,56,4.2,83.7
BMW,X5,automoveis,2015-09,43,4.2,83.7
BMW,X5,automoveis,2015-10,26,4.2,83.7
BMW,X5,automoveis,2015-11,32,4.2,83.7
BMW,X5,automoveis,2016-04,29,4.2,83.7
BMW,X5,automoveis,2016-05,17,4.2,83.7
BMW,X5,automoveis,2016-06,27,4.2,83.7
BMW,X5,automoveis,2016-07,27,4.2,83.7
BMW,X5,automoveis,2016-08,16,4.2,83.7
BMW,X5,automoveis,2017-01,36,4.2,83.7
BMW,X5,automoveis,2017-02,32,4.2,83.7
BMW,X5,automoveis,2017-03,47,4.2,83.7
BMW,X5,automoveis,2017-04,33,4.2,83.7
BMW,X5,automoveis,2017-05,56,4.2,83.7
BMW,X5,automoveis,2017-06,37,4.2,83.7
BMW,X5,automoveis,2017-07,18,4.2,83.7
BMW,X5,automoveis,2017-08,15,4.2,83.7
BMW,X5,automoveis,2017-09,6,4.2,83.7
BMW,X5,automoveis,2017-10,5,4.2,83.7
BMW,X5,automoveis,2017-11,5,4.2,83.7
BMW,X5,automoveis,2017-12,23,4.2,83.7
BMW,X5,automoveis,2018-01,66,4.2,83.7
BMW,X5,automoveis,2018-02,48,4.2,83.7
BMW,X5,automoveis,2018-03,62,4.2,83.7
BMW,X5,automoveis,2018-04,19,4.2,83.7
BMW,X5,automoveis,2018-05,64,4.2,83.7
BMW,X5,automoveis,2018-06,69,4.2,83.7
BMW,X5,automoveis,2018-07,33,4.2,83.7
BMW,X5,automoveis,2018-08,71,4.2,83.7
BMW,X5,automoveis,2018-09,73,4.2,83.7
BMW,X5,automoveis,2018-10,71,4.2,83.7
BMW,X5,automoveis,2018-11,84,4.2,83.7
BMW,X5,automoveis,2018-12,89,4.2,83.7
BMW,X5,automoveis,2019-01,85,4.2,83.7
BMW,X5,automoveis,2019-02,88,4.2,83.7
BMW,X5,automoveis,2019-03,80,4.2,83.7
BMW,X5,automoveis,2019-04,100,4.2,83.7
BMW,X5,automoveis,2019-05,99,4.2,83.7
BMW,X5,automoveis,2019-06,79,4.2,83.7
BMW,X5,automoveis,2019-07,97,4.2,83.7
BMW,X5,automoveis,2019-08,60,4.2,83.7
BMW,X5,automoveis,2019-09,71,4.2,83.7
BMW,X5,automoveis,2019-10,76,4.2,83.7
BMW,X5,automoveis,2019-11,63,4.2,83.7
BMW,X5,automoveis,2019-12,78,4.2,83.7
BMW,X5,automoveis,2020-01,72,4.2,83.7
BMW,X5,automoveis,2020-02,74,4.2,83.7
BMW,X5,automoveis,2020-03,57,4.2,83.7
BMW,X5,automoveis,2020-04,19,4.2,83.7
BMW,X5,automoveis,2020-05,30,4.2,83.7
BMW,X5,automoveis,2020-06,28,4.2,83.7
BMW,X5,automoveis,2020-07,96,4.2,83.7
BMW,X5,automoveis,2020-08,61,4.2,83.7
BMW,X5,automoveis,2020-09,65,4.2,83.7
BMW,X5,automoveis,2020-10,34,4.2,83.7
BMW,X5,automoveis,2020-11,39,4.2,83.7
BMW,X5,automoveis,2020-12,23,4.2,83.7
BMW,X5,automoveis,2021-03,51,4.2,83.7
BMW,X5,automoveis,2021-04,59,4.2,83.7
BMW,X5,automoveis,2021-05,58,4.2,83.7
BMW,X5,automoveis,2021-06,48,4.2,83.7
BMW,X5,automoveis,2021-07,40,4.2,83.7
BMW,X5,automoveis,2021-08,18,4.2,83.7
BMW,X5,automoveis,2023-02,53,4.2,83.7
BMW,X5,automoveis,2023-03,105,4.2,83.7
BMW,X5,automoveis,2023-04,39,4.2,83.7
BMW,X5,automoveis,2023-05,92,4.2,83.7
BMW,X5,automoveis,2023-06,61,4.2,83.7
BMW,X5,automoveis,2023-07,57,4.2,83.7
BMW,X5,automoveis,2023-08,55,4.2,83.7
BMW,X5,automoveis,2023-10,48,4.2,83.7
BMW,X6,automoveis,2011-02,12,2.0,40.1
BMW,X6,automoveis,2011-09,41,2.0,40.1
BMW,X6,automoveis,2011-10,39,2.0,40.1
BMW,X6,automoveis,2011-11,27,2.0,40.1
BMW,X6,automoveis,2011-12,24,2.0,40.1
BMW,X6,automoveis,2012-03,13,2.0,40.1
BMW,X6,automoveis,2012-04,12,2.0,40.1
BMW,X6,automoveis,2012-05,5,2.0,40.1
BMW,X6,automoveis,2013-01,29,2.0,40.1
BMW,X6,automoveis,2013-02,24,2.0,40.1
BMW,X6,automoveis,2013-03,24,2.0,40.1
BMW,X6,automoveis,2013-04,24,2.0,40.1
BMW,X6,automoveis,2013-05,29,2.0,40.1
BMW,X6,automoveis,2013-06,20,2.0,40.1
BMW,X6,automoveis,2013-07,12,2.0,40.1
BMW,X6,automoveis,2013-09,4,2.0,40.1
BMW,X6,automoveis,2013-10,27,2.0,40.1
BMW,X6,automoveis,2013-11,32,2.0,40.1
BMW,X6,automoveis,2013-12,45,2.0,40.1
BMW,X6,automoveis,2014-01,50,2.0,40.1
BMW,X6,automoveis,2014-02,27,2.0,40.1
BMW,X6,automoveis,2014-03,26,2.0,40.1
BMW,X6,automoveis,2014-04,50,2.0,40.1
BMW,X6,automoveis,2014-05,35,2.0,40.1
BMW,X6,automoveis,2014-06,25,2.0,40.1
BMW,X6,automoveis,2014-07,22,2.0,40.1
BMW,X6,automoveis,2014-08,15,2.0,40.1
BMW,X6,automoveis,2014-09,60,2.0,40.1
BMW,X6,automoveis,2014-10,34,2.0,40.1
BMW,X6,automoveis,2014-11,21,2.0,40.1
BMW,X6,automoveis,2014-12,25,2.0,40.1
BMW,X6,automoveis,2015-01,51,2.0,40.1
BMW,X6,automoveis,2015-02,28,2.0,40.1
BMW,X6,automoveis,2015-03,20,2.0,40.1
BMW,X6,automoveis,2015-04,27,2.0,40.1
BMW,X6,automoveis,2015-05,45,2.0,40.1
BMW,X6,automoveis,2015-06,32,2.0,40.1
BMW,X6,automoveis,2015-07,69,2.0,40.1
BMW,X6,automoveis,2015-08,56,2.0,40.1
BMW,X6,automoveis,2015-09,43,2.0,40.1
BMW,X6,automoveis,2015-10,26,2.0,40.1
BMW,X6,automoveis,2015-11,32,2.0,40.1
BMW,X6,automoveis,2015-12,23,2.0,40.1
BMW,X6,automoveis,2016-01,56,2.0,40.1
BMW,X6,automoveis,2016-05,17,2.0,40.1
BMW,X6,automoveis,2016-06,27,2.0,40.1
BMW,X6,automoveis,2016-07,27,2.0,40.1
BMW,X6,automoveis,2016-08,16,2.0,40.1
BMW,X6,automoveis,2016-09,4,2.0,40.1
BMW,X6,automoveis,2016-10,3,2.0,40.1
BMW,X6,automoveis,2017-01,36,2.0,40.1
BMW,X6,automoveis,2017-02,32,2.0,40.1
BMW,X6,automoveis,2017-03,47,2.0,40.1
BMW,X6,automoveis,2017-04,33,2.0,40.1
BMW,X6,automoveis,2017-05,56,2.0,40.1
BMW,X6,automoveis,2017-06,37,2.0,40.1
BMW,X6,automoveis,2017-07,18,2.0,40.1
BMW,X6,automoveis,2017-08,15,2.0,40.1
BMW,X6,automoveis,2017-09,6,2.0,40.1
BMW,X6,automoveis,2017-10,5,2.0,40.1
BMW,X6,automoveis,2017-11,5,2.0,40.1
BMW,X6,automoveis,2017-12,23,2.0,40.1
BMW,X6,automoveis,2018-01,66,2.0,40.1
BMW,X6,automoveis,2018-02,48,2.0,40.1
BMW,X6,automoveis,2018-03,62,2.0,40.1
BMW,X6,automoveis,2018-04,19,2.0,40.1
BMW,X6,automoveis,2018-05,64,2.0,40.1
BMW,X6,automoveis,2018-06,69,2.0,40.1
BMW,X6,automoveis,2018-07,33,2.0,40.1
BMW,X6,automoveis,2018-08,71,2.0,40.1
BMW,X6,automoveis,2018-09,73,2.0,40.1
BMW,X6,automoveis,2018-10,71,2.0,40.1
BMW,X6,automoveis,2018-11,84,2.0,40.1
BMW,X6,automoveis,2018-12,89,2.0,40.1
BMW,X6,automoveis,2019-01,85,2.0,40.1
BMW,X6,automoveis,2019-02,88,2.0,40.1
BMW,X6,automoveis,2019-03,80,2.0,40.1
BMW,X6,automoveis,2019-04,100,2.0,40.1
BMW,X6,automoveis,2019-05,99,2.0,40.1
BMW,X6,automoveis,2019-06,79,2.0,40.1
BMW,X6,automoveis,2019-07,97,2.0,40.1
BMW,X6,automoveis,2019-08,60,2.0,40.1
BMW,X6,automoveis,2019-09,71,2.0,40.1
BMW,X6,automoveis,2019-10,76,2.0,40.1
BMW,X6,automoveis,2019-11,63,2.0,40.1
BMW,X6,automoveis,2019-12,78,2.0,40.1
BMW,X6,automoveis,2020-01,72,2.0,40.1
BMW,X6,automoveis,2020-02,74,2.0,40.1
BMW,X6,automoveis,2020-03,57,2.0,40.1
BMW,X6,automoveis,2020-04,19,2.0,40.1
BMW,X6,automoveis,2020-05,30,2.0,40.1
BMW,X6,automoveis,2020-06,28,2.0,40.1
BMW,X6,automoveis,2020-07,96,2.0,40.1
BMW,X6,automoveis,2020-08,61,2.0,40.1
BMW,X6,automoveis,2020-09,65,2.0,40.1
BMW,X6,automoveis,2020-10,34,2.0,40.1
BMW,X6,automoveis,2020-11,39,2.0,40.1
BMW,X6,automoveis,2020-12,23,2.0,40.1
BMW,X6,automoveis,2021-01,58,2.0,40.1
BMW,X6,automoveis,2021-02,43,2.0,40.1
BMW,X6,automoveis,2021-03,51,2.0,40.1
BMW,X6,automoveis,2021-04,59,2.0,40.1
BMW,X6,automoveis,2021-05,58,2.0,40.1
BMW,X6,automoveis,2021-06,48,2.0,40.1
BMW,X6,automoveis,2021-07,40,2.0,40.1
BMW,X6,automoveis,2021-08,18,2.0,40.1
BMW,X6,automoveis,2021-09,4,2.0,40.1
BMW,X6,automoveis,2021-10,3,2.0,40.1
BMW,X6,automoveis,2021-11,3,2.0,40.1
BMW,X6,automoveis,2022-01,71,2.0,40.1
BMW,X6,automoveis,2022-02,44,2.0,40.1
BMW,X6,automoveis,2022-03,24,2.0,40.1
BMW,X6,automoveis,2022-04,6,2.0,40.1
BMW,X6,automoveis,2022-09,15,2.0,40.1
BMW,X6,automoveis,2022-10,8,2.0,40.1
BMW,X6,automoveis,2022-12,8,2.0,40.1
BMW,Z4,automoveis,2008-01,6,1.9,37.8
BMW,Z4,automoveis,2009-01,4,1.9,37.8
BMW,Z4,automoveis,2009-02,3,1.9,37.8
BMW,Z4,automoveis,2009-03,3,1.9,37.8
BMW,Z4,automoveis,2009-04,4,1.9,37.8
BMW,Z4,automoveis,2009-05,3,1.9,37.8
BMW,Z4,automoveis,2009-07,4,1.9,37.8
BMW,Z4,automoveis,2009-09,3,1.9,37.8
BMW,Z4,automoveis,2012-08,3,1.9,37.8
BMW,Z4,automoveis,2017-01,2,1.9,37.8
BMW,Z4,automoveis,2017-03,2,1.9,37.8
BMW,Z4,automoveis,2017-07,3,1.9,37.8
BMW,Z4,automoveis,2017-10,4,1.9,37.8
BMW,Z4,automoveis,2017-11,3,1.9,37.8
BMW,Z4,automoveis,2017-12,4,1.9,37.8
BMW,Z4,automoveis,2018-01,4,1.9,37.8
BMW,Z4,automoveis,2018-02,2,1.9,37.8
BMW,Z4,automoveis,2018-03,2,1.9,37.8
BMW,Z4,automoveis,2018-06,3,1.9,37.8
BMW,Z4,automoveis,2018-11,3,1.9,37.8
BMW,Z4,automoveis,2018-12,3,1.9,37.8
BMW,Z4,automoveis,2019-01,5,1.9,37.8
BMW,Z4,automoveis,2019-02,2,1.9,37.8
BMW,Z4,automoveis,2019-03,3,1.9,37.8
BMW,Z4,automoveis,2019-04,5,1.9,37.8
BMW,Z430,automoveis,2004-01,1,0.1,2.9
BYD,D1,automoveis,2024-02,2,1.4,27.2
BYD,T3,comerciais_leves,2016-07,23,0.5,10.6
BYD,T3,comerciais_leves,2016-08,26,0.5,10.6
BYD,T3,comerciais_leves,2016-09,38,0.5,10.6
BYD,T3,comerciais_leves,2016-10,31,0.5,10.6
BYD,T3,comerciais_leves,2016-11,29,0.5,10.6
BYD,T3,comerciais_leves,2016-12,46,0.5,10.6
BYD,T3,comerciais_leves,2017-01,41,0.5,10.6
BYD,T3,comerciais_leves,2017-02,57,0.5,10.6
BYD,T3,comerciais_leves,2017-05,47,0.5,10.6
BYD,T3,comerciais_leves,2017-06,54,0.5,10.6
BYD,T3,comerciais_leves,2017-07,24,0.5,10.6
BYD,T3,comerciais_leves,2017-08,23,0.5,10.6
BYD,T3,comerciais_leves,2017-09,3,0.5,10.6
BYD,T3,comerciais_leves,2017-11,4,0.5,10.6
BYD,T3,comerciais_leves,2017-12,2,0.5,10.6
BYD,T3,comerciais_leves,2018-01,1,0.5,10.6
BYD,T3,comerciais_leves,2018-02,1,0.5,10.6
BYD,T3,comerciais_leves,2018-03,2,0.5,10.6
BYD,T3,comerciais_leves,2018-04,2,0.5,10.6
BYD,T3,comerciais_leves,2018-05,2,0.5,10.6
BYD,T3,comerciais_leves,2018-06,8,0.5,10.6
BYD,T3,comerciais_leves,2018-07,80,0.5,10.6
BYD,T3,comerciais_leves,2018-08,55,0.5,10.6
BYD,T3,comerciais_leves,2018-09,21,0.5,10.6
BYD,T3,comerciais_leves,2018-10,33,0.5,10.6
BYD,T3,comerciais_leves,2018-11,30,0.5,10.6
BYD,T3,comerciais_leves,2018-12,18,0.5,10.6
BYD,T3,comerciais_leves,2019-01,17,0.5,10.6
BYD,T3,comerciais_leves,2019-02,5,0.5,10.6
BYD,T3,comerciais_leves,2019-03,1,0.5,10.6
BYD,T3,comerciais_leves,2019-04,10,0.5,10.6
BYD,T3,comerciais_leves,2019-05,8,0.5,10.6
BYD,T3,comerciais_leves,2019-06,1,0.5,10.6
BYD,T3,comerciais_leves,2019-07,2,0.5,10.6
BYD,T3,comerciais_leves,2019-08,2,0.5,10.6
BYD,T3,comerciais_leves,2019-09,68,0.5,10.6
BYD,T3,comerciais_leves,2020-01,10,0.5,10.6
BYD,T3,comerciais_leves,2020-08,4,0.5,10.6
BYD,T3,comerciais_leves,2021-01,13,0.5,10.6
BYD,T3,comerciais_leves,2021-11,20,0.5,10.6
BYD,T3,comerciais_leves,2022-02,6,0.5,10.6
BYD,T3,comerciais_leves,2022-06,12,0.5,10.6
BYD,T3,comerciais_leves,2022-12,1,0.5,10.6
BYD,YUAN PLUS,automoveis,2023-03,105,10.9,217.0
BYD,YUAN PLUS,automoveis,2023-04,39,10.9,217.0
BYD,YUAN PLUS,automoveis,2023-05,92,10.9,217.0
BYD,YUAN PLUS,automoveis,2023-06,61,10.9,217.0
BYD,YUAN PLUS,automoveis,2023-07,57,10.9,217.0
BYD,YUAN PLUS,automoveis,2023-08,55,10.9,217.0
CAOA CHERY,ICAR,automoveis,2023-01,8,2.8,56.3
CAOA CHERY,ICAR,automoveis,2023-02,9,2.8,56.3
CAOA CHERY,ICAR,automoveis,2023-03,7,2.8,56.3
CAOA CHERY,ICAR,automoveis,2023-04,4,2.8,56.3
CAOA CHERY,QQ,automoveis,2021-04,1,0.0,0.8
CAOA CHERY,QQ,automoveis,2021-08,1,0.0,0.8
CAOA CHERY,QQ,automoveis,2026-03,1,0.0,0.8
CHANA,SC,comerciais_leves,2013-11,63,11.8,236.8
CHANA,SC,comerciais_leves,2014-08,28,11.8,236.8
CHANA,SC,comerciais_leves,2014-10,29,11.8,236.8
CHANA,SC,comerciais_leves,2014-11,24,11.8,236.8
CHANA,SC,comerciais_leves,2015-01,30,11.8,236.8
CHERY,CELER,automoveis,2018-01,314,5.9,117.3
CHERY,CELER SEDAN,automoveis,2014-10,200,2.6,51.8
CHERY,CELER SEDAN,automoveis,2014-11,86,2.6,51.8
CHERY,CELER SEDAN,automoveis,2014-12,69,2.6,51.8
CHERY,CELER SEDAN,automoveis,2016-01,66,2.6,51.8
CHERY,CIELO SEDAN,automoveis,2013-02,10,2.8,56.8
CHERY,CIELO SEDAN,automoveis,2013-03,14,2.8,56.8
CHERY,CIELO SEDAN,automoveis,2013-04,7,2.8,56.8
CHERY,TIGGO,automoveis,2016-01,56,32.4,647.1
CHERY,TIGGO,automoveis,2016-02,36,32.4,647.1
CHERY,TIGGO,automoveis,2017-01,36,32.4,647.1
CHERY,TIGGO,automoveis,2017-03,47,32.4,647.1
CHERY,TIGGO,automoveis,2017-04,33,32.4,647.1
CHERY,TIGGO,automoveis,2017-05,56,32.4,647.1
CHERY,TIGGO,automoveis,2017-06,37,32.4,647.1
CHERY,TIGGO,automoveis,2018-01,66,32.4,647.1
CHERY,TIGGO,automoveis,2018-02,48,32.4,647.1
CHERY,TIGGO,automoveis,2018-03,62,32.4,647.1
CHERY,TIGGO,automoveis,2018-05,64,32.4,647.1
CHEVROLET,CORVETTE,automoveis,2006-04,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2006-06,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2006-07,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2006-08,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2006-09,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2006-12,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2008-01,6,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2008-02,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2008-03,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2008-04,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2008-05,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2008-06,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2008-07,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2008-08,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2008-09,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2008-10,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2008-11,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2008-12,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2009-03,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2009-04,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2009-05,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2009-06,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2009-07,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2009-08,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2009-09,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2009-10,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2009-11,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2009-12,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2010-01,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2010-02,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2010-03,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2010-04,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2010-05,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2010-06,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2010-07,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2010-08,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2010-09,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2010-10,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2010-11,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2010-12,8,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2011-01,8,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2011-02,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2011-03,6,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2011-04,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2011-05,6,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2011-06,9,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2011-07,7,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2011-08,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2011-09,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2011-10,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2011-11,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2011-12,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2012-01,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2013-01,10,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2013-02,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2013-03,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2013-04,7,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2013-05,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2013-06,7,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2013-07,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2013-08,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2013-09,7,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2013-10,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2013-11,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2013-12,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2014-01,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2014-02,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2014-03,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2014-04,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2014-05,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2014-06,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2014-07,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2014-08,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2014-09,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2014-10,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2014-11,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2015-06,6,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2015-07,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2015-08,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2015-09,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2015-10,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2015-11,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2015-12,6,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2016-01,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2016-03,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2016-04,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2016-06,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2016-07,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2016-08,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2016-10,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2017-01,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2017-03,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2017-07,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2017-09,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2017-10,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2017-11,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2017-12,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2018-01,4,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2018-02,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2018-03,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2018-05,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2018-06,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2018-07,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2018-11,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2018-12,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2019-01,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2019-02,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2019-03,3,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2019-04,5,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2019-05,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2019-07,1,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2020-01,2,0.2,4.2
CHEVROLET,CORVETTE,automoveis,2020-06,3,0.2,4.2
CHEVROLET,EL CAMINO,comerciais_leves,2008-04,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2008-09,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2008-10,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2008-12,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2009-03,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2009-05,2,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2009-07,2,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2009-09,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2009-10,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2009-12,1,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2010-02,39,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2010-03,62,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2010-04,15,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2010-05,124,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2010-06,121,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2010-07,130,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2010-08,180,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2010-09,152,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2010-10,99,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2010-11,78,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2010-12,99,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2011-01,78,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2011-02,102,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2011-03,118,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2011-04,95,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2011-05,100,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2011-06,104,0.0,0.2
CHEVROLET,EL CAMINO,comerciais_leves,2011-07,100,0.0,0.2
