mes,segmento,nome_completo_fonte,unidades_acumulado,acumulado_esperado,diferenca
2022-09,automoveis,MITSUBISHI/ECLIPSE CROSS,2702,2703.0,-1.0
2022-09,automoveis,PEUGEOT/208,22922,22923.0,-1.0
2022-09,automoveis,PORSCHE/911,440,439.0,1.0
2022-09,automoveis,TOYOTA/COROLLA CROSS,31988,31989.0,-1.0
2022-09,automoveis,TOYOTA/HILUX SW4,9949,9950.0,-1.0
2016-12,automoveis,AUDI/Q3,4369,4370.0,-1.0
2016-12,automoveis,BMW/320,3367,3368.0,-1.0
2016-12,automoveis,CITROEN/C3,11824,11825.0,-1.0
2016-12,automoveis,FIAT/SIENA,33478,33479.0,-1.0
2016-12,automoveis,FORD/FOCUS,6766,6767.0,-1.0
2016-12,automoveis,FORD/KA,76614,76615.0,-1.0
2022-09,automoveis,FIAT/CRONOS,26791,26792.0,-1.0
2022-09,automoveis,GM/CRUZE SEDAN,7552,7553.0,-1.0
2022-12,comerciais_leves,FIAT/TORO,49567,49568.0,-1.0
2022-12,comerciais_leves,FORD/TRANSIT,2065,2066.0,-1.0
2022-12,comerciais_leves,RAM/1500,1251,1250.0,1.0
2022-12,comerciais_leves,RENAULT/MASTER,10019,10020.0,-1.0
2022-12,comerciais_leves,VW/AMAROK,6012,6013.0,-1.0
2023-02,automoveis,FIAT/ARGO,8817,8818.0,-1.0
2023-02,automoveis,VOLVO/XC60,775,776.0,-1.0
2023-03,automoveis,GM/ONIX,21528,21529.0,-1.0
2022-12,automoveis,HYUNDAI/CRETA,62651,62652.0,-1.0
2022-12,automoveis,HYUNDAI/HB20,96255,96256.0,-1.0
2022-12,automoveis,PEUGEOT/208,29918,29919.0,-1.0
2022-12,automoveis,RENAULT/KWID,57388,57389.0,-1.0
2022-12,automoveis,TOYOTA/HILUX SW4,13718,13719.0,-1.0
2022-12,automoveis,TOYOTA/YARIS HB,26614,26615.0,-1.0
2022-12,automoveis,VW/GOL,72606,72607.0,-1.0
2022-12,comerciais_leves,FIAT/STRADA,112456,112457.0,-1.0
2022-11,comerciais_leves,RAM/3500,1752,1753.0,-1.0
2022-11,comerciais_leves,TOYOTA/HILUX,42825,42826.0,-1.0
2022-12,automoveis,AUDI/A5,345,344.0,1.0
2022-12,automoveis,BMW/X3,1112,1111.0,1.0
2022-12,automoveis,CAOA CHERY/TIGGO 5X,9653,9654.0,-1.0
2022-12,automoveis,CITROEN/C3,10834,10835.0,-1.0
2022-12,automoveis,GM/SPIN,17816,17815.0,1.0
2022-12,automoveis,GM/TRACKER,70806,70807.0,-1.0
2022-11,automoveis,JEEP/COMMANDER,20074,20075.0,-1.0
2022-11,automoveis,JEEP/COMPASS,57474,57475.0,-1.0
2022-11,automoveis,MITSUBISHI/ECLIPSE CROSS,3441,3442.0,-1.0
2022-11,automoveis,RENAULT/SANDERO,9308,9309.0,-1.0
2022-11,automoveis,TOYOTA/COROLLA CROSS,38612,38613.0,-1.0
2022-11,automoveis,TOYOTA/HILUX SW4,12339,12340.0,-1.0
2022-11,comerciais_leves,FIAT/TORO,45272,45273.0,-1.0
2022-11,comerciais_leves,MITSUBISHI/L200,14242,14243.0,-1.0
2016-09,comerciais_leves,FIAT/STRADA,45247,45248.0,-1.0
2016-10,automoveis,AUDI/A5,482,481.0,1.0
2016-10,automoveis,FIAT/SIENA,28406,28407.0,-1.0
2016-10,automoveis,FORD/FOCUS SEDAN,4664,4665.0,-1.0
2016-10,automoveis,GM/COBALT,18629,18630.0,-1.0
2016-10,automoveis,HONDA/FIT,22609,22610.0,-1.0
2016-10,automoveis,LAND ROVER/DISCOVERY,3327,3328.0,-1.0
2016-10,automoveis,NISSAN/VERSA,17513,17514.0,-1.0
2016-09,automoveis,GM/PRISMA,48287,48288.0,-1.0
2016-09,automoveis,GM/SPIN,16512,16513.0,-1.0
2016-09,automoveis,HYUNDAI/HB20,85898,85899.0,-1.0
2016-09,automoveis,JEEP/RENEGADE,39372,39373.0,-1.0
2016-09,automoveis,NISSAN/MARCH,14172,14173.0,-1.0
2016-09,automoveis,RENAULT/SANDERO,43762,43763.0,-1.0
2016-09,automoveis,VW/GOL,43018,43019.0,-1.0
2016-09,automoveis,VW/UP,28569,28570.0,-1.0
2023-03,comerciais_leves,FIAT/SCUDO,880,879.0,1.0
2023-03,comerciais_leves,RENAULT/MASTER,1934,1935.0,-1.0
2023-03,comerciais_leves,VW/SAVEIRO,7442,7443.0,-1.0
2016-09,automoveis,AUDI/Q3,2948,2949.0,-1.0
2016-09,automoveis,CITROEN/C4L,3082,3083.0,-1.0
2016-09,automoveis,FIAT/LINEA,1286,1287.0,-1.0
2016-09,automoveis,FIAT/MOBI,17089,17090.0,-1.0
2016-09,automoveis,GM/ONIX,105157,105158.0,-1.0
2023-03,automoveis,GM/ONIX PLUS,18392,18393.0,-1.0
2023-03,automoveis,HYUNDAI/HB20,16194,16195.0,-1.0
2023-03,automoveis,JEEP/COMPASS,15556,15557.0,-1.0
2023-03,automoveis,KIA/CARNIVAL,22,21.0,1.0
2023-03,automoveis,NISSAN/KICKS,11322,11323.0,-1.0
2023-03,automoveis,PEUGEOT/208,4464,4465.0,-1.0
2023-03,automoveis,TOYOTA/CAMRY,16,15.0,1.0
2023-03,automoveis,TOYOTA/COROLLA CROSS,10449,10450.0,-1.0
2023-06,automoveis,FIAT/CRONOS,19195,19196.0,-1.0
2023-06,automoveis,FIAT/FASTBACK,17497,17498.0,-1.0
2023-06,automoveis,FIAT/PULSE,21444,21445.0,-1.0
2023-06,automoveis,FORD/TERRITORY,577,578.0,-1.0
2023-06,automoveis,HONDA/CITY,6597,6598.0,-1.0
2023-06,automoveis,HONDA/HR-V,20544,20545.0,-1.0
2023-06,automoveis,HYUNDAI/CRETA,29948,29949.0,-1.0
2023-06,automoveis,HYUNDAI/HB20S,9499,9500.0,-1.0
2023-05,automoveis,RENAULT/KWID,20713,20714.0,-1.0
2023-05,automoveis,TOYOTA/HILUX SW4,5613,5614.0,-1.0
2023-05,automoveis,VW/GOL,5842,5843.0,-1.0
2023-05,automoveis,VW/T CROSS,24771,24772.0,-1.0
2023-05,comerciais_leves,FORD/RANGER,6901,6902.0,-1.0
2023-05,comerciais_leves,RAM/3500,1990,1991.0,-1.0
2023-06,automoveis,BYD/SONG PLUS,1096,1097.0,-1.0
2023-06,automoveis,CAOA CHERY/TIGGO 5X,3797,3796.0,1.0
2023-04,automoveis,RENAULT/KWID,17989,17990.0,-1.0
2023-04,automoveis,TOYOTA/COROLLA,12210,12211.0,-1.0
2023-04,automoveis,TOYOTA/HILUX SW4,4376,4377.0,-1.0
2023-04,automoveis,VW/TAOS,3825,3826.0,-1.0
2023-05,automoveis,FIAT/MOBI,23547,23548.0,-1.0
2023-05,automoveis,JEEP/COMMANDER,9174,9175.0,-1.0
2023-05,automoveis,JEEP/COMPASS,26012,26013.0,-1.0
2023-05,automoveis,JEEP/RENEGADE,18238,18239.0,-1.0
2016-10,automoveis,RENAULT/SANDERO,49846,49847.0,-1.0
2016-10,automoveis,TOYOTA/COROLLA,53753,53754.0,-1.0
2023-04,automoveis,GM/ONIX PLUS,23686,23687.0,-1.0
2023-04,automoveis,HONDA/CITY,4387,4388.0,-1.0
2023-04,automoveis,HONDA/HR-V,11157,11158.0,-1.0
2023-04,automoveis,JEEP/COMMANDER,7220,7221.0,-1.0
2023-04,automoveis,JEEP/COMPASS,20453,20454.0,-1.0
2023-04,automoveis,JEEP/RENEGADE,13960,13961.0,-1.0
2023-08,automoveis,VW/NIVUS,32310,32311.0,-1.0
2023-08,automoveis,VW/POLO,62412,62413.0,-1.0
2023-08,automoveis,VW/T CROSS,46038,46039.0,-1.0
2023-08,comerciais_leves,FORD/RANGER,11281,11282.0,-1.0
2023-11,automoveis,AUDI/Q3,1486,1485.0,1.0
2023-11,automoveis,BYD/DOLPHIN,4561,4562.0,-1.0
2023-11,automoveis,FIAT/ARGO,61500,61501.0,-1.0
2023-11,automoveis,FIAT/CRONOS,44423,44424.0,-1.0
2023-08,automoveis,FIAT/MOBI,45616,45617.0,-1.0
2023-08,automoveis,GM/ONIX PLUS,49192,49193.0,-1.0
2023-08,automoveis,HONDA/HR-V,31299,31300.0,-1.0
2023-08,automoveis,HYUNDAI/HB20,54180,54181.0,-1.0
2023-08,automoveis,NISSAN/VERSA,5633,5634.0,-1.0
2023-08,automoveis,PEUGEOT/208,17967,17968.0,-1.0
2023-08,automoveis,TOYOTA/COROLLA,27838,27839.0,-1.0
2023-08,automoveis,TOYOTA/COROLLA CROSS,28359,28360.0,-1.0
2023-07,automoveis,JEEP/COMPASS,35056,35057.0,-1.0
2023-07,automoveis,VW/T CROSS,40587,40588.0,-1.0
2023-07,comerciais_leves,GM/MONTANA,17011,17012.0,-1.0
2023-07,comerciais_leves,VW/AMAROK,4244,4245.0,-1.0
2023-08,automoveis,AUDI/Q3,977,976.0,1.0
2023-08,automoveis,BYD/DOLPHIN,467,468.0,-1.0
2023-08,automoveis,CAOA CHERY/TIGGO 7,3926,3927.0,-1.0
2023-08,automoveis,CITROEN/C3,16549,16550.0,-1.0
2023-06,automoveis,JEEP/COMMANDER,10511,10512.0,-1.0
2023-06,automoveis,PEUGEOT/2008,882,883.0,-1.0
2023-06,automoveis,RENAULT/DUSTER,10773,10774.0,-1.0
2023-06,comerciais_leves,GM/MONTANA,14064,14065.0,-1.0
2023-06,comerciais_leves,TOYOTA/HILUX,21524,21525.0,-1.0
2023-07,automoveis,GM/EQUINOX,2227,2228.0,-1.0
2023-07,automoveis,GM/TRACKER,34401,34402.0,-1.0
2023-07,automoveis,HONDA/CITY,7656,7657.0,-1.0
2016-08,automoveis,GM/CLASSIC,10889,10890.0,-1.0
2016-08,automoveis,GM/TRAILBLAZER,699,700.0,-1.0
2016-08,automoveis,HONDA/HR-V,40122,40123.0,-1.0
2016-08,automoveis,NISSAN/KICKS,2574,2575.0,-1.0
2016-08,automoveis,VW/UP,26707,26708.0,-1.0
2016-08,comerciais_leves,FIAT/STRADA,40841,40842.0,-1.0
2016-08,comerciais_leves,FORD/RANGER,10307,10308.0,-1.0
2016-08,comerciais_leves,GM/MONTANA,8013,8014.0,-1.0
2016-07,automoveis,HONDA/FIT,15860,15861.0,-1.0
2016-07,automoveis,HYUNDAI/HB20,65618,65619.0,-1.0
2016-07,automoveis,PEUGEOT/208,6103,6104.0,-1.0
2016-07,automoveis,RENAULT/LOGAN,12025,12026.0,-1.0
2016-07,automoveis,RENAULT/SANDERO,32114,32115.0,-1.0
2016-07,automoveis,TOYOTA/ETIOS SEDAN,16618,16619.0,-1.0
2016-07,automoveis,VW/FOX/CROSS FOX,30276,30277.0,-1.0
2016-07,comerciais_leves,RENAULT/OROCH,7738,7739.0,-1.0
2023-11,automoveis,TOYOTA/HILUX SW4,14084,14085.0,-1.0
2023-11,automoveis,TOYOTA/YARIS HB,20577,20578.0,-1.0
2023-11,automoveis,VW/NIVUS,46457,46458.0,-1.0
2023-11,automoveis,VW/POLO,93246,93247.0,-1.0
2016-07,automoveis,FIAT/SIENA,21306,21307.0,-1.0
2016-07,automoveis,FORD/KA SEDAN,12635,12636.0,-1.0
2016-07,automoveis,GM/CAMARO,275,276.0,-1.0
2016-07,automoveis,HONDA/CIVIC,9289,9290.0,-1.0
2023-11,automoveis,FIAT/FASTBACK,36455,36454.0,1.0
2023-11,automoveis,GM/ONIX,91204,91205.0,-1.0
2023-11,automoveis,GM/SPIN,18500,18501.0,-1.0
2023-11,automoveis,GM/TRACKER,59877,59878.0,-1.0
2023-11,automoveis,HYUNDAI/CRETA,57240,57241.0,-1.0
2023-11,automoveis,JEEP/RENEGADE,44157,44158.0,-1.0
2023-11,automoveis,NISSAN/KICKS,45958,45959.0,-1.0
2023-11,automoveis,PORSCHE/911,939,938.0,1.0
2016-05,comerciais_leves,TOYOTA/HILUX,14197,14198.0,-1.0
2016-06,automoveis,CITROEN/C3,6129,6128.0,1.0
2016-06,automoveis,FIAT/SIENA,18728,18729.0,-1.0
2016-06,automoveis,FORD/FUSION,1814,1815.0,-1.0
2016-06,automoveis,GM/CAPTIVA,686,687.0,-1.0
2016-06,automoveis,GM/CRUZE HB,2109,2110.0,-1.0
2016-06,automoveis,JEEP/RENEGADE,25698,25699.0,-1.0
2016-06,automoveis,LAND ROVER/EVOQUE,1050,1051.0,-1.0
2016-05,automoveis,M.BENZ/CLASSE GLA,1288,1289.0,-1.0
2016-05,automoveis,M.BENZ/GLC,280,281.0,-1.0
2016-05,automoveis,RENAULT/SANDERO,20402,20403.0,-1.0
2016-05,automoveis,VW/GOL,26547,26548.0,-1.0
2016-05,automoveis,VW/GOLF,3478,3479.0,-1.0
2016-05,automoveis,VW/UP,16810,16811.0,-1.0
2016-05,comerciais_leves,FIAT/TORO,11703,11704.0,-1.0
2016-05,comerciais_leves,NISSAN/FRONTIER,1685,1684.0,1.0
2023-12,automoveis,CHRYSLER/PACIFICA,18,17.0,1.0
2023-12,automoveis,CITROEN/C3,26578,26579.0,-1.0
2023-12,automoveis,FIAT/ARGO,66717,66718.0,-1.0
2023-12,automoveis,GM/PRISMA,6,7.0,-1.0
2023-12,automoveis,HONDA/CITY,11841,11842.0,-1.0
2023-12,automoveis,JEEP/COMMANDER,19874,19875.0,-1.0
2023-12,automoveis,KIA/CARNIVAL,25,24.0,1.0
2023-12,automoveis,M.BENZ/CLASSE C,866,865.0,1.0
2023-11,automoveis,VW/TAOS,14225,14226.0,-1.0
2023-11,comerciais_leves,FIAT/TORO,46597,46598.0,-1.0
2023-11,comerciais_leves,FORD/TRANSIT,2420,2419.0,1.0
2023-11,comerciais_leves,VW/AMAROK,7280,7281.0,-1.0
2023-12,automoveis,AUDI/A3,397,398.0,-1.0
2023-12,automoveis,AUDI/A4,348,349.0,-1.0
2023-12,automoveis,BMW/430I,2,1.0,1.0
2023-12,automoveis,BYD/SONG PLUS,7669,7670.0,-1.0
2024-03,automoveis,BYD/DOLPHIN,5332,5333.0,-1.0
2024-03,automoveis,BYD/SEAL,1415,1416.0,-1.0
2024-03,automoveis,BYD/SONG PLUS,4870,4871.0,-1.0
2024-03,automoveis,BYD/YUAN PLUS,723,724.0,-1.0
2024-03,automoveis,FIAT/CRONOS,6466,6467.0,-1.0
2024-03,automoveis,FIAT/FASTBACK,10704,10705.0,-1.0
2024-03,automoveis,GM/SPIN,2312,2313.0,-1.0
2024-03,automoveis,HONDA/HR-V,9706,9707.0,-1.0
2023-12,comerciais_leves,GM/MONTANA,30018,30019.0,-1.0
2023-12,comerciais_leves,NISSAN/FRONTIER,8387,8388.0,-1.0
2023-12,comerciais_leves,VW/AMAROK,7978,7979.0,-1.0
2024-02,automoveis,BYD/DOLPHIN,3626,3627.0,-1.0
2024-02,automoveis,BYD/SEAL,1066,1067.0,-1.0
2024-02,automoveis,HONDA/HR-V,6051,6052.0,-1.0
2024-02,automoveis,JEEP/COMPASS,7665,7666.0,-1.0
2024-03,automoveis,AUDI/Q5,425,426.0,-1.0
2016-07,automoveis,FIAT/PALIO,37982,37983.0,-1.0
2023-12,automoveis,PEUGEOT/208,28629,28630.0,-1.0
2023-12,automoveis,RENAULT/KWID,63316,63317.0,-1.0
2023-12,automoveis,TOYOTA/YARIS SEDAN,20571,20572.0,-1.0
2023-12,automoveis,VOLVO/XC60,4335,4336.0,-1.0
2023-12,automoveis,VW/VOYAGE,2074,2075.0,-1.0
2023-12,comerciais_leves,FIAT/FIORINO,21863,21864.0,-1.0
2023-12,comerciais_leves,FORD/RANGER,20352,20353.0,-1.0
2016-06,automoveis,NISSAN/MARCH,8962,8963.0,-1.0
2016-06,automoveis,NISSAN/SENTRA,4181,4182.0,-1.0
2016-06,automoveis,PEUGEOT/2008,5086,5085.0,1.0
2016-06,automoveis,TOYOTA/COROLLA,31891,31892.0,-1.0
2016-06,automoveis,VW/FOX/CROSS FOX,26502,26503.0,-1.0
2016-06,automoveis,VW/GOL,32489,32490.0,-1.0
2016-06,comerciais_leves,GM/MONTANA,4778,4779.0,-1.0
2016-06,comerciais_leves,RENAULT/OROCH,6545,6546.0,-1.0
2024-05,automoveis,HONDA/ZR-V,2439,2440.0,-1.0
2024-05,automoveis,HYUNDAI/CRETA,24673,24674.0,-1.0
2024-05,automoveis,JEEP/COMPASS,18831,18832.0,-1.0
2024-05,automoveis,NISSAN/KICKS,23505,23506.0,-1.0
2024-05,automoveis,RENAULT/DUSTER,8804,8805.0,-1.0
2024-05,automoveis,TOYOTA/HILUX SW4,6177,6178.0,-1.0
2024-05,automoveis,VW/NIVUS,20507,20508.0,-1.0
2024-05,comerciais_leves,FIAT/TORO,18429,18430.0,-1.0
2024-04,automoveis,NISSAN/KICKS,17596,17597.0,-1.0
2024-04,automoveis,NISSAN/VERSA,3977,3978.0,-1.0
2024-04,automoveis,VW/VIRTUS,10381,10382.0,-1.0
2024-04,comerciais_leves,NISSAN/FRONTIER,3483,3484.0,-1.0
2024-04,comerciais_leves,TOYOTA/HILUX,15002,15003.0,-1.0
2024-05,automoveis,BYD/SEAL,1910,1911.0,-1.0
2024-05,automoveis,BYD/SONG PLUS,8128,8129.0,-1.0
2024-05,automoveis,CITROEN/C3,8146,8147.0,-1.0
2024-03,comerciais_leves,FORD/TRANSIT,580,579.0,1.0
2024-03,comerciais_leves,GM/S10,5379,5380.0,-1.0
2024-03,comerciais_leves,RAM/RAMPAGE,5918,5919.0,-1.0
2024-04,automoveis,BMW/X1,1457,1458.0,-1.0
2024-04,automoveis,BYD/DOLPHIN,6950,6951.0,-1.0
2024-04,automoveis,BYD/DOLPHIN MINI,5636,5637.0,-1.0
2024-04,automoveis,CITROEN/C3,6567,6568.0,-1.0
2024-04,automoveis,GM/ONIX PLUS,17852,17853.0,-1.0
2024-03,automoveis,HYUNDAI/HB20S,5127,5128.0,-1.0
2024-03,automoveis,TOYOTA/COROLLA CROSS,9287,9288.0,-1.0
2024-03,automoveis,TOYOTA/HILUX SW4,3554,3555.0,-1.0
2024-03,automoveis,VW/POLO,27263,27264.0,-1.0
2024-03,automoveis,VW/T CROSS,12858,12859.0,-1.0
2024-03,automoveis,VW/VIRTUS,7926,7927.0,-1.0
2024-03,comerciais_leves,FIAT/TORO,10219,10220.0,-1.0
2024-03,comerciais_leves,FORD/RANGER,5053,5054.0,-1.0
2016-04,automoveis,FORD/KA,22402,22403.0,-1.0
2016-04,automoveis,GM/ONIX,46073,46074.0,-1.0
2016-04,automoveis,HONDA/HR-V,20499,20500.0,-1.0
2016-04,automoveis,HYUNDAI/HB20S,15048,15049.0,-1.0
2016-04,automoveis,JEEP/RENEGADE,17284,17285.0,-1.0
2016-04,automoveis,NISSAN/MARCH,5675,5676.0,-1.0
2016-04,automoveis,RENAULT/SANDERO,15647,15648.0,-1.0
2016-04,automoveis,TOYOTA/COROLLA,21047,21048.0,-1.0
2016-03,automoveis,HYUNDAI/HB20,27309,27310.0,-1.0
2016-03,automoveis,NISSAN/MARCH,4489,4490.0,-1.0
2016-03,automoveis,TOYOTA/COROLLA,15223,15224.0,-1.0
2016-03,automoveis,TOYOTA/ETIOS SEDAN,6031,6032.0,-1.0
2016-03,comerciais_leves,GM/S10,4375,4374.0,1.0
2016-03,comerciais_leves,MITSUBISHI/L200,1984,1985.0,-1.0
2016-04,automoveis,FIAT/PALIO,22338,22339.0,-1.0
2016-04,automoveis,FIAT/UNO,13684,13685.0,-1.0
2024-06,automoveis,NISSAN/KICKS,28181,28182.0,-1.0
2024-06,automoveis,NISSAN/SENTRA,2532,2533.0,-1.0
2024-06,automoveis,NISSAN/VERSA,5950,5951.0,-1.0
2024-06,automoveis,RENAULT/KWID,25635,25636.0,-1.0
2024-06,automoveis,TOYOTA/COROLLA CROSS,21844,21845.0,-1.0
2024-06,automoveis,TOYOTA/YARIS HB,12314,12315.0,-1.0
2024-06,comerciais_leves,FORD/RANGER,12766,12767.0,-1.0
2016-03,automoveis,GM/PRISMA,15285,15286.0,-1.0
2024-05,comerciais_leves,TOYOTA/HILUX,18394,18395.0,-1.0
2024-06,automoveis,BMW/X1,2436,2437.0,-1.0
2024-06,automoveis,BYD/DOLPHIN,9608,9609.0,-1.0
2024-06,automoveis,BYD/SONG PLUS,10038,10039.0,-1.0
2024-06,automoveis,CAOA CHERY/TIGGO 5X,14131,14132.0,-1.0
2024-06,automoveis,GM/ONIX,43603,43604.0,-1.0
2024-06,automoveis,GM/TRACKER,28865,28866.0,-1.0
2024-06,automoveis,HONDA/ACCORD,114,115.0,-1.0
2024-08,automoveis,AUDI/A3 SEDAN,267,268.0,-1.0
2024-08,automoveis,BYD/SONG,14691,14692.0,-1.0
2024-08,automoveis,CITROEN/C3,14140,14141.0,-1.0
2024-08,automoveis,FIAT/PULSE,25316,25317.0,-1.0
2024-08,automoveis,GM/ONIX,60043,60044.0,-1.0
2024-08,automoveis,GM/SPIN,14418,14419.0,-1.0
2024-08,automoveis,HONDA/HR-V,31126,31127.0,-1.0
2024-08,automoveis,HYUNDAI/HB20,57026,57027.0,-1.0
2024-07,automoveis,VW/T CROSS,39703,39704.0,-1.0
2024-07,comerciais_leves,FIAT/SCUDO,1915,1916.0,-1.0
2024-07,comerciais_leves,FORD/RANGER,15450,15451.0,-1.0
2024-07,comerciais_leves,GM/MONTANA,15373,15374.0,-1.0
2024-07,comerciais_leves,GM/S10,14352,14353.0,-1.0
2024-07,comerciais_leves,NISSAN/FRONTIER,6123,6124.0,-1.0
2024-07,comerciais_leves,RAM/RAMPAGE,13510,13511.0,-1.0
2024-07,comerciais_leves,VW/AMAROK,3103,3104.0,-1.0
2024-06,comerciais_leves,RENAULT/MASTER,4640,4641.0,-1.0
2024-06,comerciais_leves,VW/AMAROK,2397,2398.0,-1.0
2024-07,automoveis,BYD/DOLPHIN,11074,11075.0,-1.0
2024-07,automoveis,BYD/SEAL,2413,2414.0,-1.0
2024-07,automoveis,NISSAN/KICKS,33999,34000.0,-1.0
2024-07,automoveis,PEUGEOT/208,12241,12242.0,-1.0
2024-07,automoveis,TOYOTA/COROLLA CROSS,26691,26692.0,-1.0
2024-07,automoveis,TOYOTA/YARIS HB,15132,15133.0,-1.0
2016-04,automoveis,TOYOTA/HILUX SW4,3008,3009.0,-1.0
2016-04,automoveis,VW/FOX/CROSS FOX,18798,18799.0,-1.0
2016-04,comerciais_leves,FIAT/DUCATO,1245,1246.0,-1.0
2016-04,comerciais_leves,TOYOTA/HILUX,11272,11273.0,-1.0
2016-05,automoveis,FORD/KA SEDAN,8646,8645.0,1.0
2016-05,automoveis,GM/CRUZE SEDAN,3063,3064.0,-1.0
2016-05,automoveis,HONDA/HR-V,25660,25661.0,-1.0
2016-05,automoveis,HYUNDAI/HB20,46389,46390.0,-1.0
2024-09,comerciais_leves,FIAT/STRADA,101444,101445.0,-1.0
2024-09,comerciais_leves,FIAT/TORO,39324,39325.0,-1.0
2024-09,comerciais_leves,GM/MONTANA,20256,20257.0,-1.0
2024-09,comerciais_leves,NISSAN/FRONTIER,8033,8034.0,-1.0
2024-09,comerciais_leves,RENAULT/OROCH,9511,9512.0,-1.0
2024-09,comerciais_leves,TOYOTA/HILUX,36888,36889.0,-1.0
2024-10,automoveis,BYD/KING,1912,1913.0,-1.0
2024-10,automoveis,CAOA CHERY/TIGGO 7,24661,24662.0,-1.0
2024-09,automoveis,JEEP/COMPASS,35320,35321.0,-1.0
2024-09,automoveis,JEEP/RENEGADE,40087,40088.0,-1.0
2024-09,automoveis,LAND ROVER/DISCOVERY,1215,1214.0,1.0
2024-09,automoveis,RENAULT/DUSTER,13967,13968.0,-1.0
2024-09,automoveis,RENAULT/KWID,38869,38870.0,-1.0
2024-09,automoveis,TOYOTA/COROLLA,27082,27083.0,-1.0
2024-09,automoveis,VW/VIRTUS,23294,23295.0,-1.0
2024-09,comerciais_leves,FIAT/DUCATO,1349,1350.0,-1.0
2024-08,comerciais_leves,GM/S10,16449,16450.0,-1.0
2024-08,comerciais_leves,MITSUBISHI/L200,7504,7505.0,-1.0
2024-09,automoveis,CAOA CHERY/TIGGO 7,20618,20619.0,-1.0
2024-09,automoveis,CAOA CHERY/TIGGO 8,6445,6446.0,-1.0
2024-09,automoveis,FIAT/PULSE,28640,28641.0,-1.0
2024-09,automoveis,FORD/TERRITORY,3749,3750.0,-1.0
2024-09,automoveis,GM/ONIX PLUS,44398,44399.0,-1.0
2024-09,automoveis,HYUNDAI/HB20,63991,63992.0,-1.0
2024-08,automoveis,NISSAN/KICKS,39353,39354.0,-1.0
2024-08,automoveis,TOYOTA/COROLLA CROSS,31008,31009.0,-1.0
2024-08,automoveis,VW/NIVUS,35893,35894.0,-1.0
2024-08,automoveis,VW/POLO,84678,84679.0,-1.0
2024-08,automoveis,VW/VIRTUS,20817,20818.0,-1.0
2024-08,comerciais_leves,FIAT/FIORINO,12728,12729.0,-1.0
2024-08,comerciais_leves,FIAT/STRADA,87205,87206.0,-1.0
2024-08,comerciais_leves,FORD/RANGER,18231,18232.0,-1.0
2016-02,automoveis,FIAT/UNO,6611,6612.0,-1.0
2016-02,automoveis,JAGUAR/XE,81,82.0,-1.0
2016-02,automoveis,JEEP/RENEGADE,8954,8955.0,-1.0
2016-02,automoveis,MITSUBISHI/ASX,791,792.0,-1.0
2016-02,automoveis,NISSAN/SENTRA,1783,1784.0,-1.0
2016-02,automoveis,RENAULT/SANDERO,6547,6548.0,-1.0
2016-02,automoveis,VW/GOL,7808,7809.0,-1.0
2016-03,automoveis,CITROEN/C4 PICASSO,104,103.0,1.0
2015-12,automoveis,TOYOTA/COROLLA,67339,67340.0,-1.0
2015-12,automoveis,VW/FOX/CROSS FOX,79590,79591.0,-1.0
2015-12,automoveis,VW/GOLF VARIANT,908,909.0,-1.0
2015-12,comerciais_leves,FIAT/DUCATO,7050,7051.0,-1.0
2015-12,comerciais_leves,TOYOTA/HILUX,32900,32899.0,1.0
2016-02,automoveis,CITROEN/C4 PICASSO,71,72.0,-1.0
2016-02,automoveis,FIAT/IDEA,687,688.0,-1.0
2016-02,automoveis,FIAT/PALIO,13514,13515.0,-1.0
2024-10,automoveis,NISSAN/KICKS,51752,51753.0,-1.0
2024-10,automoveis,PEUGEOT/208,16256,16257.0,-1.0
2015-12,automoveis,HYUNDAI/IX35,14729,14730.0,-1.0
2015-12,automoveis,M.BENZ/CLASSE C,2352,2353.0,-1.0
2015-12,automoveis,NISSAN/VERSA,17538,17539.0,-1.0
2015-12,automoveis,PEUGEOT/2008,6272,6273.0,-1.0
2015-12,automoveis,RENAULT/DUSTER,34325,34326.0,-1.0
2015-12,automoveis,RENAULT/SANDERO,78174,78175.0,-1.0
2024-10,automoveis,FIAT/ARGO,73784,73785.0,-1.0
2024-10,automoveis,FIAT/CRONOS,34011,34012.0,-1.0
2024-10,automoveis,FIAT/FASTBACK,39731,39732.0,-1.0
2024-10,automoveis,FIAT/MOBI,56175,56176.0,-1.0
2024-10,automoveis,FIAT/PULSE,31926,31927.0,-1.0
2024-10,automoveis,HONDA/CITY HATCH,12140,12141.0,-1.0
2024-10,automoveis,HYUNDAI/CRETA,56697,56698.0,-1.0
2024-10,automoveis,JEEP/COMPASS,40362,40363.0,-1.0
2024-11,automoveis,TOYOTA/HILUX SW4,15852,15853.0,-1.0
2024-11,automoveis,TOYOTA/YARIS SEDAN,20921,20922.0,-1.0
2024-11,automoveis,VW/NIVUS,51357,51358.0,-1.0
2024-11,comerciais_leves,FIAT/STRADA,128444,128445.0,-1.0
2024-11,comerciais_leves,KIA/K2500,2486,2487.0,-1.0
2024-11,comerciais_leves,RENAULT/MASTER,9905,9904.0,1.0
2024-11,comerciais_leves,VW/SAVEIRO,50732,50733.0,-1.0
2024-12,automoveis,BMW/530E,161,162.0,-1.0
2024-11,automoveis,GWM/HAVAL H6,20248,20249.0,-1.0
