mes,segmento,nome_completo_fonte,unidades_acumulado,acumulado_esperado,diferenca
2019-04,automoveis,JEEP/COMPASS,17884,17885.0,-1.0
2019-04,automoveis,NISSAN/KICKS,16604,16605.0,-1.0
2019-03,automoveis,TOYOTA/HILUX SW4,3235,3236.0,-1.0
2019-03,automoveis,VW/POLO,15327,15328.0,-1.0
2019-03,automoveis,VW/UP,2721,2722.0,-1.0
2019-03,comerciais_leves,FIAT/DUCATO,1087,1088.0,-1.0
2019-03,comerciais_leves,FIAT/FIORINO,3956,3957.0,-1.0
2019-03,comerciais_leves,FIAT/TORO,12348,12349.0,-1.0
2019-03,comerciais_leves,GM/MONTANA,2951,2952.0,-1.0
2019-04,automoveis,CHERY/TIGGO 5X,1456,1457.0,-1.0
2019-03,automoveis,FORD/KA,23993,23994.0,-1.0
2019-03,automoveis,GM/PRISMA,20544,20545.0,-1.0
2019-03,automoveis,HONDA/CITY,3954,3955.0,-1.0
2019-03,automoveis,HONDA/WR-V,2844,2845.0,-1.0
2019-03,automoveis,HYUNDAI/HB20,24354,24355.0,-1.0
2019-03,automoveis,JEEP/RENEGADE,15671,15672.0,-1.0
2019-03,automoveis,LAND ROVER/DISCOVERY,619,618.0,1.0
2019-03,automoveis,NISSAN/KICKS,12484,12485.0,-1.0
2018-12,comerciais_leves,RENAULT/OROCH,13409,13410.0,-1.0
2019-02,automoveis,BMW/X1,476,475.0,1.0
2019-02,automoveis,FORD/FIESTA,1320,1321.0,-1.0
2019-02,automoveis,JEEP/RENEGADE,9488,9489.0,-1.0
2019-02,automoveis,RENAULT/CAPTUR,4302,4303.0,-1.0
2019-02,automoveis,RENAULT/DUSTER,3596,3597.0,-1.0
2019-02,automoveis,VW/GOLF,526,527.0,-1.0
2019-02,comerciais_leves,M.BENZ/SPRINTER 313,339,340.0,-1.0
2018-08,automoveis,VW/POLO,46509,46510.0,-1.0
2018-09,automoveis,CITROEN/C3,5154,5155.0,-1.0
2018-09,automoveis,FIAT/ARGO,46019,46020.0,-1.0
2018-09,automoveis,GM/CRUZE SEDAN,14549,14550.0,-1.0
2018-09,automoveis,GM/PRISMA,49679,49680.0,-1.0
2018-09,automoveis,HONDA/CITY,9701,9702.0,-1.0
2018-09,automoveis,HONDA/HR-V,35585,35586.0,-1.0
2018-09,automoveis,HYUNDAI/CRETA,33860,33861.0,-1.0
2018-08,automoveis,GM/PRISMA,43148,43149.0,-1.0
2018-08,automoveis,GM/SPIN,13479,13480.0,-1.0
2018-08,automoveis,HYUNDAI/CRETA,29666,29667.0,-1.0
2018-08,automoveis,HYUNDAI/HB20,70131,70132.0,-1.0
2018-08,automoveis,NISSAN/KICKS,29785,29786.0,-1.0
2018-08,automoveis,PEUGEOT/3008,2077,2078.0,-1.0
2018-08,automoveis,RENAULT/KWID,41153,41154.0,-1.0
2018-08,automoveis,RENAULT/SANDERO,33211,33212.0,-1.0
2019-05,automoveis,HONDA/CIVIC,11246,11247.0,-1.0
2019-05,automoveis,HONDA/HR-V,19800,19801.0,-1.0
2019-05,automoveis,HYUNDAI/CRETA,19609,19610.0,-1.0
2018-06,comerciais_leves,MITSUBISHI/L200,5274,5275.0,-1.0
2018-06,comerciais_leves,TOYOTA/HILUX,17441,17442.0,-1.0
2018-08,automoveis,FORD/ECOSPORT,22128,22129.0,-1.0
2018-08,automoveis,FORD/KA SEDAN,23012,23013.0,-1.0
2018-08,automoveis,FORD/MUSTANG,804,805.0,-1.0
2019-04,automoveis,RENAULT/CAPTUR,8044,8045.0,-1.0
2019-04,automoveis,VW/FOX/CROSS FOX,14830,14831.0,-1.0
2019-04,automoveis,VW/GOL,23330,23331.0,-1.0
2019-04,comerciais_leves,FIAT/FIORINO,4947,4948.0,-1.0
2019-05,automoveis,CHERY/TIGGO 5X,2153,2154.0,-1.0
2019-05,automoveis,CITROEN/C4 CACTUS,6600,6601.0,-1.0
2019-05,automoveis,FORD/KA SEDAN,18831,18832.0,-1.0
2019-05,automoveis,GM/ONIX,97408,97409.0,-1.0
2019-06,automoveis,VW/POLO,32025,32026.0,-1.0
2019-06,automoveis,VW/T CROSS,7967,7968.0,-1.0
2019-06,automoveis,VW/VOYAGE,15368,15369.0,-1.0
2019-06,comerciais_leves,FORD/RANGER,9740,9741.0,-1.0
2019-06,comerciais_leves,NISSAN/FRONTIER,3837,3838.0,-1.0
2019-06,comerciais_leves,PEUGEOT/PARTNER,982,983.0,-1.0
2019-07,automoveis,AUDI/A5,327,328.0,-1.0
2019-07,automoveis,AUDI/Q5,853,854.0,-1.0
2019-06,automoveis,HONDA/ACCORD,96,97.0,-1.0
2019-06,automoveis,HONDA/FIT,13193,13194.0,-1.0
2019-06,automoveis,HONDA/HR-V,23696,23697.0,-1.0
2019-06,automoveis,JEEP/COMPASS,28033,28034.0,-1.0
2019-06,automoveis,MITSUBISHI/ASX,1659,1660.0,-1.0
2019-06,automoveis,NISSAN/KICKS,25826,25827.0,-1.0
2019-06,automoveis,PEUGEOT/3008,1133,1134.0,-1.0
2019-06,automoveis,RENAULT/KWID,40520,40521.0,-1.0
2019-05,comerciais_leves,FIAT/DUCATO,1891,1892.0,-1.0
2019-05,comerciais_leves,FIAT/TORO,23676,23677.0,-1.0
2019-05,comerciais_leves,GM/S10,11243,11244.0,-1.0
2019-05,comerciais_leves,PEUGEOT/EXPERT,814,815.0,-1.0
2019-05,comerciais_leves,VW/AMAROK,7922,7923.0,-1.0
2019-06,automoveis,AUDI/Q3,906,907.0,-1.0
2019-06,automoveis,GM/CRUZE HB,2716,2717.0,-1.0
2019-06,automoveis,GM/CRUZE SEDAN,8979,8980.0,-1.0
2018-09,automoveis,M.BENZ/CLASSE GLA,2146,2147.0,-1.0
2019-05,automoveis,HYUNDAI/HB20,44848,44849.0,-1.0
2019-05,automoveis,JEEP/COMPASS,22954,22955.0,-1.0
2019-05,automoveis,JEEP/RENEGADE,27136,27137.0,-1.0
2019-05,automoveis,KIA/SPORTAGE,1786,1787.0,-1.0
2019-05,automoveis,TOYOTA/COROLLA,21169,21170.0,-1.0
2019-05,automoveis,VW/POLO,26598,26599.0,-1.0
2019-05,automoveis,VW/TIGUAN,4564,4565.0,-1.0
2019-08,automoveis,JEEP/RENEGADE,44024,44025.0,-1.0
2019-08,automoveis,NISSAN/SENTRA,1974,1975.0,-1.0
2019-08,automoveis,RENAULT/CAPTUR,18535,18536.0,-1.0
2019-08,automoveis,RENAULT/KWID,56044,56045.0,-1.0
2019-08,automoveis,VW/JETTA,8169,8170.0,-1.0
2019-08,automoveis,VW/T CROSS,15340,15341.0,-1.0
2019-08,automoveis,VW/VIRTUS,30108,30109.0,-1.0
2019-08,comerciais_leves,FORD/RANGER,13702,13703.0,-1.0
2019-07,comerciais_leves,PEUGEOT/PARTNER,1156,1155.0,1.0
2019-07,comerciais_leves,VW/AMAROK,11100,11101.0,-1.0
2019-08,automoveis,AUDI/Q5,1015,1016.0,-1.0
2019-08,automoveis,FIAT/CRONOS,14164,14165.0,-1.0
2019-08,automoveis,FIAT/DOBLO,3164,3165.0,-1.0
2019-08,automoveis,FORD/KA,68861,68862.0,-1.0
2019-08,automoveis,GM/SPIN,18296,18297.0,-1.0
2019-08,automoveis,JEEP/COMPASS,39046,39047.0,-1.0
2019-07,automoveis,MITSUBISHI/PAJERO,1203,1204.0,-1.0
2019-07,automoveis,NISSAN/KICKS,31124,31125.0,-1.0
2019-07,automoveis,TOYOTA/COROLLA,32019,32020.0,-1.0
2019-07,automoveis,VW/FOX/CROSS FOX,24116,24117.0,-1.0
2019-07,automoveis,VW/JETTA,6939,6940.0,-1.0
2019-07,automoveis,VW/POLO,38223,38224.0,-1.0
2019-07,automoveis,VW/T CROSS,11117,11118.0,-1.0
2019-07,automoveis,VW/VIRTUS,25775,25776.0,-1.0
2019-07,automoveis,BMW/320,786,787.0,-1.0
2019-07,automoveis,CITROEN/C3,2154,2155.0,-1.0
2019-07,automoveis,FIAT/ARGO,42820,42821.0,-1.0
2019-07,automoveis,GM/CRUZE SEDAN,10504,10505.0,-1.0
2019-07,automoveis,HONDA/ACCORD,110,111.0,-1.0
2019-07,automoveis,HYUNDAI/HB20,62199,62200.0,-1.0
2019-07,automoveis,JEEP/RENEGADE,38837,38838.0,-1.0
2019-07,automoveis,LAND ROVER/DISCOVERY,1537,1538.0,-1.0
2018-06,automoveis,JAC/T40,1501,1502.0,-1.0
2018-06,automoveis,NISSAN/SENTRA,1797,1798.0,-1.0
2018-06,automoveis,RENAULT/CAPTUR,9341,9342.0,-1.0
2018-06,automoveis,RENAULT/SANDERO,25093,25094.0,-1.0
2018-06,automoveis,TOYOTA/ETIOS HB,19509,19510.0,-1.0
2018-06,automoveis,VW/PASSAT,716,717.0,-1.0
2018-06,automoveis,VW/POLO,34138,34139.0,-1.0
2018-06,comerciais_leves,FIAT/DUCATO,686,687.0,-1.0
2018-06,automoveis,GM/CRUZE SEDAN,9705,9706.0,-1.0
2018-06,automoveis,GM/ONIX,89620,89621.0,-1.0
2018-06,automoveis,GM/PRISMA,32014,32015.0,-1.0
2018-06,automoveis,GM/TRACKER,13440,13441.0,-1.0
2018-06,automoveis,GM/TRAILBLAZER,1535,1536.0,-1.0
2018-06,automoveis,HONDA/CITY,6334,6335.0,-1.0
2018-06,automoveis,HYUNDAI/CRETA,20152,20153.0,-1.0
2018-06,automoveis,HYUNDAI/HB20,50419,50420.0,-1.0
2019-09,comerciais_leves,FIAT/TORO,45882,45883.0,-1.0
2018-05,automoveis,VW/POLO,29165,29166.0,-1.0
2018-05,automoveis,VW/VIRTUS,12732,12733.0,-1.0
2018-05,comerciais_leves,RENAULT/OROCH,5045,5046.0,-1.0
2018-06,automoveis,FIAT/ARGO,27983,27984.0,-1.0
2018-06,automoveis,FIAT/DOBLO,2346,2347.0,-1.0
2018-06,automoveis,FIAT/MOBI,24996,24997.0,-1.0
2018-06,automoveis,FORD/KA,48261,48262.0,-1.0
2019-08,comerciais_leves,GM/S10,20259,20260.0,-1.0
2019-09,automoveis,FORD/KA SEDAN,36500,36501.0,-1.0
2019-09,automoveis,GM/CRUZE SEDAN,12971,12972.0,-1.0
2019-09,automoveis,GM/SPIN,20563,20564.0,-1.0
2019-09,automoveis,NISSAN/KICKS,39507,39508.0,-1.0
2019-09,automoveis,NISSAN/VERSA,15859,15860.0,-1.0
2019-09,automoveis,RENAULT/DUSTER,18096,18097.0,-1.0
2019-09,automoveis,VW/UP,9781,9782.0,-1.0
2019-11,automoveis,RENAULT/KWID,76943,76944.0,-1.0
2019-11,automoveis,RENAULT/LOGAN,23883,23884.0,-1.0
2019-11,automoveis,TOYOTA/COROLLA,51507,51508.0,-1.0
2019-11,automoveis,TOYOTA/YARIS SEDAN,26716,26717.0,-1.0
2019-11,automoveis,VW/VIRTUS,42811,42812.0,-1.0
2019-11,automoveis,VW/VOYAGE,28178,28179.0,-1.0
2019-11,comerciais_leves,FIAT/TORO,59074,59075.0,-1.0
2019-11,comerciais_leves,VW/AMAROK,17217,17218.0,-1.0
2019-10,comerciais_leves,GM/MONTANA,10879,10880.0,-1.0
2019-11,automoveis,CITROEN/AIRCROSS,2601,2602.0,-1.0
2019-11,automoveis,FIAT/ARGO,70965,70966.0,-1.0
2019-11,automoveis,FORD/ECOSPORT,30930,30931.0,-1.0
2019-11,automoveis,GM/ONIX,219771,219772.0,-1.0
2019-11,automoveis,GM/ONIX PLUS,16866,16867.0,-1.0
2019-11,automoveis,HONDA/HR-V,44343,44344.0,-1.0
2019-11,automoveis,NISSAN/KICKS,50091,50092.0,-1.0
2019-10,automoveis,RENAULT/KWID,70935,70936.0,-1.0
2019-10,automoveis,RENAULT/LOGAN,20657,20658.0,-1.0
2019-10,automoveis,RENAULT/SANDERO,40307,40308.0,-1.0
2019-10,automoveis,TOYOTA/YARIS SEDAN,24129,24130.0,-1.0
2019-10,automoveis,VW/GOL,66845,66846.0,-1.0
2019-10,automoveis,VW/PASSAT,950,951.0,-1.0
2019-10,automoveis,VW/UP,11009,11010.0,-1.0
2019-10,comerciais_leves,FORD/RANGER,18137,18138.0,-1.0
2018-06,comerciais_leves,FIAT/FIORINO,5608,5609.0,-1.0
2019-10,automoveis,FORD/KA,86442,86443.0,-1.0
2019-10,automoveis,FORD/MUSTANG,339,340.0,-1.0
2019-10,automoveis,GM/EQUINOX,3858,3859.0,-1.0
2019-10,automoveis,GM/ONIX,200588,200589.0,-1.0
2019-10,automoveis,GM/PRISMA,69673,69674.0,-1.0
2019-10,automoveis,HYUNDAI/CRETA,46231,46232.0,-1.0
2019-10,automoveis,NISSAN/VERSA,17817,17818.0,-1.0
2020-02,automoveis,TOYOTA/COROLLA,8446,8447.0,-1.0
2020-02,automoveis,VW/T CROSS,8712,8713.0,-1.0
2020-02,automoveis,VW/VIRTUS,6182,6183.0,-1.0
2020-02,comerciais_leves,GM/S10,4183,4184.0,-1.0
2020-03,automoveis,FIAT/CRONOS,4906,4907.0,-1.0
2020-03,automoveis,FORD/ECOSPORT,6727,6728.0,-1.0
2020-03,automoveis,GM/ONIX,47121,47122.0,-1.0
2020-03,automoveis,HYUNDAI/CRETA,11681,11682.0,-1.0
2019-12,comerciais_leves,GM/S10,32161,32162.0,-1.0
2019-12,comerciais_leves,RENAULT/MASTER,8466,8467.0,-1.0
2020-02,automoveis,FIAT/ARGO,10710,10711.0,-1.0
2020-02,automoveis,GM/ONIX PLUS,17844,17845.0,-1.0
2020-02,automoveis,HONDA/CITY,1764,1765.0,-1.0
2020-02,automoveis,HYUNDAI/HB20,14956,14957.0,-1.0
2020-02,automoveis,JEEP/RENEGADE,9678,9679.0,-1.0
2020-02,automoveis,RENAULT/SANDERO,7189,7190.0,-1.0
2019-12,automoveis,NISSAN/KICKS,56060,56061.0,-1.0
2019-12,automoveis,RENAULT/DUSTER,26090,26091.0,-1.0
2019-12,automoveis,SUZUKI/VITARA,1238,1239.0,-1.0
2019-12,automoveis,TOYOTA/YARIS HB,37686,37687.0,-1.0
2019-12,automoveis,VW/GOL,81285,81286.0,-1.0
2019-12,automoveis,VW/T CROSS,37081,37082.0,-1.0
2019-12,automoveis,VW/VOYAGE,32055,32056.0,-1.0
2019-12,comerciais_leves,FIAT/TORO,65566,65567.0,-1.0
2019-12,automoveis,BMW/330I,1288,1289.0,-1.0
2019-12,automoveis,FIAT/ARGO,79000,79001.0,-1.0
2019-12,automoveis,FORD/ECOSPORT,34205,34206.0,-1.0
2019-12,automoveis,GM/CRUZE SEDAN,17829,17830.0,-1.0
2019-12,automoveis,GM/ONIX,241214,241213.0,1.0
2019-12,automoveis,GM/TRAILBLAZER,3360,3361.0,-1.0
2019-12,automoveis,JEEP/COMPASS,60361,60362.0,-1.0
2019-12,automoveis,JEEP/RENEGADE,68726,68727.0,-1.0
2020-05,automoveis,HYUNDAI/HB20,27052,27053.0,-1.0
2020-05,automoveis,VW/FOX/CROSS FOX,7363,7364.0,-1.0
2020-05,automoveis,VW/VIRTUS,10358,10359.0,-1.0
2020-05,comerciais_leves,FIAT/TORO,16744,16745.0,-1.0
2020-05,comerciais_leves,FORD/RANGER,6982,6983.0,-1.0
2020-05,comerciais_leves,VW/AMAROK,5373,5374.0,-1.0
2020-06,automoveis,FORD/KA,29583,29584.0,-1.0
2020-06,automoveis,GM/TRAILBLAZER,1000,1001.0,-1.0
2020-04,automoveis,TOYOTA/COROLLA,13422,13423.0,-1.0
2020-04,comerciais_leves,FIAT/TORO,15083,15084.0,-1.0
2020-04,comerciais_leves,RAM/2500,449,450.0,-1.0
2020-04,comerciais_leves,RENAULT/MASTER,2073,2074.0,-1.0
2020-04,comerciais_leves,VW/AMAROK,4649,4650.0,-1.0
2020-05,automoveis,FIAT/ARGO,19724,19725.0,-1.0
2020-05,automoveis,FORD/KA,26180,26181.0,-1.0
2020-05,automoveis,HONDA/HR-V,10573,10574.0,-1.0
2020-03,comerciais_leves,FIAT/TORO,13371,13372.0,-1.0
2020-03,comerciais_leves,NISSAN/FRONTIER,2017,2018.0,-1.0
2020-03,comerciais_leves,TOYOTA/HILUX,9406,9407.0,-1.0
2020-03,comerciais_leves,VW/SAVEIRO,9108,9109.0,-1.0
2020-04,automoveis,CHRYSLER/PACIFICA,4,3.0,1.0
2020-04,automoveis,HYUNDAI/CRETA,12295,12296.0,-1.0
2020-04,automoveis,M.BENZ/CLA250,31,32.0,-1.0
2020-04,automoveis,NISSAN/KICKS,13146,13147.0,-1.0
2020-03,automoveis,M.BENZ/CLASSE GLA,430,431.0,-1.0
2020-03,automoveis,NISSAN/VERSA,5143,5144.0,-1.0
2020-03,automoveis,RENAULT/CAPTUR,3022,3023.0,-1.0
2020-03,automoveis,TOYOTA/COROLLA,12088,12089.0,-1.0
2020-03,automoveis,VOLVO/XC40,654,655.0,-1.0
2020-03,automoveis,VW/POLO,14883,14884.0,-1.0
2020-03,automoveis,VW/T CROSS,13128,13129.0,-1.0
2020-03,automoveis,VW/VOYAGE,4595,4596.0,-1.0
2018-05,automoveis,HONDA/CIVIC,10976,10977.0,-1.0
2018-05,automoveis,HONDA/WR-V,6665,6666.0,-1.0
2018-05,automoveis,HYUNDAI/TUCSON,2266,2267.0,-1.0
2018-05,automoveis,JEEP/RENEGADE,17803,17804.0,-1.0
2018-05,automoveis,NISSAN/KICKS,19208,19209.0,-1.0
2018-05,automoveis,RENAULT/CAPTUR,7330,7331.0,-1.0
2018-05,automoveis,TOYOTA/ETIOS HB,16603,16604.0,-1.0
2018-05,automoveis,TOYOTA/ETIOS SEDAN,13077,13078.0,-1.0
2018-04,automoveis,VW/JETTA,1687,1688.0,-1.0
2018-04,automoveis,VW/POLO,23538,23539.0,-1.0
2018-04,comerciais_leves,FORD/RANGER,5172,5171.0,1.0
2018-04,comerciais_leves,MITSUBISHI/L200,3414,3415.0,-1.0
2018-04,comerciais_leves,RENAULT/OROCH,4032,4033.0,-1.0
2018-04,comerciais_leves,TOYOTA/HILUX,11528,11529.0,-1.0
2018-05,automoveis,CITROEN/AIRCROSS,2520,2521.0,-1.0
2018-05,automoveis,FIAT/ARGO,22499,22500.0,-1.0
2018-04,automoveis,HYUNDAI/CRETA,13399,13400.0,-1.0
2018-04,automoveis,HYUNDAI/HB20S,10265,10266.0,-1.0
2018-04,automoveis,HYUNDAI/IX35,3074,3075.0,-1.0
2018-04,automoveis,JEEP/RENEGADE,13426,13427.0,-1.0
2018-04,automoveis,NISSAN/KICKS,16020,16021.0,-1.0
2018-04,automoveis,NISSAN/VERSA,7668,7669.0,-1.0
2018-04,automoveis,TOYOTA/HILUX SW4,3269,3270.0,-1.0
2018-04,automoveis,VW/GOL,21705,21706.0,-1.0
2020-06,automoveis,HONDA/CITY,3242,3243.0,-1.0
2020-06,automoveis,HYUNDAI/HB20,32843,32844.0,-1.0
2020-06,automoveis,VW/T CROSS,20595,20596.0,-1.0
2020-06,automoveis,VW/TIGUAN,3513,3514.0,-1.0
2020-06,automoveis,VW/VIRTUS,12290,12291.0,-1.0
2018-04,automoveis,GM/TRACKER,9212,9213.0,-1.0
2018-04,automoveis,HONDA/CITY,4144,4145.0,-1.0
2018-04,automoveis,HONDA/CIVIC,8417,8418.0,-1.0
2020-08,automoveis,TOYOTA/COROLLA,23435,23436.0,-1.0
2020-08,automoveis,VW/T CROSS,37260,37261.0,-1.0
2020-08,automoveis,VW/TIGUAN,5458,5459.0,-1.0
2020-08,comerciais_leves,HYUNDAI/HR,2879,2880.0,-1.0
2020-08,comerciais_leves,VW/SAVEIRO,18511,18512.0,-1.0
2020-09,automoveis,AUDI/Q5,856,857.0,-1.0
2020-09,automoveis,CAOA CHERY/TIGGO 7,1604,1605.0,-1.0
2020-09,automoveis,CITROEN/C4 CACTUS,7386,7387.0,-1.0
2020-08,automoveis,FORD/ECOSPORT,14078,14079.0,-1.0
2020-08,automoveis,FORD/KA,38455,38456.0,-1.0
2020-08,automoveis,GM/ONIX,80587,80588.0,-1.0
2020-08,automoveis,GM/ONIX PLUS,42634,42635.0,-1.0
2020-08,automoveis,GM/TRACKER,23202,23203.0,-1.0
2020-08,automoveis,HONDA/FIT,8662,8663.0,-1.0
2020-08,automoveis,HONDA/HR-V,18222,18223.0,-1.0
2020-08,automoveis,JEEP/COMPASS,27642,27643.0,-1.0
2020-07,automoveis,SUZUKI/JIMNY,585,586.0,-1.0
2020-07,automoveis,TOYOTA/RAV4,1818,1819.0,-1.0
2020-07,automoveis,TOYOTA/YARIS SEDAN,6982,6983.0,-1.0
2020-07,automoveis,VW/POLO,24079,24080.0,-1.0
2020-07,automoveis,VW/VIRTUS,14931,14932.0,-1.0
2020-07,comerciais_leves,FIAT/STRADA,29408,29409.0,-1.0
2020-07,comerciais_leves,GM/S10,11142,11143.0,-1.0
2020-08,automoveis,CITROEN/C4 CACTUS,6720,6721.0,-1.0
2020-07,automoveis,FIAT/ARGO,27482,27483.0,-1.0
2020-07,automoveis,FIAT/CRONOS,8797,8798.0,-1.0
2020-07,automoveis,FORD/KA SEDAN,14262,14263.0,-1.0
2020-07,automoveis,GM/TRACKER,17304,17305.0,-1.0
2020-07,automoveis,JEEP/COMPASS,22422,22423.0,-1.0
2020-07,automoveis,JEEP/RENEGADE,25444,25445.0,-1.0
2020-07,automoveis,LAND ROVER/RANGE ROVER,501,502.0,-1.0
2020-07,automoveis,NISSAN/SENTRA,702,703.0,-1.0
2020-10,automoveis,NISSAN/KICKS,29870,29871.0,-1.0
2020-10,automoveis,RENAULT/DUSTER,13748,13749.0,-1.0
2020-10,automoveis,TOYOTA/COROLLA,31009,31010.0,-1.0
2020-10,automoveis,VW/GOL,54771,54772.0,-1.0
2020-10,comerciais_leves,FIAT/STRADA,60032,60033.0,-1.0
2020-10,comerciais_leves,FIAT/TORO,40380,40381.0,-1.0
2020-10,comerciais_leves,MITSUBISHI/L200,7887,7888.0,-1.0
2020-11,automoveis,GM/ONIX,118785,118786.0,-1.0
2020-09,comerciais_leves,FIAT/TORO,34432,34433.0,-1.0
2020-09,comerciais_leves,GM/S10,16353,16354.0,-1.0
2020-09,comerciais_leves,RENAULT/MASTER,4055,4056.0,-1.0
2020-09,comerciais_leves,RENAULT/OROCH,3457,3458.0,-1.0
2020-10,automoveis,CITROEN/C4 CACTUS,8081,8082.0,-1.0
2020-10,automoveis,FIAT/MOBI,35383,35384.0,-1.0
2020-10,automoveis,GM/TRACKER,36197,36198.0,-1.0
2020-10,automoveis,HYUNDAI/CRETA,35901,35902.0,-1.0
2020-09,automoveis,RENAULT/KWID,34190,34191.0,-1.0
2020-09,automoveis,TOYOTA/COROLLA,26770,26771.0,-1.0
2020-09,automoveis,TOYOTA/YARIS SEDAN,10203,10204.0,-1.0
2020-09,automoveis,VW/GOL,46299,46300.0,-1.0
2020-09,automoveis,VW/POLO,30865,30866.0,-1.0
2020-09,automoveis,VW/TIGUAN,6196,6197.0,-1.0
2020-09,automoveis,VW/VIRTUS,21347,21348.0,-1.0
2020-09,comerciais_leves,CITROEN/JUMPY,1091,1090.0,1.0
2020-09,automoveis,FIAT/ARGO,41505,41506.0,-1.0
2020-09,automoveis,GM/CRUZE HB,2696,2697.0,-1.0
2020-09,automoveis,HONDA/CIVIC,12766,12767.0,-1.0
2020-09,automoveis,HONDA/WR-V,6424,6425.0,-1.0
2020-09,automoveis,KIA/CERATO,685,686.0,-1.0
2020-09,automoveis,M.BENZ/CLA35,71,72.0,-1.0
2020-09,automoveis,NISSAN/KICKS,25905,25906.0,-1.0
2020-09,automoveis,PEUGEOT/3008,836,837.0,-1.0
2018-03,automoveis,JEEP/COMPASS,12978,12979.0,-1.0
2018-03,automoveis,JEEP/RENEGADE,8965,8966.0,-1.0
2018-03,automoveis,SUZUKI/JIMNY,561,562.0,-1.0
2018-03,comerciais_leves,VW/AMAROK,3445,3446.0,-1.0
2018-03,comerciais_leves,VW/SAVEIRO,9782,9783.0,-1.0
2018-04,automoveis,FIAT/ARGO,17818,17819.0,-1.0
2018-04,automoveis,FIAT/CRONOS,5038,5039.0,-1.0
2018-04,automoveis,FORD/FIESTA,6015,6016.0,-1.0
2018-02,comerciais_leves,VW/SAVEIRO,6112,6111.0,1.0
2018-03,automoveis,FORD/FOCUS SEDAN,992,993.0,-1.0
2018-03,automoveis,FORD/KA,24028,24029.0,-1.0
2018-03,automoveis,GM/COBALT,3812,3813.0,-1.0
2018-03,automoveis,GM/PRISMA,16382,16383.0,-1.0
2018-03,automoveis,HONDA/WR-V,4355,4356.0,-1.0
2018-03,automoveis,HYUNDAI/CRETA,9615,9616.0,-1.0
2018-03,automoveis,HYUNDAI/HB20,24015,24016.0,-1.0
2020-11,automoveis,VW/POLO,38121,38122.0,-1.0
2020-11,automoveis,VW/T CROSS,52686,52687.0,-1.0
2018-02,automoveis,LIFAN/X60,355,356.0,-1.0
2018-02,automoveis,NISSAN/VERSA,2936,2937.0,-1.0
2018-02,automoveis,TOYOTA/COROLLA,8354,8355.0,-1.0
2018-02,comerciais_leves,MITSUBISHI/L200,1520,1521.0,-1.0
2018-02,comerciais_leves,RENAULT/MASTER,992,993.0,-1.0
2018-02,comerciais_leves,TOYOTA/HILUX,5085,5086.0,-1.0
2020-11,automoveis,GM/SPIN,14390,14391.0,-1.0
2020-11,automoveis,GM/TRACKER,42623,42624.0,-1.0
2020-11,automoveis,JEEP/COMPASS,45997,45998.0,-1.0
2020-11,automoveis,MITSUBISHI/ECLIPSE CROSS,2317,2318.0,-1.0
2020-11,automoveis,RENAULT/CAPTUR,9260,9261.0,-1.0
2020-11,automoveis,TOYOTA/COROLLA,36025,36026.0,-1.0
2020-11,automoveis,TOYOTA/YARIS HB,18677,18678.0,-1.0
2020-11,automoveis,TOYOTA/YARIS SEDAN,13893,13894.0,-1.0
2021-03,automoveis,FIAT/SIENA,3805,3806.0,-1.0
2021-03,automoveis,GM/ONIX,28759,28760.0,-1.0
2021-03,automoveis,HONDA/HR-V,10087,10088.0,-1.0
2021-03,automoveis,HYUNDAI/CRETA,15065,15066.0,-1.0
2021-03,automoveis,HYUNDAI/HB20S,5858,5859.0,-1.0
2021-03,automoveis,LAND ROVER/DISCOVERY,459,460.0,-1.0
2021-03,automoveis,M.BENZ/CLASSE C,452,453.0,-1.0
2021-03,comerciais_leves,FIAT/STRADA,28867,28868.0,-1.0
2021-02,automoveis,VW/NIVUS,6947,6948.0,-1.0
2021-02,automoveis,VW/T CROSS,10764,10765.0,-1.0
2021-02,comerciais_leves,FIAT/STRADA,18600,18601.0,-1.0
2021-02,comerciais_leves,FIAT/TORO,10858,10859.0,-1.0
2021-02,comerciais_leves,HYUNDAI/HR,575,576.0,-1.0
2021-02,comerciais_leves,PEUGEOT/EXPERT,410,411.0,-1.0
2021-02,comerciais_leves,VW/SAVEIRO,5019,5020.0,-1.0
2021-03,automoveis,AUDI/A5,115,116.0,-1.0
2020-12,automoveis,TOYOTA/HILUX SW4,9128,9129.0,-1.0
2020-12,automoveis,VW/POLO,41836,41837.0,-1.0
2020-12,comerciais_leves,MITSUBISHI/L200,9480,9481.0,-1.0
2020-12,comerciais_leves,VW/SAVEIRO,30964,30965.0,-1.0
2021-02,automoveis,CAOA CHERY/TIGGO 5X,1602,1603.0,-1.0
2021-02,automoveis,CITROEN/C4L,179,180.0,-1.0
2021-02,automoveis,GM/ONIX,20827,20828.0,-1.0
2021-02,automoveis,HONDA/HR-V,6360,6361.0,-1.0
2018-04,automoveis,FORD/MUSTANG,281,282.0,-1.0
2020-11,comerciais_leves,FIAT/STRADA,69642,69643.0,-1.0
2020-11,comerciais_leves,NISSAN/FRONTIER,7120,7121.0,-1.0
2020-11,comerciais_leves,VW/AMAROK,9709,9710.0,-1.0
2020-12,automoveis,FIAT/ARGO,65937,65938.0,-1.0
2020-12,automoveis,HONDA/CIVIC,20447,20448.0,-1.0
