mes,segmento,nome_completo_fonte,unidades_mes_anterior,mes_anterior_observado,diferenca
2016-05,automoveis,M.BENZ/CLASSE GLA,280,281.0,-1.0
2016-05,automoveis,HYUNDAI/HB20,9831,9832.0,-1.0
2016-05,automoveis,HONDA/HR-V,5446,5447.0,-1.0
2016-05,automoveis,GM/CRUZE SEDAN,591,592.0,-1.0
2016-05,automoveis,FORD/KA SEDAN,1826,1825.0,1.0
2016-04,comerciais_leves,TOYOTA/HILUX,3441,3442.0,-1.0
2016-04,automoveis,TOYOTA/HILUX SW4,1294,1295.0,-1.0
2016-04,automoveis,TOYOTA/COROLLA,5983,5984.0,-1.0
2016-04,automoveis,RENAULT/SANDERO,4253,4254.0,-1.0
2016-04,automoveis,JEEP/RENEGADE,4283,4284.0,-1.0
2016-05,automoveis,M.BENZ/GLC,91,92.0,-1.0
2020-09,automoveis,VW/POLO,3426,3427.0,-1.0
2020-09,automoveis,VW/GOL,7911,7912.0,-1.0
2020-09,automoveis,TOYOTA/YARIS SEDAN,1434,1435.0,-1.0
2020-09,automoveis,TOYOTA/COROLLA,3195,3196.0,-1.0
2020-09,automoveis,RENAULT/KWID,2259,2260.0,-1.0
2020-09,automoveis,KIA/CERATO,98,99.0,-1.0
2020-09,automoveis,HONDA/WR-V,865,866.0,-1.0
2020-09,automoveis,HONDA/CIVIC,1846,1847.0,-1.0
2020-09,automoveis,GM/TRACKER,5898,5899.0,-1.0
2018-05,automoveis,VW/POLO,5817,5818.0,-1.0
2020-09,automoveis,FIAT/ARGO,6039,6040.0,-1.0
2020-09,automoveis,CAOA CHERY/TIGGO 7,132,133.0,-1.0
2020-08,comerciais_leves,HYUNDAI/HR,491,492.0,-1.0
2020-08,comerciais_leves,FIAT/TORO,4257,4258.0,-1.0
2020-08,automoveis,VW/UP,1014,1015.0,-1.0
2020-08,automoveis,VW/T CROSS,10210,10211.0,-1.0
2020-08,automoveis,GM/TRACKER,6069,6070.0,-1.0
2020-08,automoveis,GM/ONIX,9715,9716.0,-1.0
2020-08,automoveis,FORD/KA,4257,4258.0,-1.0
2020-08,automoveis,FORD/ECOSPORT,2077,2078.0,-1.0
2020-09,automoveis,GM/CRUZE HB,246,247.0,-1.0
2021-01,automoveis,HONDA/CITY,1122,1123.0,-1.0
2021-01,automoveis,GM/ONIX,16565,16566.0,-1.0
2021-01,automoveis,FIAT/ARGO,8411,8412.0,-1.0
2021-01,automoveis,CAOA CHERY/TIGGO 7,383,384.0,-1.0
2020-12,comerciais_leves,FIAT/STRADA,9610,9611.0,-1.0
2020-12,automoveis,VW/POLO,3801,3802.0,-1.0
2020-12,automoveis,GM/ONIX PLUS,12134,12135.0,-1.0
2020-11,comerciais_leves,NISSAN/FRONTIER,944,945.0,-1.0
2020-11,comerciais_leves,FIAT/STRADA,10064,10065.0,-1.0
2020-11,automoveis,VW/T CROSS,5136,5137.0,-1.0
2020-09,automoveis,VW/TIGUAN,1069,1070.0,-1.0
2020-11,automoveis,MITSUBISHI/ECLIPSE CROSS,378,379.0,-1.0
2020-11,automoveis,GM/TRACKER,6594,6595.0,-1.0
2020-11,automoveis,GM/ONIX PLUS,8618,8619.0,-1.0
2020-10,automoveis,VW/GOL,9133,9134.0,-1.0
2020-10,automoveis,RENAULT/DUSTER,1830,1831.0,-1.0
2020-10,automoveis,NISSAN/KICKS,4024,4025.0,-1.0
2020-10,automoveis,GM/TRACKER,6402,6403.0,-1.0
2020-09,comerciais_leves,FIAT/TORO,4823,4824.0,-1.0
2020-09,comerciais_leves,FIAT/STRADA,8688,8689.0,-1.0
2020-09,comerciais_leves,CITROEN/JUMPY,122,121.0,1.0
2020-11,automoveis,TOYOTA/YARIS HB,2177,2178.0,-1.0
2020-03,automoveis,TOYOTA/COROLLA,4514,4515.0,-1.0
2020-03,automoveis,RENAULT/CAPTUR,949,950.0,-1.0
2020-03,automoveis,NISSAN/VERSA,1870,1871.0,-1.0
2020-03,automoveis,M.BENZ/CLASSE GLA,182,183.0,-1.0
2020-03,automoveis,GM/ONIX,17651,17652.0,-1.0
2020-03,automoveis,FIAT/CRONOS,1359,1360.0,-1.0
2020-02,comerciais_leves,GM/S10,2402,2403.0,-1.0
2020-02,automoveis,VW/VIRTUS,3135,3136.0,-1.0
2020-02,automoveis,VW/T CROSS,3338,3339.0,-1.0
2020-02,automoveis,TOYOTA/COROLLA,3931,3932.0,-1.0
2020-07,comerciais_leves,GM/S10,1442,1443.0,-1.0
2020-02,automoveis,JEEP/RENEGADE,4324,4325.0,-1.0
2020-02,automoveis,HYUNDAI/HB20,6554,6555.0,-1.0
2020-02,automoveis,HONDA/CITY,829,830.0,-1.0
2020-02,automoveis,GM/ONIX PLUS,8721,8722.0,-1.0
2020-02,automoveis,FIAT/ARGO,4793,4794.0,-1.0
2020-01,comerciais_leves,TOYOTA/HILUX,3649,3650.0,-1.0
2020-01,automoveis,VOLVO/XC60,412,413.0,-1.0
2020-01,automoveis,TOYOTA/YARIS SEDAN,3044,3045.0,-1.0
2020-01,automoveis,FORD/KA,8921,8922.0,-1.0
2020-01,automoveis,FIAT/MOBI,4227,4228.0,-1.0
2020-02,automoveis,RENAULT/SANDERO,3137,3138.0,-1.0
2020-07,automoveis,VW/VIRTUS,1932,1933.0,-1.0
2020-07,automoveis,JEEP/RENEGADE,4091,4092.0,-1.0
2020-07,automoveis,FORD/KA,3403,3404.0,-1.0
2020-07,automoveis,FIAT/ARGO,3002,3003.0,-1.0
2020-06,comerciais_leves,FIAT/STRADA,1982,1983.0,-1.0
2020-06,automoveis,VW/VIRTUS,961,962.0,-1.0
2020-05,comerciais_leves,VW/AMAROK,514,515.0,-1.0
2020-05,comerciais_leves,FORD/RANGER,1069,1070.0,-1.0
2020-05,automoveis,JEEP/COMPASS,1094,1095.0,-1.0
2020-05,automoveis,GM/ONIX PLUS,2222,2223.0,-1.0
2020-03,automoveis,VW/POLO,5516,5517.0,-1.0
2020-04,comerciais_leves,VW/AMAROK,1144,1145.0,-1.0
2020-04,comerciais_leves,RENAULT/MASTER,466,467.0,-1.0
2020-04,comerciais_leves,FIAT/TORO,3597,3598.0,-1.0
2020-04,automoveis,TOYOTA/COROLLA,3642,3643.0,-1.0
2020-04,automoveis,M.BENZ/CLA250,15,16.0,-1.0
2020-04,automoveis,CHRYSLER/PACIFICA,1,0.0,1.0
2020-03,comerciais_leves,VW/SAVEIRO,3187,3188.0,-1.0
2020-03,comerciais_leves,NISSAN/FRONTIER,764,765.0,-1.0
2020-03,comerciais_leves,FIAT/TORO,4473,4474.0,-1.0
2020-03,automoveis,VW/T CROSS,5373,5374.0,-1.0
2020-05,automoveis,FIAT/ARGO,1175,1176.0,-1.0
2021-07,automoveis,HYUNDAI/HB20,7608,7609.0,-1.0
2021-07,automoveis,GM/ONIX,2531,2532.0,-1.0
2021-06,comerciais_leves,GM/S10,1945,1946.0,-1.0
2021-06,comerciais_leves,FIAT/TORO,3941,3942.0,-1.0
2021-06,comerciais_leves,FIAT/STRADA,9917,9918.0,-1.0
2021-06,automoveis,VW/POLO,2092,2093.0,-1.0
2021-06,automoveis,VW/GOL,6794,6795.0,-1.0
2021-06,automoveis,TOYOTA/COROLLA CROSS,3677,3678.0,-1.0
2021-06,automoveis,TOYOTA/COROLLA,3789,3790.0,-1.0
2021-01,automoveis,JEEP/COMPASS,6968,6969.0,-1.0
2021-06,automoveis,JEEP/RENEGADE,7360,7361.0,-1.0
2021-06,automoveis,GM/TRACKER,4717,4718.0,-1.0
2021-06,automoveis,FIAT/CRONOS,1967,1968.0,-1.0
2021-05,comerciais_leves,HYUNDAI/HR,211,212.0,-1.0
2021-05,comerciais_leves,GM/S10,1986,1987.0,-1.0
2021-05,automoveis,RENAULT/DUSTER,2413,2414.0,-1.0
2021-05,automoveis,MITSUBISHI/PAJERO,273,274.0,-1.0
2021-05,automoveis,JEEP/COMPASS,5503,5504.0,-1.0
2021-05,automoveis,GM/SPIN,1133,1134.0,-1.0
2021-05,automoveis,GM/ONIX PLUS,4895,4896.0,-1.0
2021-06,automoveis,RENAULT/KWID,4851,4852.0,-1.0
2021-09,automoveis,GM/SPIN,434,435.0,-1.0
2021-09,automoveis,FIAT/MOBI,7537,7538.0,-1.0
2021-09,automoveis,CITROEN/C4 CACTUS,1689,1690.0,-1.0
2021-09,automoveis,AUDI/A4,32,33.0,-1.0
2021-08,comerciais_leves,TOYOTA/HILUX,4575,4576.0,-1.0
2021-08,comerciais_leves,PEUGEOT/EXPERT,336,337.0,-1.0
2021-08,comerciais_leves,NISSAN/FRONTIER,921,922.0,-1.0
2021-08,comerciais_leves,FIAT/TORO,7029,7030.0,-1.0
2021-08,automoveis,VW/T CROSS,3391,3392.0,-1.0
2021-08,automoveis,RENAULT/KWID,4864,4865.0,-1.0
2021-07,automoveis,M.BENZ/CLASSE GLB,481,482.0,-1.0
2021-08,automoveis,JEEP/COMPASS,6669,6670.0,-1.0
2021-08,automoveis,HYUNDAI/HB20,7798,7799.0,-1.0
2021-08,automoveis,HYUNDAI/CRETA,4267,4268.0,-1.0
2021-08,automoveis,FIAT/SIENA,1393,1394.0,-1.0
2021-08,automoveis,CAOA CHERY/TIGGO 8,905,906.0,-1.0
2021-07,comerciais_leves,RENAULT/MASTER,789,790.0,-1.0
2021-07,comerciais_leves,FIAT/TORO,5908,5909.0,-1.0
2021-07,automoveis,VW/TIGUAN,539,540.0,-1.0
2021-07,automoveis,TOYOTA/COROLLA CROSS,4709,4710.0,-1.0
2021-07,automoveis,TOYOTA/COROLLA,3543,3544.0,-1.0
2021-08,automoveis,MINI/COOPER,102,103.0,-1.0
2021-03,automoveis,AUDI/A5,57,58.0,-1.0
2021-02,comerciais_leves,VW/SAVEIRO,2496,2497.0,-1.0
2021-02,comerciais_leves,PEUGEOT/EXPERT,242,243.0,-1.0
2021-02,comerciais_leves,HYUNDAI/HR,321,322.0,-1.0
2021-02,comerciais_leves,FIAT/TORO,5232,5233.0,-1.0
2021-02,comerciais_leves,FIAT/STRADA,9229,9230.0,-1.0
2021-02,automoveis,VW/T CROSS,5240,5241.0,-1.0
2021-02,automoveis,VW/NIVUS,3480,3481.0,-1.0
2021-02,automoveis,HONDA/HR-V,2657,2658.0,-1.0
2021-02,automoveis,GM/ONIX,10566,10567.0,-1.0
2021-05,automoveis,GM/ONIX,6401,6402.0,-1.0
2021-02,automoveis,CAOA CHERY/TIGGO 5X,960,961.0,-1.0
2021-01,comerciais_leves,VW/AMAROK,907,908.0,-1.0
2021-01,comerciais_leves,TOYOTA/HILUX,3306,3307.0,-1.0
2021-01,comerciais_leves,NISSAN/FRONTIER,956,957.0,-1.0
2021-01,comerciais_leves,HYUNDAI/HR,394,395.0,-1.0
2021-01,automoveis,TOYOTA/COROLLA,5046,5047.0,-1.0
2021-01,automoveis,RENAULT/SANDERO,1893,1894.0,-1.0
2021-01,automoveis,RENAULT/DUSTER,3109,3110.0,-1.0
2021-01,automoveis,RENAULT/CAPTUR,1609,1610.0,-1.0
2021-01,automoveis,JEEP/RENEGADE,7876,7877.0,-1.0
2021-02,automoveis,CITROEN/C4L,121,122.0,-1.0
2021-05,automoveis,FIAT/ARGO,5382,5383.0,-1.0
2021-04,comerciais_leves,VW/SAVEIRO,2909,2910.0,-1.0
2021-04,comerciais_leves,TOYOTA/HILUX,3232,3233.0,-1.0
2021-04,comerciais_leves,FIAT/TORO,6707,6708.0,-1.0
2021-04,automoveis,TOYOTA/COROLLA,4108,4109.0,-1.0
2021-04,automoveis,RENAULT/LOGAN,1013,1014.0,-1.0
2021-04,automoveis,LAND ROVER/EVOQUE,117,118.0,-1.0
2021-04,automoveis,JEEP/RENEGADE,6185,6186.0,-1.0
2021-04,automoveis,JEEP/COMPASS,5210,5211.0,-1.0
2021-04,automoveis,GM/ONIX PLUS,5449,5450.0,-1.0
2021-03,automoveis,FIAT/SIENA,1197,1198.0,-1.0
2021-04,automoveis,FIAT/ARGO,4994,4995.0,-1.0
2021-03,comerciais_leves,PEUGEOT/EXPERT,167,168.0,-1.0
2021-03,comerciais_leves,FIAT/TORO,5625,5626.0,-1.0
2021-03,comerciais_leves,FIAT/STRADA,9370,9371.0,-1.0
2021-03,automoveis,VW/VIRTUS,2161,2162.0,-1.0
2021-03,automoveis,VW/GOL,5846,5847.0,-1.0
2021-03,automoveis,M.BENZ/CLASSE C,130,131.0,-1.0
2021-03,automoveis,HYUNDAI/CRETA,4825,4826.0,-1.0
2021-03,automoveis,HONDA/HR-V,3702,3703.0,-1.0
2021-03,automoveis,GM/ONIX,10260,10261.0,-1.0
2021-04,automoveis,GM/ONIX,7932,7933.0,-1.0
2018-12,automoveis,RENAULT/SANDERO,5109,5110.0,-1.0
2018-12,automoveis,M.BENZ/CLASSE C,540,541.0,-1.0
2018-12,automoveis,JEEP/RENEGADE,3844,3845.0,-1.0
2018-12,automoveis,HONDA/FIT,2440,2441.0,-1.0
2018-12,automoveis,CITROEN/C4 CACTUS,1149,1150.0,-1.0
2018-11,comerciais_leves,VW/SAVEIRO,4064,4065.0,-1.0
2018-11,automoveis,VW/TIGUAN,1032,1033.0,-1.0
2018-11,automoveis,TOYOTA/RAV4,324,323.0,1.0
2018-11,automoveis,JEEP/COMPASS,6162,6163.0,-1.0
2019-12,comerciais_leves,RENAULT/MASTER,641,642.0,-1.0
2018-11,automoveis,HONDA/CITY,1851,1852.0,-1.0
2018-11,automoveis,FIAT/SIENA,1316,1317.0,-1.0
2018-11,automoveis,FIAT/MOBI,4996,4997.0,-1.0
2018-10,comerciais_leves,TOYOTA/HILUX,3281,3282.0,-1.0
2018-10,comerciais_leves,RENAULT/MASTER,608,609.0,-1.0
2018-10,automoveis,VW/VIRTUS,3523,3524.0,-1.0
2018-10,automoveis,VW/POLO,5317,5318.0,-1.0
2018-10,automoveis,TOYOTA/HILUX SW4,1016,1017.0,-1.0
2018-10,automoveis,RENAULT/KWID,5485,5486.0,-1.0
2018-10,automoveis,NISSAN/KICKS,3999,4000.0,-1.0
2018-11,automoveis,HONDA/HR-V,5351,5352.0,-1.0
2019-03,automoveis,FIAT/ARGO,6673,6674.0,-1.0
2019-02,comerciais_leves,M.BENZ/SPRINTER 313,175,176.0,-1.0
2019-02,automoveis,VW/GOLF,275,276.0,-1.0
2019-02,automoveis,RENAULT/DUSTER,1910,1911.0,-1.0
2019-02,automoveis,RENAULT/CAPTUR,2556,2557.0,-1.0
2019-02,automoveis,JEEP/RENEGADE,4782,4783.0,-1.0
2019-02,automoveis,FORD/FIESTA,645,646.0,-1.0
2019-02,automoveis,BMW/X1,206,205.0,1.0
2019-01,automoveis,VW/GOL,7271,7272.0,-1.0
2019-01,automoveis,TOYOTA/HILUX SW4,1345,1346.0,-1.0
2018-12,automoveis,TOYOTA/YARIS SEDAN,2773,2774.0,-1.0
2019-01,automoveis,JEEP/RENEGADE,5497,5498.0,-1.0
2019-01,automoveis,HYUNDAI/HB20,8994,8995.0,-1.0
2019-01,automoveis,GM/PRISMA,6741,6742.0,-1.0
2019-01,automoveis,FIAT/WEEKEND,61,62.0,-1.0
2019-01,automoveis,FIAT/DOBLO,445,446.0,-1.0
2019-01,automoveis,CITROEN/C4 CACTUS,1150,1151.0,-1.0
2018-12,comerciais_leves,RENAULT/OROCH,996,997.0,-1.0
2018-12,comerciais_leves,FIAT/TORO,3921,3922.0,-1.0
2018-12,automoveis,VW/TIGUAN,985,986.0,-1.0
2018-12,automoveis,VW/FOX/CROSS FOX,3328,3329.0,-1.0
2019-01,automoveis,TOYOTA/COROLLA,5181,5182.0,-1.0
2018-08,automoveis,JEEP/COMPASS,5359,5360.0,-1.0
2018-08,automoveis,HYUNDAI/CRETA,4237,4238.0,-1.0
2018-08,automoveis,GM/SPIN,1649,1650.0,-1.0
2018-08,automoveis,GM/PRISMA,5015,5016.0,-1.0
2018-08,automoveis,FORD/KA SEDAN,3049,3050.0,-1.0
2018-08,automoveis,FORD/FIESTA,1477,1478.0,-1.0
2018-08,automoveis,FORD/ECOSPORT,3106,3107.0,-1.0
2018-06,automoveis,VW/POLO,5627,5628.0,-1.0
2018-06,automoveis,TOYOTA/ETIOS HB,3360,3361.0,-1.0
2018-06,automoveis,TOYOTA/COROLLA,4853,4854.0,-1.0
2018-10,automoveis,JEEP/RENEGADE,3385,3386.0,-1.0
2018-06,automoveis,JAC/T40,259,260.0,-1.0
2018-06,automoveis,HYUNDAI/CRETA,3840,3841.0,-1.0
2018-06,automoveis,HONDA/FIT,1993,1994.0,-1.0
2018-06,automoveis,HONDA/CITY,1170,1171.0,-1.0
2018-06,automoveis,GM/TRACKER,2214,2215.0,-1.0
2018-06,automoveis,GM/PRISMA,5021,5022.0,-1.0
2018-06,automoveis,GM/CRUZE SEDAN,1680,1681.0,-1.0
2018-06,automoveis,FORD/KA,7638,7639.0,-1.0
2018-06,automoveis,FIAT/ARGO,4681,4682.0,-1.0
2018-05,comerciais_leves,RENAULT/OROCH,1106,1107.0,-1.0
2018-06,automoveis,RENAULT/CAPTUR,1698,1699.0,-1.0
2018-10,automoveis,JEEP/COMPASS,5005,5006.0,-1.0
2018-10,automoveis,HONDA/HR-V,3971,3972.0,-1.0
2018-10,automoveis,HONDA/CIVIC,1913,1914.0,-1.0
2018-10,automoveis,GM/CRUZE SEDAN,1540,1541.0,-1.0
2018-10,automoveis,FORD/FOCUS SEDAN,378,379.0,-1.0
2018-09,comerciais_leves,TOYOTA/HILUX,3541,3542.0,-1.0
2018-09,comerciais_leves,FIAT/STRADA,6117,6118.0,-1.0
2018-09,comerciais_leves,FIAT/FIORINO,1463,1464.0,-1.0
2018-09,automoveis,VW/VIRTUS,4649,4650.0,-1.0
2018-09,automoveis,VOLVO/XC40,473,474.0,-1.0
2018-08,automoveis,NISSAN/KICKS,3156,3157.0,-1.0
2018-09,automoveis,M.BENZ/CLASSE GLA,308,309.0,-1.0
2018-09,automoveis,HYUNDAI/CRETA,5276,5277.0,-1.0
2018-09,automoveis,HONDA/HR-V,5020,5021.0,-1.0
2018-09,automoveis,HONDA/CITY,1212,1213.0,-1.0
2018-09,automoveis,GM/PRISMA,6118,6119.0,-1.0
2018-09,automoveis,GM/CRUZE SEDAN,1746,1747.0,-1.0
2018-09,automoveis,CITROEN/C3,506,507.0,-1.0
2018-08,automoveis,VW/POLO,5827,5828.0,-1.0
2018-08,automoveis,RENAULT/SANDERO,4250,4251.0,-1.0
2018-08,automoveis,PEUGEOT/3008,205,206.0,-1.0
2018-09,automoveis,TOYOTA/YARIS HB,4090,4091.0,-1.0
2019-10,automoveis,FORD/KA,7890,7891.0,-1.0
2019-09,automoveis,VW/POLO,6814,6815.0,-1.0
2019-09,automoveis,NISSAN/KICKS,3886,3887.0,-1.0
2019-09,automoveis,HYUNDAI/HB20,8186,8187.0,-1.0
2019-09,automoveis,GM/PRISMA,7250,7251.0,-1.0
2019-09,automoveis,GM/CRUZE SEDAN,1487,1488.0,-1.0
2019-08,comerciais_leves,FORD/RANGER,1829,1830.0,-1.0
2019-08,automoveis,VW/VIRTUS,3810,3811.0,-1.0
2019-08,automoveis,VW/POLO,6198,6199.0,-1.0
2019-08,automoveis,RENAULT/KWID,8069,8070.0,-1.0
2019-03,automoveis,FORD/KA,7632,7633.0,-1.0
2019-08,automoveis,GM/ONIX,20070,20071.0,-1.0
2019-08,automoveis,FORD/KA,9075,9076.0,-1.0
2019-08,automoveis,FIAT/CRONOS,1391,1392.0,-1.0
2019-07,automoveis,MITSUBISHI/PAJERO,304,305.0,-1.0
2019-07,automoveis,LAND ROVER/DISCOVERY,201,202.0,-1.0
2019-07,automoveis,JEEP/RENEGADE,5911,5912.0,-1.0
2019-07,automoveis,HYUNDAI/HB20,8146,8147.0,-1.0
2019-07,automoveis,GM/ONIX,19499,19500.0,-1.0
2019-07,automoveis,GM/CRUZE SEDAN,1163,1164.0,-1.0
2019-07,automoveis,FIAT/ARGO,7538,7539.0,-1.0
2019-08,automoveis,JEEP/COMPASS,6170,6171.0,-1.0
2019-12,comerciais_leves,FIAT/TORO,6280,6281.0,-1.0
2019-12,automoveis,NISSAN/KICKS,5034,5035.0,-1.0
2019-12,automoveis,JEEP/RENEGADE,6232,6233.0,-1.0
2019-12,automoveis,JEEP/COMPASS,5199,5200.0,-1.0
2019-11,comerciais_leves,FIAT/TORO,6913,6914.0,-1.0
2019-11,comerciais_leves,FIAT/STRADA,6957,6958.0,-1.0
2019-11,automoveis,VW/GOL,6569,6570.0,-1.0
2019-11,automoveis,TOYOTA/YARIS SEDAN,2386,2387.0,-1.0
2019-11,automoveis,TOYOTA/COROLLA,6210,6211.0,-1.0
2019-11,automoveis,RENAULT/KWID,6065,6066.0,-1.0
2019-10,automoveis,FORD/MUSTANG,38,39.0,-1.0
2019-11,automoveis,GM/ONIX PLUS,7139,7140.0,-1.0
2019-11,automoveis,FORD/ECOSPORT,3477,3478.0,-1.0
2019-11,automoveis,FIAT/ARGO,7585,7586.0,-1.0
2019-10,comerciais_leves,GM/MONTANA,1152,1153.0,-1.0
2019-10,comerciais_leves,FIAT/TORO,5696,5697.0,-1.0
2019-10,automoveis,VW/UP,1161,1162.0,-1.0
2019-10,automoveis,VW/PASSAT,61,62.0,-1.0
2019-10,automoveis,VW/JETTA,1106,1107.0,-1.0
2019-10,automoveis,JEEP/RENEGADE,6088,6089.0,-1.0
2019-10,automoveis,GM/ONIX,21043,21044.0,-1.0
2019-11,automoveis,HYUNDAI/CRETA,5323,5324.0,-1.0
2019-05,automoveis,CHERY/TIGGO 5X,538,539.0,-1.0
2019-04,comerciais_leves,FIAT/STRADA,5286,5285.0,1.0
2019-04,automoveis,VW/GOL,6619,6620.0,-1.0
2019-04,automoveis,VW/FOX/CROSS FOX,3449,3450.0,-1.0
2019-04,automoveis,RENAULT/CAPTUR,1871,1872.0,-1.0
2019-04,automoveis,NISSAN/KICKS,4863,4864.0,-1.0
2019-04,automoveis,JEEP/COMPASS,4474,4475.0,-1.0
2019-04,automoveis,HYUNDAI/CRETA,3791,3792.0,-1.0
2019-04,automoveis,HONDA/WR-V,922,923.0,-1.0
2019-04,automoveis,HONDA/CIVIC,2099,2100.0,-1.0
2019-07,automoveis,AUDI/Q5,169,170.0,-1.0
2019-04,automoveis,CHERY/TIGGO 5X,530,531.0,-1.0
2019-03,comerciais_leves,FIAT/FIORINO,995,996.0,-1.0
2019-03,comerciais_leves,FIAT/DUCATO,418,419.0,-1.0
2019-03,automoveis,TOYOTA/HILUX SW4,1027,1028.0,-1.0
2019-03,automoveis,LAND ROVER/DISCOVERY,204,203.0,1.0
2019-03,automoveis,JEEP/RENEGADE,4705,4706.0,-1.0
2019-03,automoveis,HYUNDAI/HB20,8054,8055.0,-1.0
2019-03,automoveis,HONDA/WR-V,980,981.0,-1.0
2019-03,automoveis,HONDA/CITY,1439,1440.0,-1.0
2019-03,automoveis,GM/PRISMA,6498,6499.0,-1.0
2019-04,automoveis,FORD/KA,8340,8341.0,-1.0
2019-07,automoveis,AUDI/A5,37,38.0,-1.0
2019-06,comerciais_leves,NISSAN/FRONTIER,585,586.0,-1.0
2019-06,automoveis,VW/T CROSS,3002,3003.0,-1.0
2019-06,automoveis,PEUGEOT/3008,215,216.0,-1.0
2019-06,automoveis,NISSAN/KICKS,4519,4520.0,-1.0
2019-06,automoveis,HONDA/FIT,2316,2317.0,-1.0
2019-06,automoveis,GM/PRISMA,7508,7509.0,-1.0
2019-06,automoveis,GM/CRUZE SEDAN,1469,1470.0,-1.0
2019-06,automoveis,GM/CRUZE HB,362,363.0,-1.0
2019-06,automoveis,AUDI/Q3,130,131.0,-1.0
2019-05,automoveis,GM/ONIX,19618,19619.0,-1.0
2019-05,comerciais_leves,PEUGEOT/EXPERT,182,183.0,-1.0
2019-05,comerciais_leves,GM/S10,2291,2292.0,-1.0
2019-05,automoveis,VW/TIGUAN,1323,1324.0,-1.0
2019-05,automoveis,TOYOTA/COROLLA,4666,4667.0,-1.0
2019-05,automoveis,RENAULT/KWID,7318,7319.0,-1.0
2019-05,automoveis,KIA/SPORTAGE,418,419.0,-1.0
2019-05,automoveis,JEEP/RENEGADE,5713,5714.0,-1.0
2019-05,automoveis,JEEP/COMPASS,4929,4930.0,-1.0
2019-05,automoveis,HYUNDAI/CRETA,4386,4387.0,-1.0
2019-05,automoveis,HONDA/HR-V,3926,3927.0,-1.0
2019-05,comerciais_leves,VW/AMAROK,1847,1848.0,-1.0
