mes_ref,marca,modelo,unidades_painel,marca_painel_grafia,modelo_painel_grafia,nome_planilha,unidades_planilha,marca_planilha_grafia,modelo_planilha_grafia,diferenca,situacao
2016-08,MITSUBISHI,ASX,505.0,MITSUBISHI,ASX,Mitsubishi ASX,505.0,Mitsubishi,ASX,0.0,igual
2016-08,MITSUBISHI,L200,868.0,MITSUBISHI,L200,,0.0,,,868.0,so_no_painel
2016-08,MITSUBISHI,L200 TRITON,0.0,,,Mitsubishi L200 Triton,868.0,Mitsubishi,L200 Triton,-868.0,so_na_planilha
2016-08,MITSUBISHI,LANCER,423.0,MITSUBISHI,LANCER,Mitsubishi Lancer,423.0,Mitsubishi,Lancer,0.0,igual
2016-08,MITSUBISHI,OUTLANDER,405.0,MITSUBISHI,OUTLANDER,Mitsubishi Outlander,405.0,Mitsubishi,Outlander,0.0,igual
2016-08,MITSUBISHI,PAJERO,179.0,MITSUBISHI,PAJERO,,0.0,,,179.0,so_no_painel
2016-08,MITSUBISHI,PAJERO FULL,0.0,,,Mitsubishi Pajero Full,29.0,Mitsubishi,Pajero Full,-29.0,so_na_planilha
2016-08,MITSUBISHI,PAJERO HPE,0.0,,,Mitsubishi Pajero HPE,150.0,Mitsubishi,Pajero HPE,-150.0,so_na_planilha
2016-08,NISSAN,FRONTIER,263.0,NISSAN,FRONTIER,Nissan Frontier,263.0,Nissan,Frontier,0.0,igual
2016-08,NISSAN,KICKS,1970.0,NISSAN,KICKS,Nissan Kicks,1970.0,Nissan,Kicks,0.0,igual
2016-08,NISSAN,LIVINA,2.0,NISSAN,LIVINA,,0.0,,,2.0,so_no_painel
2016-08,NISSAN,MARCH,1820.0,NISSAN,MARCH,Nissan March,1820.0,Nissan,March,0.0,igual
2016-08,NISSAN,SENTRA,328.0,NISSAN,SENTRA,Nissan Sentra,328.0,Nissan,Sentra,0.0,igual
2016-08,NISSAN,VERSA,1907.0,NISSAN,VERSA,Nissan Versa,1907.0,Nissan,Versa,0.0,igual
2016-08,PEUGEOT,2008,1123.0,PEUGEOT,2008,Peugeot 2008,1123.0,Peugeot,2008,0.0,igual
2016-08,PEUGEOT,208,829.0,PEUGEOT,208,Peugeot 208,829.0,Peugeot,208,0.0,igual
2016-08,PEUGEOT,3008,0.0,,,Peugeot 3008,6.0,Peugeot,3008,-6.0,so_na_planilha
2016-08,PEUGEOT,308,166.0,PEUGEOT,308,Peugeot 308,166.0,Peugeot,308,0.0,igual
2016-08,PEUGEOT,408,47.0,PEUGEOT,408,Peugeot 408,47.0,Peugeot,408,0.0,igual
2016-08,PEUGEOT,BOXER,22.0,PEUGEOT,BOXER,Peugeot Boxer,22.0,Peugeot,Boxer,0.0,igual
2016-08,PEUGEOT,PARTNER,26.0,PEUGEOT,PARTNER,Peugeot Partner,26.0,Peugeot,Partner,0.0,igual
2016-08,PORSCHE,718 BOXSTER,0.0,,,Porsche 718 Boxster,16.0,Porsche,718 Boxster,-16.0,so_na_planilha
2016-08,PORSCHE,718 CAYMAN,0.0,,,Porsche 718 Cayman,7.0,Porsche,718 Cayman,-7.0,so_na_planilha
2016-08,PORSCHE,911,24.0,PORSCHE,911,Porsche 911,31.0,Porsche,911,-7.0,diverge
2016-08,PORSCHE,BOXSTER,16.0,PORSCHE,BOXSTER,,0.0,,,16.0,so_no_painel
2016-08,PORSCHE,CAYENNE,0.0,,,Porsche Cayenne,26.0,Porsche,Cayenne,-26.0,so_na_planilha
2016-08,PORSCHE,CAYMAN,7.0,PORSCHE,CAYMAN,,0.0,,,7.0,so_no_painel
2016-08,PORSCHE,MACAN,0.0,,,Porsche Macan,44.0,Porsche,Macan,-44.0,so_na_planilha
2016-08,RAM,2500,34.0,RAM,2500,RAM 2500,1.0,RAM,2500,33.0,diverge
2016-08,RELY,PICK UP,0.0,,,Rely Pick-up,6.0,Rely,Pick-up,-6.0,so_na_planilha
2016-08,RELY,RELY PICK UP,6.0,RELY,RELY PICK-UP,,0.0,,,6.0,so_no_painel
2016-08,RENAULT,CLIO,603.0,RENAULT,CLIO,Renault Clio,603.0,Renault,Clio,0.0,igual
2016-08,RENAULT,DUSTER,2131.0,RENAULT,DUSTER,Renault Duster,2131.0,Renault,Duster,0.0,igual
2016-08,RENAULT,FLUENCE,189.0,RENAULT,FLUENCE,Renault Fluence,189.0,Renault,Fluence,0.0,igual
2016-08,RENAULT,KANGOO,112.0,RENAULT,KANGOO,Renault Kangoo,112.0,Renault,Kangoo,0.0,igual
2016-08,RENAULT,LOGAN,2521.0,RENAULT,LOGAN,Renault Logan,2521.0,Renault,Logan,0.0,igual
2016-08,RENAULT,MASTER,529.0,RENAULT,MASTER,Renault Master,530.0,Renault,Master,-1.0,diverge
2016-08,RENAULT,OROCH,1271.0,RENAULT,OROCH,Renault Oroch,1271.0,Renault,Oroch,0.0,igual
2016-08,RENAULT,SANDERO,6657.0,RENAULT,SANDERO,Renault Sandero,6657.0,Renault,Sandero,0.0,igual
2016-08,ROLLS ROYCE,WRAITH,0.0,,,Rolls-Royce Wraith,1.0,ROLLS ROYCE,Wraith,-1.0,so_na_planilha
2016-08,SHINERAY,A9,0.0,,,Shineray A9,8.0,Shineray,A9,-8.0,so_na_planilha
2016-08,SHINERAY,A9 CARGO,0.0,,,Shineray A9 Cargo,1.0,Shineray,A9 Cargo,-1.0,so_na_planilha
2016-08,SHINERAY,P TRUCKS,8.0,SHINERAY,P TRUCKS,,0.0,,,8.0,so_no_painel
2016-08,SHINERAY,TRUCK,1.0,SHINERAY,TRUCK,,0.0,,,1.0,so_no_painel
2016-08,SUBARU,FORESTER,60.0,SUBARU,FORESTER,Subaru Forester,60.0,Subaru,Forester,0.0,igual
2016-08,SUBARU,LEGACY,0.0,,,Subaru Legacy,17.0,Subaru,Legacy,-17.0,so_na_planilha
2016-08,SUBARU,OUTBACK,0.0,,,Subaru Outback,8.0,Subaru,Outback,-8.0,so_na_planilha
2016-08,SUBARU,WRX,0.0,,,Subaru WRX,15.0,Subaru,WRX,-15.0,so_na_planilha
2016-08,SUBARU,XV,0.0,,,Subaru XV,21.0,Subaru,XV,-21.0,so_na_planilha
2016-08,SUZUKI,GRAND VITARA,0.0,,,Suzuki Grand Vitara,70.0,Suzuki,Grand Vitara,-70.0,so_na_planilha
2016-08,SUZUKI,GVITARA,70.0,SUZUKI,GVITARA,,0.0,,,70.0,so_no_painel
2016-08,SUZUKI,JIMNY,130.0,SUZUKI,JIMNY,Suzuki Jimny,130.0,Suzuki,Jimny,0.0,igual
2016-08,SUZUKI,S CROSS,0.0,,,Suzuki S-Cross,91.0,Suzuki,S-Cross,-91.0,so_na_planilha
2016-08,SUZUKI,SWIFT,0.0,,,Suzuki Swift,3.0,Suzuki,Swift,-3.0,so_na_planilha
2016-08,SUZUKI,SX4,91.0,SUZUKI,SX4,,0.0,,,91.0,so_no_painel
2016-08,TOYOTA,BANDEIRANTE,3.0,TOYOTA,BANDEIRANTE,,0.0,,,3.0,so_no_painel
2016-08,TOYOTA,CAMRY,0.0,,,Toyota Camry,5.0,Toyota,Camry,-5.0,so_na_planilha
2016-08,TOYOTA,COROLLA,6028.0,TOYOTA,COROLLA,Toyota Corolla,6030.0,Toyota,Corolla,-2.0,diverge
2016-08,TOYOTA,ETIOS,0.0,,,Toyota Etios,4094.0,Toyota,Etios,-4094.0,so_na_planilha
2016-08,TOYOTA,ETIOS HB,4094.0,TOYOTA,ETIOS HB,,0.0,,,4094.0,so_no_painel
2016-08,TOYOTA,ETIOS SEDA,0.0,,,Toyota Etios Sedã,3188.0,Toyota,Etios Sedã,-3188.0,so_na_planilha
2016-08,TOYOTA,ETIOS SEDAN,3188.0,TOYOTA,ETIOS SEDAN,,0.0,,,3188.0,so_no_painel
2016-08,TOYOTA,FIELDER,1.0,TOYOTA,FIELDER,,0.0,,,1.0,so_no_painel
2016-08,TOYOTA,HILUX,2876.0,TOYOTA,HILUX,Toyota Hilux,2784.0,Toyota,Hilux,92.0,diverge
2016-08,TOYOTA,HILUX SW4,954.0,TOYOTA,HILUX SW4,,0.0,,,954.0,so_no_painel
2016-08,TOYOTA,PRIUS,15.0,TOYOTA,PRIUS,Toyota Prius,15.0,Toyota,Prius,0.0,igual
2016-08,TOYOTA,RAV4,42.0,TOYOTA,RAV4,Toyota RAV4,42.0,Toyota,RAV4,0.0,igual
2016-08,TOYOTA,RIBEIRAUTO,1.0,TOYOTA,RIBEIRAUTO,,0.0,,,1.0,so_no_painel
2016-08,TOYOTA,SW4,0.0,,,Toyota SW4,1046.0,Toyota,SW4,-1046.0,so_na_planilha
2016-08,TROLLER,T4,104.0,TROLLER,T4,Troller T4,104.0,Troller,T4,0.0,igual
2016-08,VICR,SAVEIRO,0.0,VICR,SAVEIRO,,0.0,,,0.0,so_na_planilha
2016-08,VOLVO,S60,18.0,VOLVO,S60,Volvo S60,18.0,Volvo,S60,0.0,igual
2016-08,VOLVO,V40,0.0,,,Volvo V40,39.0,Volvo,V40,-39.0,so_na_planilha
2016-08,VOLVO,V60,11.0,VOLVO,V60,Volvo V60,11.0,Volvo,V60,0.0,igual
2016-08,VOLVO,XC60,178.0,VOLVO,XC60,Volvo XC60,178.0,Volvo,XC60,0.0,igual
2016-08,VOLVO,XC90,0.0,,,Volvo XC90,63.0,Volvo,XC90,-63.0,so_na_planilha
2016-08,VW,AMAROK,492.0,VW,AMAROK,Volkswagen Amarok,492.0,VW,Amarok,0.0,igual
2016-08,VW,CC,0.0,,,Volkswagen CC,6.0,VW,CC,-6.0,so_na_planilha
2016-08,VW,CROSSFOX,0.0,,,Volkswagen CrossFox,310.0,VW,CrossFox,-310.0,so_na_planilha
2016-08,VW,FOX,0.0,,,Volkswagen Fox,3212.0,VW,Fox,-3212.0,so_na_planilha
2016-08,VW,FOX CROSS FOX,3522.0,VW,FOX/CROSS FOX,,0.0,,,3522.0,so_no_painel
2016-08,VW,FUSCA,0.0,,,Volkswagen Fusca,10.0,VW,Fusca,-10.0,so_na_planilha
2016-08,VW,GOL,4525.0,VW,GOL,Volkswagen Gol,4525.0,VW,Gol,0.0,igual
2016-08,VW,GOLF,279.0,VW,GOLF,Volkswagen Golf,279.0,VW,Golf,0.0,igual
2016-08,VW,GOLF VARIANT,52.0,VW,GOLF VARIANT,Volkswagen Golf Variant,52.0,VW,Golf Variant,0.0,igual
2016-08,VW,JETTA,642.0,VW,JETTA,Volkswagen Jetta,642.0,VW,Jetta,0.0,igual
2016-08,VW,JETTA VARIANT,0.0,VW,JETTA VARIANT,,0.0,,,0.0,so_na_planilha
2016-08,VW,KOMBI,1.0,VW,KOMBI,,0.0,,,1.0,so_no_painel
2016-08,VW,PARATI,2.0,VW,PARATI,,0.0,,,2.0,so_no_painel
2016-08,VW,PASSAT,15.0,VW,PASSAT,Volkswagen Passat,15.0,VW,Passat,0.0,igual
2016-08,VW,POLO SEDAN,0.0,VW,POLO SEDAN,,0.0,,,0.0,so_na_planilha
2016-08,VW,QUANTUM,1.0,VW,QUANTUM,,0.0,,,1.0,so_no_painel
2016-08,VW,SAVEIRO,3838.0,VW,SAVEIRO,Volkswagen Saveiro,3838.0,VW,Saveiro,0.0,igual
2016-08,VW,SPACE CROSS,0.0,,,Volkswagen Space Cross,71.0,VW,Space Cross,-71.0,so_na_planilha
2016-08,VW,SPACE FOX,161.0,VW,SPACE FOX,,0.0,,,161.0,so_no_painel
2016-08,VW,SPACECROSS,71.0,VW,SPACECROSS,,0.0,,,71.0,so_no_painel
2016-08,VW,SPACEFOX,0.0,,,Volkswagen SpaceFox,161.0,VW,SpaceFox,-161.0,so_na_planilha
2016-08,VW,TIGUAN,45.0,VW,TIGUAN,Volkswagen Tiguan,45.0,VW,Tiguan,0.0,igual
2016-08,VW,TOUAREG,0.0,,,Volkswagen Touareg,10.0,VW,Touareg,-10.0,so_na_planilha
2016-08,VW,UP,3003.0,VW,UP,Volkswagen up!,3003.0,VW,up!,0.0,igual
2016-08,VW,VOYAGE,1987.0,VW,VOYAGE,Volkswagen Voyage,1987.0,VW,Voyage,0.0,igual
2016-09,AGRALE,AGRALE MARRUA,4.0,AGRALE,AGRALE MARRUA,,0.0,,,4.0,so_no_painel
2016-09,AGRALE,MARRUA,0.0,,,Agrale Marruá,4.0,Agrale,Marruá,-4.0,so_na_planilha
2016-09,AUDI,A1,0.0,,,Audi A1,6.0,Audi,A1,-6.0,so_na_planilha
2016-09,AUDI,A3,0.0,,,Audi A3,21.0,Audi,A3,-21.0,so_na_planilha
2016-09,AUDI,A3 SEDAN,181.0,AUDI,A3 SEDAN,Audi A3 Sedan,181.0,Audi,A3 Sedan,0.0,igual
2016-09,AUDI,A4,3.0,AUDI,A4,Audi A4,59.0,Audi,A4,-56.0,diverge
2016-09,AUDI,A4 AVANT,0.0,AUDI,A4 AVANT,,0.0,,,0.0,so_na_planilha
2016-09,AUDI,A5,59.0,AUDI,A5,Audi A5,59.0,Audi,A5,0.0,igual
2016-09,AUDI,A6,19.0,AUDI,A6,Audi A6,19.0,Audi,A6,0.0,igual
2016-09,AUDI,A6 ALLROAD,0.0,AUDI,A6 ALLROAD,,0.0,,,0.0,so_na_planilha
2016-09,AUDI,A7 SPORTBACK,0.0,,,Audi A7 Sportback,2.0,Audi,A7 Sportback,-2.0,so_na_planilha
2016-09,AUDI,A8,0.0,,,Audi A8,2.0,Audi,A8,-2.0,so_na_planilha
2016-09,AUDI,Q3,494.0,AUDI,Q3,Audi Q3,494.0,Audi,Q3,0.0,igual
2016-09,AUDI,Q5,0.0,,,Audi Q5,35.0,Audi,Q5,-35.0,so_na_planilha
2016-09,AUDI,Q7,0.0,,,Audi Q7,9.0,Audi,Q7,-9.0,so_na_planilha
2016-09,AUDI,R8,0.0,,,Audi R8,1.0,Audi,R8,-1.0,so_na_planilha
2016-09,AUDI,RS 3 SPORTBACK,0.0,,,Audi RS 3 Sportback,4.0,Audi,RS 3 Sportback,-4.0,so_na_planilha
2016-09,AUDI,RS 6 AVANT,0.0,,,Audi RS 6 Avant,3.0,Audi,RS 6 Avant,-3.0,so_na_planilha
2016-09,AUDI,RS Q3,0.0,,,Audi RS Q3,1.0,Audi,RS Q3,-1.0,so_na_planilha
2016-09,AUDI,S3 SPORTBACK,0.0,,,Audi S3 Sportback,7.0,Audi,S3 Sportback,-7.0,so_na_planilha
2016-09,AUDI,SQ5,0.0,,,Audi SQ5,2.0,Audi,SQ5,-2.0,so_na_planilha
2016-09,AUDI,TT,37.0,AUDI,TT,,0.0,,,37.0,so_no_painel
2016-09,AUDI,TT COUPE,0.0,,,Audi TT Coupé,37.0,Audi,TT Coupé,-37.0,so_na_planilha
2016-09,BMW,220I,34.0,BMW,220I,,0.0,,,34.0,so_no_painel
2016-09,BMW,320,310.0,BMW,320,,0.0,,,310.0,so_no_painel
2016-09,BMW,328,45.0,BMW,328,,0.0,,,45.0,so_no_painel
2016-09,BMW,I3,0.0,,,BMW i3,10.0,BMW,i3,-10.0,so_na_planilha
2016-09,BMW,M235I,0.0,,,BMW M235i,1.0,BMW,M235i,-1.0,so_na_planilha
2016-09,BMW,M3,0.0,,,BMW M3,9.0,BMW,M3,-9.0,so_na_planilha
2016-09,BMW,M4,0.0,,,BMW M4,1.0,BMW,M4,-1.0,so_na_planilha
2016-09,BMW,M6,0.0,,,BMW M6,2.0,BMW,M6,-2.0,so_na_planilha
2016-09,BMW,SERIE 1,0.0,,,BMW Série 1,24.0,BMW,Série 1,-24.0,so_na_planilha
2016-09,BMW,SERIE 2 ACTIVE TOURER,0.0,,,BMW Série 2 Active Tourer,34.0,BMW,Série 2 Active Tourer,-34.0,so_na_planilha
2016-09,BMW,SERIE 3,0.0,,,BMW Série 3,355.0,BMW,Série 3,-355.0,so_na_planilha
2016-09,BMW,SERIE 4,0.0,,,BMW Série 4,5.0,BMW,Série 4,-5.0,so_na_planilha
2016-09,BMW,SERIE 5,0.0,,,BMW Série 5,6.0,BMW,Série 5,-6.0,so_na_planilha
2016-09,BMW,SERIE 7,0.0,,,BMW Série 7,3.0,BMW,Série 7,-3.0,so_na_planilha
2016-09,BMW,X1,344.0,BMW,X1,BMW X1,344.0,BMW,X1,0.0,igual
2016-09,BMW,X3,0.0,,,BMW X3,76.0,BMW,X3,-76.0,so_na_planilha
2016-09,BMW,X4,63.0,BMW,X4,BMW X4,63.0,BMW,X4,0.0,igual
2016-09,BMW,X5,0.0,,,BMW X5,61.0,BMW,X5,-61.0,so_na_planilha
2016-09,BMW,X6,0.0,,,BMW X6,28.0,BMW,X6,-28.0,so_na_planilha
2016-09,BMW,Z4,10.0,BMW,Z4,BMW Z4,10.0,BMW,Z4,0.0,igual
2016-09,BYD,E6,0.0,,,BYD e6,1.0,BYD,e6,-1.0,so_na_planilha
2016-09,BYD,T3,0.0,,,BYD T3,1.0,BYD,T3,-1.0,so_na_planilha
2016-09,CAOA CHERY,CELER,0.0,,,CAOA Chery Celer,64.0,CAOA Chery,Celer,-64.0,so_na_planilha
2016-09,CAOA CHERY,CELER SEDAN,0.0,,,CAOA Chery Celer Sedan,128.0,CAOA Chery,Celer Sedan,-128.0,so_na_planilha
2016-09,CAOA CHERY,QQ,0.0,,,CAOA Chery QQ,5.0,CAOA Chery,QQ,-5.0,so_na_planilha
2016-09,CAOA CHERY,TIGGO,0.0,,,CAOA Chery Tiggo,28.0,CAOA Chery,Tiggo,-28.0,so_na_planilha
2016-09,CHERY,CELER,64.0,CHERY,CELER,,0.0,,,64.0,so_no_painel
2016-09,CHERY,CELER SEDAN,128.0,CHERY,CELER SEDAN,,0.0,,,128.0,so_no_painel
2016-09,CHRYSLER,300,0.0,,,Chrysler 300,3.0,Chrysler,300,-3.0,so_na_planilha
2016-09,CHRYSLER,TOWN COUNTRY,0.0,,,Chrysler Town & Country,5.0,Chrysler,Town & Country,-5.0,so_na_planilha
2016-09,CITROEN,AIRCROSS,590.0,CITROEN,AIRCROSS,Citroën Aircross,591.0,CITROEN,Aircross,-1.0,diverge
2016-09,CITROEN,C3,886.0,CITROEN,C3,Citroën C3,886.0,CITROEN,C3,0.0,igual
2016-09,CITROEN,C3 PICASSO,0.0,CITROEN,C3 PICASSO,,0.0,,,0.0,so_na_planilha
2016-09,CITROEN,C4 LOUNGE,0.0,,,Citroën C4 Lounge,303.0,CITROEN,C4 Lounge,-303.0,so_na_planilha
2016-09,CITROEN,C4 PICASSO,5.0,CITROEN,C4 PICASSO,Citroën C4 Picasso,5.0,CITROEN,C4 Picasso,0.0,igual
2016-09,CITROEN,C4L,303.0,CITROEN,C4L,,0.0,,,303.0,so_no_painel
2016-09,CITROEN,DS 3,0.0,,,Citroën DS 3,1.0,CITROEN,DS 3,-1.0,so_na_planilha
2016-09,CITROEN,DS 4,0.0,,,Citroën DS 4,1.0,CITROEN,DS 4,-1.0,so_na_planilha
2016-09,CITROEN,DS 5,0.0,,,Citroën DS 5,3.0,CITROEN,DS 5,-3.0,so_na_planilha
2016-09,CITROEN,JUMPER,95.0,CITROEN,JUMPER,Citroën Jumper,95.0,CITROEN,Jumper,0.0,igual
2016-09,DODGE,JOURNEY,5.0,DODGE,JOURNEY,Dodge Journey,5.0,Dodge,Journey,0.0,igual
2016-09,EFFA,K01,2.0,EFFA,K01,,0.0,,,2.0,so_no_painel
2016-09,EFFA,K02,3.0,EFFA,K02,Effa K02,3.0,Effa,K02,0.0,igual
2016-09,EFFA,M100,1.0,EFFA,M100,,0.0,,,1.0,so_no_painel
2016-09,EFFA,START PICAPE,0.0,,,Effa Start Picape,2.0,Effa,Start Picape,-2.0,so_na_planilha
2016-09,FERRARI,488 SPIDER,0.0,,,Ferrari 488 Spider,1.0,Ferrari,488 Spider,-1.0,so_na_planilha
2016-09,FERRARI,CALIFORNIA,0.0,,,Ferrari California,1.0,Ferrari,California,-1.0,so_na_planilha
2016-09,FERRARI,F12TDF,0.0,,,Ferrari F12TDF,1.0,Ferrari,F12TDF,-1.0,so_na_planilha
2016-09,FIAT,500,238.0,FIAT,500,Fiat 500,238.0,Fiat,500,0.0,igual
2016-09,FIAT,BRAVO,0.0,,,Fiat Bravo,227.0,Fiat,Bravo,-227.0,so_na_planilha
2016-09,FIAT,DOBLO,586.0,FIAT,DOBLO,Fiat Doblò,486.0,Fiat,Doblò,100.0,diverge
2016-09,FIAT,DOBLO CARGO,0.0,,,Fiat Doblò Cargo,100.0,Fiat,Doblò Cargo,-100.0,so_na_planilha
2016-09,FIAT,DUCATO,234.0,FIAT,DUCATO,Fiat Ducato,234.0,Fiat,Ducato,0.0,igual
2016-09,FIAT,FIORINO,662.0,FIAT,FIORINO,Fiat Fiorino,662.0,Fiat,Fiorino,0.0,igual
2016-09,FIAT,FREEMONT,0.0,,,Fiat Freemont,87.0,Fiat,Freemont,-87.0,so_na_planilha
2016-09,FIAT,IDEA,315.0,FIAT,IDEA,Fiat Idea,315.0,Fiat,Idea,0.0,igual
2016-09,FIAT,LINEA,118.0,FIAT,LINEA,Fiat Linea,118.0,Fiat,Linea,0.0,igual
2016-09,FIAT,MOBI,3264.0,FIAT,MOBI,Fiat Mobi,3264.0,Fiat,Mobi,0.0,igual
2016-09,FIAT,PALIO,3920.0,FIAT,PALIO,Fiat Palio,3920.0,Fiat,Palio,0.0,igual
2016-09,FIAT,PUNTO,477.0,FIAT,PUNTO,Fiat Punto,477.0,Fiat,Punto,0.0,igual
2016-09,FIAT,SIENA,2173.0,FIAT,SIENA,Fiat Siena,2173.0,Fiat,Siena,0.0,igual
2016-09,FIAT,STRADA,4407.0,FIAT,STRADA,Fiat Strada,4409.0,Fiat,Strada,-2.0,diverge
2016-09,FIAT,TORO,3288.0,FIAT,TORO,Fiat Toro,3288.0,Fiat,Toro,0.0,igual
2016-09,FIAT,UNO,1595.0,FIAT,UNO,Fiat Uno,1595.0,Fiat,Uno,0.0,igual
2016-09,FIAT,WEEKEND,378.0,FIAT,WEEKEND,Fiat Weekend,379.0,Fiat,Weekend,-1.0,diverge
2016-09,FORD,ECOSPORT,2840.0,FORD,ECOSPORT,Ford EcoSport,2841.0,Ford,EcoSport,-1.0,diverge
2016-09,FORD,EDGE,0.0,,,Ford Edge,62.0,Ford,Edge,-62.0,so_na_planilha
2016-09,FORD,FIESTA,1455.0,FORD,FIESTA,Ford Fiesta,1455.0,Ford,Fiesta,0.0,igual
2016-09,FORD,FIESTA SEDAN,0.0,,,Ford Fiesta Sedan,67.0,Ford,Fiesta Sedan,-67.0,so_na_planilha
2016-09,FORD,FOCUS,678.0,FORD,FOCUS,Ford Focus,678.0,Ford,Focus,0.0,igual
2016-09,FORD,FOCUS FASTBACK,0.0,,,Ford Focus Fastback,634.0,Ford,Focus Fastback,-634.0,so_na_planilha
2016-09,FORD,FOCUS SEDAN,634.0,FORD,FOCUS SEDAN,,0.0,,,634.0,so_no_painel
2016-09,FORD,FUSION,250.0,FORD,FUSION,Ford Fusion,260.0,Ford,Fusion,-10.0,diverge
2016-09,FORD,KA,6611.0,FORD,KA,Ford Ka,6611.0,Ford,Ka,0.0,igual
2016-09,FORD,KA SEDAN,2208.0,FORD,KA SEDAN,Ford Ka Sedan,2208.0,Ford,Ka Sedan,0.0,igual
2016-09,FORD,NEW FIESTA,67.0,FORD,NEW FIESTA,,0.0,,,67.0,so_no_painel
2016-09,FORD,RANGER,1188.0,FORD,RANGER,Ford Ranger,1188.0,Ford,Ranger,0.0,igual
2016-09,FOTON,AUMARK 1039,25.0,FOTON,AUMARK 1039,,0.0,,,25.0,so_no_painel
2016-09,GEELY,EC 7,9.0,GEELY,EC-7,,0.0,,,9.0,so_no_painel
2016-09,GEELY,EC7,0.0,,,Geely EC7,9.0,Geely,EC7,-9.0,so_na_planilha
2016-09,GEELY,GC2,0.0,,,Geely GC2,11.0,Geely,GC2,-11.0,so_na_planilha
2016-09,GM,CAMARO,32.0,GM,CAMARO,Chevrolet Camaro,32.0,GM,Camaro,0.0,igual
2016-09,GM,CAPTIVA,80.0,GM,CAPTIVA,Chevrolet Captiva,80.0,GM,Captiva,0.0,igual
2016-09,GM,CARAVAN,1.0,GM,CARAVAN,,0.0,,,1.0,so_no_painel
2016-09,GM,CLASSIC,363.0,GM,CLASSIC,Chevrolet Classic,363.0,GM,Classic,0.0,igual
2016-09,GM,COBALT,1752.0,GM,COBALT,Chevrolet Cobalt,1752.0,GM,Cobalt,0.0,igual
2016-09,GM,CRUZE,0.0,,,Chevrolet Cruze,1442.0,GM,Cruze,-1442.0,so_na_planilha
2016-09,GM,CRUZE HB,267.0,GM,CRUZE HB,,0.0,,,267.0,so_no_painel
2016-09,GM,CRUZE SEDAN,1442.0,GM,CRUZE SEDAN,,0.0,,,1442.0,so_no_painel
2016-09,GM,CRUZE SPORT6,0.0,,,Chevrolet Cruze Sport6,267.0,GM,Cruze Sport6,-267.0,so_na_planilha
2016-09,GM,MONTANA,1503.0,GM,MONTANA,Chevrolet Montana,1503.0,GM,Montana,0.0,igual
2016-09,GM,ONIX,12592.0,GM,ONIX,Chevrolet Onix,12592.0,GM,Onix,0.0,igual
2016-09,GM,PRISMA,5344.0,GM,PRISMA,Chevrolet Prisma,5344.0,GM,Prisma,0.0,igual
2016-09,GM,S10,2784.0,GM,S10,Chevrolet S10,2784.0,GM,S10,0.0,igual
2016-09,GM,SPIN,1621.0,GM,SPIN,Chevrolet Spin,1621.0,GM,Spin,0.0,igual
2016-09,GM,TRACKER,329.0,GM,TRACKER,Chevrolet Tracker,329.0,GM,Tracker,0.0,igual
2016-09,GM,TRAILBLAZER,147.0,GM,TRAILBLAZER,Chevrolet TrailBlazer,147.0,GM,TrailBlazer,0.0,igual
2016-09,HAFEI,MINI,0.0,HAFEI,MINI,,0.0,,,0.0,so_na_planilha
2016-09,HAFEI,MINIVAN,2.0,HAFEI,MINIVAN,,0.0,,,2.0,so_no_painel
2016-09,HAFEI,RUIYI,1.0,HAFEI,RUIYI,,0.0,,,1.0,so_no_painel
2016-09,HAFEI,START PICK UP,2.0,HAFEI,START PICK UP,,0.0,,,2.0,so_no_painel
2016-09,HONDA,ACCORD,1.0,HONDA,ACCORD,Honda Accord,1.0,Honda,Accord,0.0,igual
2016-09,HONDA,CITY,1090.0,HONDA,CITY,Honda City,1090.0,Honda,City,0.0,igual
2016-09,HONDA,CIVIC,2820.0,HONDA,CIVIC,Honda Civic,2820.0,Honda,Civic,0.0,igual
2016-09,HONDA,CR V,0.0,,,Honda CR-V,132.0,Honda,CR-V,-132.0,so_na_planilha
2016-09,HONDA,CRV,132.0,HONDA,CRV,,0.0,,,132.0,so_no_painel
2016-09,HONDA,FIT,2146.0,HONDA,FIT,Honda Fit,2146.0,Honda,Fit,0.0,igual
2016-09,HONDA,HR V,3844.0,HONDA,HR-V,Honda HR-V,3844.0,Honda,HR-V,0.0,igual
2016-09,HYUNDAI,AZERA,15.0,HYUNDAI,AZERA,Hyundai Azera,15.0,Hyundai,Azera,0.0,igual
2016-09,HYUNDAI,ELANTRA,44.0,HYUNDAI,ELANTRA,Hyundai Elantra,44.0,Hyundai,Elantra,0.0,igual
2016-09,HYUNDAI,HB20,10020.0,HYUNDAI,HB20,Hyundai HB20,10020.0,Hyundai,HB20,0.0,igual
2016-09,HYUNDAI,HB20S,3234.0,HYUNDAI,HB20S,Hyundai HB20S,3234.0,Hyundai,HB20S,0.0,igual
2016-09,HYUNDAI,HR,320.0,HYUNDAI,HR,Hyundai HR,320.0,Hyundai,HR,0.0,igual
2016-09,HYUNDAI,I30,89.0,HYUNDAI,I30,Hyundai i30,89.0,Hyundai,i30,0.0,igual
2016-09,HYUNDAI,IX35,1182.0,HYUNDAI,IX35,Hyundai ix35,1182.0,Hyundai,ix35,0.0,igual
2016-09,HYUNDAI,SANTA FE,0.0,,,Hyundai Santa Fe,82.0,Hyundai,Santa Fe,-82.0,so_na_planilha
