mes_ref,marca,modelo,unidades_painel,marca_painel_grafia,modelo_painel_grafia,nome_planilha,unidades_planilha,marca_planilha_grafia,modelo_planilha_grafia,diferenca,situacao
2014-01,MITSUBISHI,PAJERO TR4,0.0,,,Mitsubishi Pajero TR4,600.0,Mitsubishi,Pajero TR4,-600.0,so_na_planilha
2014-01,NISSAN,ALTIMA,71.0,NISSAN,ALTIMA,Nissan Altima,71.0,Nissan,Altima,0.0,igual
2014-01,NISSAN,FRONTIER,965.0,NISSAN,FRONTIER,Nissan Frontier,965.0,Nissan,Frontier,0.0,igual
2014-01,NISSAN,GRAND LIVINA,0.0,,,Nissan Grand Livina,314.0,Nissan,Grand Livina,-314.0,so_na_planilha
2014-01,NISSAN,LIVINA,914.0,NISSAN,LIVINA,Nissan Livina,600.0,Nissan,Livina,314.0,diverge
2014-01,NISSAN,MARCH,1805.0,NISSAN,MARCH,Nissan March,1806.0,Nissan,March,-1.0,diverge
2014-01,NISSAN,SENTRA,1086.0,NISSAN,SENTRA,Nissan Sentra,1086.0,Nissan,Sentra,0.0,igual
2014-01,NISSAN,TIIDA,0.0,,,Nissan Tiida,2.0,Nissan,Tiida,-2.0,so_na_planilha
2014-01,NISSAN,VERSA,1454.0,NISSAN,VERSA,Nissan Versa,1454.0,Nissan,Versa,0.0,igual
2014-01,PEUGEOT,207,454.0,PEUGEOT,207,Peugeot 207,454.0,Peugeot,207,0.0,igual
2014-01,PEUGEOT,207 PASSION,0.0,,,Peugeot 207 Passion,154.0,Peugeot,207 Passion,-154.0,so_na_planilha
2014-01,PEUGEOT,208,3032.0,PEUGEOT,208,Peugeot 208,3033.0,Peugeot,208,-1.0,diverge
2014-01,PEUGEOT,3008,0.0,,,Peugeot 3008,44.0,Peugeot,3008,-44.0,so_na_planilha
2014-01,PEUGEOT,308,650.0,PEUGEOT,308,Peugeot 308,650.0,Peugeot,308,0.0,igual
2014-01,PEUGEOT,408,255.0,PEUGEOT,408,Peugeot 408,255.0,Peugeot,408,0.0,igual
2014-01,PEUGEOT,508,0.0,,,Peugeot 508,8.0,Peugeot,508,-8.0,so_na_planilha
2014-01,PEUGEOT,BOXER,263.0,PEUGEOT,BOXER,Peugeot Boxer,263.0,Peugeot,Boxer,0.0,igual
2014-01,PEUGEOT,HOGGAR,76.0,PEUGEOT,HOGGAR,Peugeot Hoggar,76.0,Peugeot,Hoggar,0.0,igual
2014-01,PEUGEOT,PARTNER,50.0,PEUGEOT,PARTNER,Peugeot Partner,50.0,Peugeot,Partner,0.0,igual
2014-01,PEUGEOT,RCZ,9.0,PEUGEOT,RCZ,Peugeot RCZ,9.0,Peugeot,RCZ,0.0,igual
2014-01,PORSCHE,718 BOXSTER,0.0,,,Porsche 718 Boxster,2.0,Porsche,718 Boxster,-2.0,so_na_planilha
2014-01,PORSCHE,718 CAYMAN,0.0,,,Porsche 718 Cayman,5.0,Porsche,718 Cayman,-5.0,so_na_planilha
2014-01,PORSCHE,911,6.0,PORSCHE,911,Porsche 911,9.0,Porsche,911,-3.0,diverge
2014-01,PORSCHE,CAYENNE,0.0,,,Porsche Cayenne,25.0,Porsche,Cayenne,-25.0,so_na_planilha
2014-01,PORSCHE,PANAMERA,0.0,,,Porsche Panamera,7.0,Porsche,Panamera,-7.0,so_na_planilha
2014-01,RAM,2500,0.0,,,RAM 2500,71.0,RAM,2500,-71.0,so_na_planilha
2014-01,RELY,PICK UP,0.0,,,Rely Pick-up,91.0,Rely,Pick-up,-91.0,so_na_planilha
2014-01,RELY,RELY PICK UP,91.0,RELY,RELY PICK-UP,,0.0,,,91.0,so_no_painel
2014-01,RENAULT,CLIO,2641.0,RENAULT,CLIO,Renault Clio,2641.0,Renault,Clio,0.0,igual
2014-01,RENAULT,DUSTER,4632.0,RENAULT,DUSTER,Renault Duster,4633.0,Renault,Duster,-1.0,diverge
2014-01,RENAULT,FLUENCE,897.0,RENAULT,FLUENCE,Renault Fluence,897.0,Renault,Fluence,0.0,igual
2014-01,RENAULT,KANGOO,316.0,RENAULT,KANGOO,Renault Kangoo,3.0,Renault,Kangoo,313.0,diverge
2014-01,RENAULT,LOGAN,3089.0,RENAULT,LOGAN,Renault Logan,3089.0,Renault,Logan,0.0,igual
2014-01,RENAULT,MASTER,973.0,RENAULT,MASTER,Renault Master,973.0,Renault,Master,0.0,igual
2014-01,RENAULT,MEGANE GT,0.0,RENAULT,MEGANE GT,,0.0,,,0.0,so_na_planilha
2014-01,RENAULT,RENAULT,2.0,RENAULT,RENAULT,,0.0,,,2.0,so_no_painel
2014-01,RENAULT,SANDERO,9153.0,RENAULT,SANDERO,Renault Sandero,9155.0,Renault,Sandero,-2.0,diverge
2014-01,ROLLS ROYCE,GHOST,0.0,,,Rolls-Royce Ghost,1.0,ROLLS ROYCE,Ghost,-1.0,so_na_planilha
2014-01,SHINERAY,A9,0.0,,,Shineray A9,36.0,Shineray,A9,-36.0,so_na_planilha
2014-01,SHINERAY,A9 CARGO,0.0,,,Shineray A9 Cargo,17.0,Shineray,A9 Cargo,-17.0,so_na_planilha
2014-01,SHINERAY,DTRUCK,15.0,SHINERAY,DTRUCK,,0.0,,,15.0,so_no_painel
2014-01,SHINERAY,P TRUCKS,36.0,SHINERAY,P TRUCKS,,0.0,,,36.0,so_no_painel
2014-01,SHINERAY,P VAN,14.0,SHINERAY,P VAN,,0.0,,,14.0,so_no_painel
2014-01,SHINERAY,T20,0.0,,,Shineray T20,14.0,Shineray,T20,-14.0,so_na_planilha
2014-01,SHINERAY,T22,0.0,,,Shineray T22,11.0,Shineray,T22,-11.0,so_na_planilha
2014-01,SHINERAY,TRUCK,11.0,SHINERAY,TRUCK,,0.0,,,11.0,so_no_painel
2014-01,SMART,FORTWO,0.0,,,Smart ForTwo,20.0,Smart,ForTwo,-20.0,so_na_planilha
2014-01,SSANGYONG,ACTYON,0.0,,,SsangYong Actyon,19.0,SsangYong,Actyon,-19.0,so_na_planilha
2014-01,SSANGYONG,ACTYON SPORTS,0.0,,,SsangYong Actyon Sports,10.0,SsangYong,Actyon Sports,-10.0,so_na_planilha
2014-01,SSANGYONG,KORANDO,53.0,SSANGYONG,KORANDO,SsangYong Korando,53.0,SsangYong,Korando,0.0,igual
2014-01,SSANGYONG,KYRON,0.0,,,SsangYong Kyron,22.0,SsangYong,Kyron,-22.0,so_na_planilha
2014-01,SUBARU,FORESTER,56.0,SUBARU,FORESTER,Subaru Forester,56.0,Subaru,Forester,0.0,igual
2014-01,SUBARU,IMPREZA,0.0,,,Subaru Impreza,5.0,Subaru,Impreza,-5.0,so_na_planilha
2014-01,SUBARU,OUTBACK,0.0,,,Subaru Outback,1.0,Subaru,Outback,-1.0,so_na_planilha
2014-01,SUZUKI,GRAND VITARA,0.0,,,Suzuki Grand Vitara,277.0,Suzuki,Grand Vitara,-277.0,so_na_planilha
2014-01,SUZUKI,GVITARA,277.0,SUZUKI,GVITARA,,0.0,,,277.0,so_no_painel
2014-01,SUZUKI,JIMNY,213.0,SUZUKI,JIMNY,Suzuki Jimny,213.0,Suzuki,Jimny,0.0,igual
2014-01,SUZUKI,SX4,64.0,SUZUKI,SX4,Suzuki SX4,64.0,Suzuki,SX4,0.0,igual
2014-01,TOYOTA,CAMRY,0.0,,,Toyota Camry,14.0,Toyota,Camry,-14.0,so_na_planilha
2014-01,TOYOTA,COROLLA,2857.0,TOYOTA,COROLLA,Toyota Corolla,2857.0,Toyota,Corolla,0.0,igual
2014-01,TOYOTA,ETIOS,0.0,,,Toyota Etios,2682.0,Toyota,Etios,-2682.0,so_na_planilha
2014-01,TOYOTA,ETIOS HB,2681.0,TOYOTA,ETIOS HB,,0.0,,,2681.0,so_no_painel
2014-01,TOYOTA,ETIOS SEDA,0.0,,,Toyota Etios Sedã,2254.0,Toyota,Etios Sedã,-2254.0,so_na_planilha
2014-01,TOYOTA,ETIOS SEDAN,2254.0,TOYOTA,ETIOS SEDAN,,0.0,,,2254.0,so_no_painel
2014-01,TOYOTA,HILUX,3231.0,TOYOTA,HILUX,Toyota Hilux,3232.0,Toyota,Hilux,-1.0,diverge
2014-01,TOYOTA,HILUX SW4,1024.0,TOYOTA,HILUX SW4,,0.0,,,1024.0,so_no_painel
2014-01,TOYOTA,PRIUS,0.0,,,Toyota Prius,5.0,Toyota,Prius,-5.0,so_na_planilha
2014-01,TOYOTA,RAV4,785.0,TOYOTA,RAV4,Toyota RAV4,785.0,Toyota,RAV4,0.0,igual
2014-01,TOYOTA,SW4,0.0,,,Toyota SW4,1024.0,Toyota,SW4,-1024.0,so_na_planilha
2014-01,TROLLER,T4,120.0,TROLLER,T4,Troller T4,120.0,Troller,T4,0.0,igual
2014-01,VOLVO,S60,0.0,,,Volvo S60,6.0,Volvo,S60,-6.0,so_na_planilha
2014-01,VOLVO,V40,0.0,,,Volvo V40,93.0,Volvo,V40,-93.0,so_na_planilha
2014-01,VOLVO,V60,8.0,VOLVO,V60,Volvo V60,8.0,Volvo,V60,0.0,igual
2014-01,VOLVO,XC60,171.0,VOLVO,XC60,Volvo XC60,171.0,Volvo,XC60,0.0,igual
2014-01,VW,AMAROK,1896.0,VW,AMAROK,Volkswagen Amarok,1896.0,VW,Amarok,0.0,igual
2014-01,VW,CC,14.0,VW,CC,Volkswagen CC,14.0,VW,CC,0.0,igual
2014-01,VW,CROSSFOX,0.0,,,Volkswagen CrossFox,1490.0,VW,CrossFox,-1490.0,so_na_planilha
2014-01,VW,FOX,0.0,,,Volkswagen Fox,9777.0,VW,Fox,-9777.0,so_na_planilha
2014-01,VW,FOX CROSS FOX,11267.0,VW,FOX/CROSS FOX,,0.0,,,11267.0,so_no_painel
2014-01,VW,FUSCA,0.0,,,Volkswagen Fusca,71.0,VW,Fusca,-71.0,so_na_planilha
2014-01,VW,GOL,21669.0,VW,GOL,Volkswagen Gol,21671.0,VW,Gol,-2.0,diverge
2014-01,VW,GOLF,1979.0,VW,GOLF,Volkswagen Golf,1979.0,VW,Golf,0.0,igual
2014-01,VW,JETTA,809.0,VW,JETTA,Volkswagen Jetta,809.0,VW,Jetta,0.0,igual
2014-01,VW,JETTA VARIANT,0.0,VW,JETTA VARIANT,,0.0,,,0.0,so_na_planilha
2014-01,VW,KOMBI,2535.0,VW,KOMBI,Volkswagen Kombi,2535.0,VW,Kombi,0.0,igual
2014-01,VW,PASSAT,95.0,VW,PASSAT,Volkswagen Passat,95.0,VW,Passat,0.0,igual
2014-01,VW,POLO,0.0,,,Volkswagen Polo,431.0,VW,Polo,-431.0,so_na_planilha
2014-01,VW,POLO SEDAN,576.0,VW,POLO SEDAN,Volkswagen Polo Sedan,576.0,VW,Polo Sedan,0.0,igual
2014-01,VW,SAVEIRO,5496.0,VW,SAVEIRO,Volkswagen Saveiro,5496.0,VW,Saveiro,0.0,igual
2014-01,VW,SPACE CROSS,0.0,,,Volkswagen Space Cross,274.0,VW,Space Cross,-274.0,so_na_planilha
2014-01,VW,SPACE FOX,624.0,VW,SPACE FOX,,0.0,,,624.0,so_no_painel
2014-01,VW,SPACECROSS,274.0,VW,SPACECROSS,,0.0,,,274.0,so_no_painel
2014-01,VW,SPACEFOX,0.0,,,Volkswagen SpaceFox,624.0,VW,SpaceFox,-624.0,so_na_planilha
2014-01,VW,TIGUAN,416.0,VW,TIGUAN,Volkswagen Tiguan,416.0,VW,Tiguan,0.0,igual
2014-01,VW,TOUAREG,0.0,,,Volkswagen Touareg,36.0,VW,Touareg,-36.0,so_na_planilha
2014-01,VW,UP,239.0,VW,UP,Volkswagen up!,239.0,VW,up!,0.0,igual
2014-01,VW,VOYAGE,6798.0,VW,VOYAGE,Volkswagen Voyage,6798.0,VW,Voyage,0.0,igual
2014-02,,CHANGAN STAR CS,0.0,,,Changan Star CS,25.0,,Changan Star CS,-25.0,so_na_planilha
2014-02,,LAMBORGHINI GALLARDO,0.0,,,Lamborghini Gallardo,4.0,,Lamborghini Gallardo,-4.0,so_na_planilha
2014-02,AGRALE,AGRALE MARRUA,13.0,AGRALE,AGRALE MARRUA,,0.0,,,13.0,so_no_painel
2014-02,AGRALE,MARRUA,0.0,,,Agrale Marruá,13.0,Agrale,Marruá,-13.0,so_na_planilha
2014-02,ASTON MARTIN,V8 VANTAGE,0.0,,,Aston Martin V8 Vantage,1.0,Aston Martin,V8 Vantage,-1.0,so_na_planilha
2014-02,AUDI,A1,0.0,,,Audi A1,30.0,Audi,A1,-30.0,so_na_planilha
2014-02,AUDI,A3,0.0,,,Audi A3,150.0,Audi,A3,-150.0,so_na_planilha
2014-02,AUDI,A3 SEDAN,396.0,AUDI,A3 SEDAN,Audi A3 Sedan,396.0,Audi,A3 Sedan,0.0,igual
2014-02,AUDI,A4,13.0,AUDI,A4,Audi A4,112.0,Audi,A4,-99.0,diverge
2014-02,AUDI,A4 AVANT,0.0,AUDI,A4 AVANT,,0.0,,,0.0,so_na_planilha
2014-02,AUDI,A5,67.0,AUDI,A5,Audi A5,67.0,Audi,A5,0.0,igual
2014-02,AUDI,A6,0.0,,,Audi A6,5.0,Audi,A6,-5.0,so_na_planilha
2014-02,AUDI,A7 SPORTBACK,0.0,,,Audi A7 Sportback,3.0,Audi,A7 Sportback,-3.0,so_na_planilha
2014-02,AUDI,Q3,258.0,AUDI,Q3,Audi Q3,258.0,Audi,Q3,0.0,igual
2014-02,AUDI,Q5,0.0,,,Audi Q5,12.0,Audi,Q5,-12.0,so_na_planilha
2014-02,AUDI,Q7,0.0,,,Audi Q7,6.0,Audi,Q7,-6.0,so_na_planilha
2014-02,AUDI,R8,0.0,,,Audi R8,2.0,Audi,R8,-2.0,so_na_planilha
2014-02,AUDI,RS4,0.0,AUDI,RS4,,0.0,,,0.0,so_na_planilha
2014-02,AUDI,TT,5.0,AUDI,TT,,0.0,,,5.0,so_no_painel
2014-02,AUDI,TT COUPE,0.0,,,Audi TT Coupé,5.0,Audi,TT Coupé,-5.0,so_na_planilha
2014-02,BMW,316I,123.0,BMW,316I,,0.0,,,123.0,so_no_painel
2014-02,BMW,320,444.0,BMW,320,,0.0,,,444.0,so_no_painel
2014-02,BMW,328,64.0,BMW,328,,0.0,,,64.0,so_no_painel
2014-02,BMW,M5,0.0,,,BMW M5,3.0,BMW,M5,-3.0,so_na_planilha
2014-02,BMW,M6,8.0,BMW,M6,,0.0,,,8.0,so_no_painel
2014-02,BMW,SERIE 1,0.0,,,BMW Série 1,137.0,BMW,Série 1,-137.0,so_na_planilha
2014-02,BMW,SERIE 3,0.0,,,BMW Série 3,635.0,BMW,Série 3,-635.0,so_na_planilha
2014-02,BMW,SERIE 5,0.0,,,BMW Série 5,3.0,BMW,Série 5,-3.0,so_na_planilha
2014-02,BMW,SERIE 6 GRAN COUPE,0.0,,,BMW Série 6 Gran Coupé,11.0,BMW,Série 6 Gran Coupé,-11.0,so_na_planilha
2014-02,BMW,SERIE 7,0.0,,,BMW Série 7,1.0,BMW,Série 7,-1.0,so_na_planilha
2014-02,BMW,X1,195.0,BMW,X1,BMW X1,194.0,BMW,X1,1.0,diverge
2014-02,BMW,X3,90.0,BMW,X3,BMW X3,88.0,BMW,X3,2.0,diverge
2014-02,BMW,X5,0.0,,,BMW X5,15.0,BMW,X5,-15.0,so_na_planilha
2014-02,BMW,X6,0.0,,,BMW X6,43.0,BMW,X6,-43.0,so_na_planilha
2014-02,BMW,Z4,30.0,BMW,Z4,BMW Z4,30.0,BMW,Z4,0.0,igual
2014-02,CAOA CHERY,CELER,0.0,,,CAOA Chery Celer,150.0,CAOA Chery,Celer,-150.0,so_na_planilha
2014-02,CAOA CHERY,CELER SEDAN,0.0,,,CAOA Chery Celer Sedan,81.0,CAOA Chery,Celer Sedan,-81.0,so_na_planilha
2014-02,CAOA CHERY,CIELO HATCH,0.0,,,CAOA Chery Cielo hatch,5.0,CAOA Chery,Cielo hatch,-5.0,so_na_planilha
2014-02,CAOA CHERY,CIELO SEDAN,0.0,,,CAOA Chery Cielo Sedan,2.0,CAOA Chery,Cielo Sedan,-2.0,so_na_planilha
2014-02,CAOA CHERY,FACE,0.0,,,CAOA Chery Face,59.0,CAOA Chery,Face,-59.0,so_na_planilha
2014-02,CAOA CHERY,QQ,0.0,,,CAOA Chery QQ,268.0,CAOA Chery,QQ,-268.0,so_na_planilha
2014-02,CAOA CHERY,S 18,0.0,,,CAOA Chery S-18,10.0,CAOA Chery,S-18,-10.0,so_na_planilha
2014-02,CAOA CHERY,TIGGO,0.0,,,CAOA Chery Tiggo,145.0,CAOA Chery,Tiggo,-145.0,so_na_planilha
2014-02,CHANA,SC,25.0,CHANA,SC,,0.0,,,25.0,so_no_painel
2014-02,CHERY,CELER SEDAN,49.0,CHERY,CELER SEDAN,,0.0,,,49.0,so_no_painel
2014-02,CHERY,TIGGO,145.0,CHERY,TIGGO,,0.0,,,145.0,so_no_painel
2014-02,CHRYSLER,300,0.0,,,Chrysler 300,19.0,Chrysler,300,-19.0,so_na_planilha
2014-02,CHRYSLER,300C,19.0,CHRYSLER,300C,,0.0,,,19.0,so_no_painel
2014-02,CHRYSLER,TOWN COUNTRY,20.0,CHRYSLER,TOWN COUNTRY,Chrysler Town & Country,20.0,Chrysler,Town & Country,0.0,igual
2014-02,CITROEN,AIRCROSS,0.0,,,Citroën Aircross,590.0,CITROEN,Aircross,-590.0,so_na_planilha
2014-02,CITROEN,C3,2936.0,CITROEN,C3,Citroën C3,2937.0,CITROEN,C3,-1.0,diverge
2014-02,CITROEN,C3 AIRCROSS,590.0,CITROEN,C3 AIRCROSS,,0.0,,,590.0,so_no_painel
2014-02,CITROEN,C3 PICASSO,377.0,CITROEN,C3 PICASSO,Citroën C3 Picasso,377.0,CITROEN,C3 Picasso,0.0,igual
2014-02,CITROEN,C4 HATCH,0.0,,,Citroën C4 Hatch,228.0,CITROEN,C4 Hatch,-228.0,so_na_planilha
2014-02,CITROEN,C4 LOUNGE,0.0,,,Citroën C4 Lounge,741.0,CITROEN,C4 Lounge,-741.0,so_na_planilha
2014-02,CITROEN,C4 PALLAS,8.0,CITROEN,C4 PALLAS,Citroën C4 Pallas,8.0,CITROEN,C4 Pallas,0.0,igual
2014-02,CITROEN,C4 PICASSO,155.0,CITROEN,C4 PICASSO,Citroën C4 Picasso,100.0,CITROEN,C4 Picasso,55.0,diverge
2014-02,CITROEN,C4L,741.0,CITROEN,C4L,,0.0,,,741.0,so_no_painel
2014-02,CITROEN,DS 3,0.0,,,Citroën DS 3,58.0,CITROEN,DS 3,-58.0,so_na_planilha
2014-02,CITROEN,DS 4,0.0,,,Citroën DS 4,41.0,CITROEN,DS 4,-41.0,so_na_planilha
2014-02,CITROEN,DS 5,0.0,,,Citroën DS 5,36.0,CITROEN,DS 5,-36.0,so_na_planilha
2014-02,CITROEN,DS5,36.0,CITROEN,DS5,,0.0,,,36.0,so_no_painel
2014-02,CITROEN,GRAND C4 PICASSO,0.0,,,Citroën Grand C4 Picasso,55.0,CITROEN,Grand C4 Picasso,-55.0,so_na_planilha
2014-02,CITROEN,JUMPER,166.0,CITROEN,JUMPER,Citroën Jumper,166.0,CITROEN,Jumper,0.0,igual
2014-02,DODGE,DURANGO,0.0,,,Dodge Durango,49.0,Dodge,Durango,-49.0,so_na_planilha
2014-02,DODGE,JOURNEY,180.0,DODGE,JOURNEY,Dodge Journey,180.0,Dodge,Journey,0.0,igual
2014-02,DODGE,RAM,83.0,DODGE,RAM,,0.0,,,83.0,so_no_painel
2014-02,EFFA,PLUTUS,5.0,EFFA,PLUTUS,Effa Plutus,5.0,Effa,Plutus,0.0,igual
2014-02,EFFA,START PICAPE,0.0,,,Effa Start Picape,12.0,Effa,Start Picape,-12.0,so_na_planilha
2014-02,FERRARI,458,0.0,,,Ferrari 458,1.0,Ferrari,458,-1.0,so_na_planilha
2014-02,FERRARI,CALIFORNIA,0.0,,,Ferrari California,3.0,Ferrari,California,-3.0,so_na_planilha
2014-02,FIAT,500,574.0,FIAT,500,Fiat 500,574.0,Fiat,500,0.0,igual
2014-02,FIAT,BRAVO,0.0,,,Fiat Bravo,433.0,Fiat,Bravo,-433.0,so_na_planilha
2014-02,FIAT,DOBLO,1348.0,FIAT,DOBLO,Fiat Doblò,1013.0,Fiat,Doblò,335.0,diverge
2014-02,FIAT,DOBLO CARGO,0.0,,,Fiat Doblò Cargo,336.0,Fiat,Doblò Cargo,-336.0,so_na_planilha
2014-02,FIAT,DUCATO,729.0,FIAT,DUCATO,Fiat Ducato,730.0,Fiat,Ducato,-1.0,diverge
2014-02,FIAT,FIORINO,2146.0,FIAT,FIORINO,Fiat Fiorino,2146.0,Fiat,Fiorino,0.0,igual
2014-02,FIAT,FREEMONT,303.0,FIAT,FREEMONT,Fiat Freemont,303.0,Fiat,Freemont,0.0,igual
2014-02,FIAT,IDEA,1685.0,FIAT,IDEA,Fiat Idea,1686.0,Fiat,Idea,-1.0,diverge
2014-02,FIAT,LINEA,541.0,FIAT,LINEA,Fiat Linea,541.0,Fiat,Linea,0.0,igual
2014-02,FIAT,PALIO,13017.0,FIAT,PALIO,Fiat Palio,13283.0,Fiat,Palio,-266.0,diverge
2014-02,FIAT,PALIO WEEKEND,1521.0,FIAT,PALIO WEEKEND,,0.0,,,1521.0,so_no_painel
2014-02,FIAT,PUNTO,2477.0,FIAT,PUNTO,Fiat Punto,2478.0,Fiat,Punto,-1.0,diverge
2014-02,FIAT,SIENA,9329.0,FIAT,SIENA,Fiat Siena,9329.0,Fiat,Siena,0.0,igual
2014-02,FIAT,STRADA,13456.0,FIAT,STRADA,Fiat Strada,13459.0,Fiat,Strada,-3.0,diverge
2014-02,FIAT,TECFORM,7.0,FIAT,TECFORM,,0.0,,,7.0,so_no_painel
2014-02,FIAT,UNO,10408.0,FIAT,UNO,Fiat Uno,10410.0,Fiat,Uno,-2.0,diverge
2014-02,FIAT,WEEKEND,0.0,,,Fiat Weekend,1256.0,Fiat,Weekend,-1256.0,so_na_planilha
2014-02,FORD,COURIER,1.0,FORD,COURIER,,0.0,,,1.0,so_no_painel
2014-02,FORD,ECOSPORT,3940.0,FORD,ECOSPORT,Ford EcoSport,3940.0,Ford,EcoSport,0.0,igual
2014-02,FORD,EDGE,231.0,FORD,EDGE,Ford Edge,231.0,Ford,Edge,0.0,igual
2014-02,FORD,FIESTA,8912.0,FORD,FIESTA,Ford Fiesta,8915.0,Ford,Fiesta,-3.0,diverge
2014-02,FORD,FIESTA SEDAN,444.0,FORD,FIESTA SEDAN,Ford Fiesta Sedan,1520.0,Ford,Fiesta Sedan,-1076.0,diverge
2014-02,FORD,FOCUS,1988.0,FORD,FOCUS,Ford Focus,1988.0,Ford,Focus,0.0,igual
2014-02,FORD,FOCUS FASTBACK,0.0,,,Ford Focus Fastback,587.0,Ford,Focus Fastback,-587.0,so_na_planilha
2014-02,FORD,FOCUS SEDAN,587.0,FORD,FOCUS SEDAN,,0.0,,,587.0,so_no_painel
2014-02,FORD,FUSION,1022.0,FORD,FUSION,Ford Fusion,1022.0,Ford,Fusion,0.0,igual
2014-02,FORD,KA,837.0,FORD,KA,Ford Ka,837.0,Ford,Ka,0.0,igual
2014-02,FORD,MUSTANG,6.0,FORD,MUSTANG,,0.0,,,6.0,so_no_painel
2014-02,FORD,NEW FIESTA,1076.0,FORD,NEW FIESTA,,0.0,,,1076.0,so_no_painel
2014-02,FORD,RANGER,1615.0,FORD,RANGER,Ford Ranger,1615.0,Ford,Ranger,0.0,igual
2014-02,FORD,TRANSIT,250.0,FORD,TRANSIT,Ford Transit,250.0,Ford,Transit,0.0,igual
2014-02,FOTON,AUMARK 1039,10.0,FOTON,AUMARK 1039,,0.0,,,10.0,so_no_painel
2014-02,GM,AGILE,1747.0,GM,AGILE,Chevrolet Agile,1748.0,GM,Agile,-1.0,diverge
2014-02,GM,CAMARO,102.0,GM,CAMARO,Chevrolet Camaro,102.0,GM,Camaro,0.0,igual
2014-02,GM,CAPTIVA,136.0,GM,CAPTIVA,Chevrolet Captiva,136.0,GM,Captiva,0.0,igual
2014-02,GM,CELTA,3952.0,GM,CELTA,Chevrolet Celta,3953.0,GM,Celta,-1.0,diverge
2014-02,GM,CLASSIC,2814.0,GM,CLASSIC,Chevrolet Classic,2814.0,GM,Classic,0.0,igual
2014-02,GM,COBALT,3513.0,GM,COBALT,Chevrolet Cobalt,3513.0,GM,Cobalt,0.0,igual
2014-02,GM,CRUZE,0.0,,,Chevrolet Cruze,1845.0,GM,Cruze,-1845.0,so_na_planilha
2014-02,GM,CRUZE HB,1340.0,GM,CRUZE HB,,0.0,,,1340.0,so_no_painel
2014-02,GM,CRUZE SEDAN,1844.0,GM,CRUZE SEDAN,,0.0,,,1844.0,so_no_painel
2014-02,GM,CRUZE SPORT6,0.0,,,Chevrolet Cruze Sport6,1340.0,GM,Cruze Sport6,-1340.0,so_na_planilha
2014-02,GM,MALIBU,12.0,GM,MALIBU,Chevrolet Malibu,12.0,GM,Malibu,0.0,igual
2014-02,GM,MERIVA,1.0,GM,MERIVA,,0.0,,,1.0,so_no_painel
2014-02,GM,MONTANA,3455.0,GM,MONTANA,Chevrolet Montana,3455.0,GM,Montana,0.0,igual
2014-02,GM,ONIX,9561.0,GM,ONIX,Chevrolet Onix,9561.0,GM,Onix,0.0,igual
2014-02,GM,PRISMA,4938.0,GM,PRISMA,Chevrolet Prisma,4938.0,GM,Prisma,0.0,igual
2014-02,GM,S10,3655.0,GM,S10,Chevrolet S10,3657.0,GM,S10,-2.0,diverge
2014-02,GM,SONIC,773.0,GM,SONIC,Chevrolet Sonic,773.0,GM,Sonic,0.0,igual
2014-02,GM,SONIC SEDAN,450.0,GM,SONIC SEDAN,Chevrolet Sonic Sedan,450.0,GM,Sonic Sedan,0.0,igual
2014-02,GM,SPIN,2496.0,GM,SPIN,Chevrolet Spin,2496.0,GM,Spin,0.0,igual
2014-02,GM,TRACKER,1617.0,GM,TRACKER,Chevrolet Tracker,1617.0,GM,Tracker,0.0,igual
2014-02,GM,TRAILBLAZER,174.0,GM,TRAILBLAZER,Chevrolet TrailBlazer,174.0,GM,TrailBlazer,0.0,igual
2014-02,HAFEI,MINI,12.0,HAFEI,MINI,,0.0,,,12.0,so_no_painel
2014-02,HAFEI,MINIVAN,22.0,HAFEI,MINIVAN,,0.0,,,22.0,so_no_painel
2014-02,HAFEI,RUIYI,26.0,HAFEI,RUIYI,,0.0,,,26.0,so_no_painel
2014-02,HAFEI,START PICK UP,12.0,HAFEI,START PICK UP,,0.0,,,12.0,so_no_painel
2014-02,HAFEI,TOWNER,25.0,HAFEI,TOWNER,,0.0,,,25.0,so_no_painel
2014-02,HAFEI,TOWNER FURGAO,0.0,,,Hafei Towner Furgão,19.0,Hafei,Towner Furgão,-19.0,so_na_planilha
2014-02,HAFEI,TOWNER PASSAGEIRO,0.0,,,Hafei Towner Passageiro,3.0,Hafei,Towner Passageiro,-3.0,so_na_planilha
2014-02,HAFEI,TOWNER PICK UP,0.0,,,Hafei Towner Pick-up,37.0,Hafei,Towner Pick-up,-37.0,so_na_planilha
2014-02,HAFEI,ZHONGYI VAN,4.0,HAFEI,ZHONGYI VAN,,0.0,,,4.0,so_no_painel
2014-02,HONDA,ACCORD,0.0,,,Honda Accord,21.0,Honda,Accord,-21.0,so_na_planilha
2014-02,HONDA,CITY,1952.0,HONDA,CITY,Honda City,1952.0,Honda,City,0.0,igual
2014-02,HONDA,CIVIC,4018.0,HONDA,CIVIC,Honda Civic,4019.0,Honda,Civic,-1.0,diverge
2014-02,HONDA,CR V,0.0,,,Honda CR-V,301.0,Honda,CR-V,-301.0,so_na_planilha
2014-02,HONDA,CRV,301.0,HONDA,CRV,,0.0,,,301.0,so_no_painel
2014-02,HONDA,FIT,2669.0,HONDA,FIT,Honda Fit,2670.0,Honda,Fit,-1.0,diverge
